bowler,batting_team,Innings,bowler's_wicket,bowler's_runs,valid_ball,overs,economy
Ish Sodhi,Punjab Kings,2,2,55,48,8.0,6.88
Ish Sodhi,Royal Challengers Bangalore,1,1,31,24,4.0,7.75
Ish Sodhi,Sunrisers Hyderabad,1,1,25,18,3.0,8.33
Ishan Malhotra,Delhi Capitals,1,0,23,6,1.0,23.0
Ishant Sharma,Chennai Super Kings,10,6,356,210,35.0,10.17
Ishant Sharma,Deccan Chargers,5,2,103,102,17.0,6.06
Ishant Sharma,Delhi Capitals,8,8,202,162,27.0,7.48
Ishant Sharma,Gujarat Lions,1,1,39,24,4.0,9.75
Ishant Sharma,Kochi Tuskers Kerala,1,5,12,18,3.0,4.0
Ishant Sharma,Kolkata Knight Riders,5,1,134,102,17.0,7.88
Ishant Sharma,Mumbai Indians,14,16,449,313,52.1,8.62
Ishant Sharma,Pune Warriors India,4,1,88,84,14.0,6.29
Ishant Sharma,Punjab Kings,10,5,319,228,38.0,8.39
Ishant Sharma,Rajasthan Royals,12,13,351,264,44.0,7.98
Ishant Sharma,Rising Pune Supergiant,1,0,12,6,1.0,12.0
Ishant Sharma,Royal Challengers Bangalore,13,10,391,298,49.4,7.91
Ishant Sharma,Sunrisers Hyderabad,6,3,148,114,19.0,7.79
Ishwar Pandey,Delhi Capitals,4,5,106,90,15.0,7.07
Ishwar Pandey,Kolkata Knight Riders,4,3,86,60,10.0,8.6
Ishwar Pandey,Mumbai Indians,4,2,102,84,14.0,7.29
Ishwar Pandey,Punjab Kings,4,3,115,78,13.0,8.85
Ishwar Pandey,Rajasthan Royals,3,1,52,54,9.0,5.78
Ishwar Pandey,Royal Challengers Bangalore,3,3,82,60,10.0,8.2
Ishwar Pandey,Sunrisers Hyderabad,2,1,48,36,6.0,8.0
Isuru Udana,Chennai Super Kings,1,1,30,24,4.0,7.5
Isuru Udana,Delhi Capitals,2,1,64,36,6.0,10.67
Isuru Udana,Kolkata Knight Riders,2,1,25,18,3.0,8.33
Isuru Udana,Mumbai Indians,1,2,45,24,4.0,11.25
Isuru Udana,Punjab Kings,1,0,14,12,2.0,7.0
Isuru Udana,Rajasthan Royals,2,2,84,42,7.0,12.0
Isuru Udana,Sunrisers Hyderabad,1,1,20,18,3.0,6.67
JP Duminy,Chennai Super Kings,4,1,71,66,11.0,6.45
JP Duminy,Delhi Capitals,4,1,73,57,9.3,7.85
JP Duminy,Gujarat Lions,2,1,18,18,3.0,6.0
JP Duminy,Kolkata Knight Riders,7,1,121,69,11.3,10.71
JP Duminy,Mumbai Indians,5,2,69,66,11.0,6.27
JP Duminy,Pune Warriors India,4,1,90,60,10.0,9.0
JP Duminy,Punjab Kings,10,10,178,174,29.0,6.14
JP Duminy,Rajasthan Royals,3,1,55,48,8.0,6.88
JP Duminy,Rising Pune Supergiant,1,0,9,6,1.0,9.0
JP Duminy,Royal Challengers Bangalore,4,0,70,54,9.0,7.78
JP Duminy,Sunrisers Hyderabad,5,5,80,60,10.0,8.0
Jacob Oram,Deccan Chargers,2,0,41,30,5.0,8.2
Jacob Oram,Delhi Capitals,1,0,14,6,1.0,14.0
Jacob Oram,Kochi Tuskers Kerala,1,1,32,12,2.0,16.0
Jacob Oram,Kolkata Knight Riders,1,3,32,24,4.0,8.0
Jacob Oram,Mumbai Indians,2,1,83,48,8.0,10.38
Jacob Oram,Punjab Kings,1,0,37,24,4.0,9.25
Jacob Oram,Rajasthan Royals,2,2,35,30,5.0,7.0
Jacob Oram,Royal Challengers Bangalore,4,2,75,63,10.3,7.28
Jacques Kallis,Chennai Super Kings,15,10,388,294,49.0,7.92
Jacques Kallis,Deccan Chargers,10,4,208,158,26.2,7.94
Jacques Kallis,Delhi Capitals,14,11,354,270,45.0,7.87
Jacques Kallis,Kochi Tuskers Kerala,1,0,21,18,3.0,7.0
Jacques Kallis,Kolkata Knight Riders,4,3,153,90,15.0,10.2
Jacques Kallis,Mumbai Indians,11,7,324,228,38.0,8.53
Jacques Kallis,Pune Warriors India,4,4,109,72,12.0,9.08
Jacques Kallis,Punjab Kings,11,9,329,240,40.0,8.22
Jacques Kallis,Rajasthan Royals,11,5,254,216,36.0,7.06
Jacques Kallis,Royal Challengers Bangalore,6,9,127,126,21.0,6.05
Jacques Kallis,Sunrisers Hyderabad,2,3,26,30,5.0,5.2
Jagadeesha Suchith,Chennai Super Kings,4,4,100,72,12.0,8.33
Jagadeesha Suchith,Delhi Capitals,1,1,24,18,3.0,8.0
Jagadeesha Suchith,Kolkata Knight Riders,2,1,54,24,4.0,13.5
Jagadeesha Suchith,Punjab Kings,2,2,74,48,8.0,9.25
Jagadeesha Suchith,Rajasthan Royals,2,1,70,48,8.0,8.75
Jagadeesha Suchith,Royal Challengers Bangalore,1,0,35,18,3.0,11.67
Jagadeesha Suchith,Sunrisers Hyderabad,2,3,39,42,7.0,5.57
James Faulkner,Chennai Super Kings,6,6,184,136,22.4,8.21
James Faulkner,Delhi Capitals,10,10,262,171,28.3,9.26
James Faulkner,Kolkata Knight Riders,5,5,137,108,18.0,7.61
James Faulkner,Mumbai Indians,8,9,288,180,30.0,9.6
James Faulkner,Pune Warriors India,3,4,83,72,12.0,6.92
James Faulkner,Punjab Kings,9,8,319,195,32.3,9.88
James Faulkner,Rajasthan Royals,1,2,41,24,4.0,10.25
James Faulkner,Rising Pune Supergiant,3,0,67,41,6.5,10.31
James Faulkner,Royal Challengers Bangalore,7,3,205,138,23.0,8.91
James Faulkner,Sunrisers Hyderabad,8,12,192,162,27.0,7.11
James Franklin,Chennai Super Kings,3,3,38,24,4.0,9.5
James Franklin,Deccan Chargers,1,2,18,18,3.0,6.0
James Franklin,Delhi Capitals,1,0,9,6,1.0,9.0
James Franklin,Kolkata Knight Riders,2,2,45,30,5.0,9.0
James Franklin,Pune Warriors India,3,1,64,42,7.0,9.14
James Franklin,Punjab Kings,1,1,5,6,1.0,5.0
James Franklin,Rajasthan Royals,3,0,32,19,3.1,10.32
James Franklin,Royal Challengers Bangalore,1,0,9,6,1.0,9.0
James Hopes,Chennai Super Kings,4,1,125,72,12.0,10.42
James Hopes,Deccan Chargers,2,2,65,42,7.0,9.29
James Hopes,Delhi Capitals,1,2,2,6,1.0,2.0
James Hopes,Kolkata Knight Riders,3,2,83,54,9.0,9.22
James Hopes,Mumbai Indians,2,1,58,36,6.0,9.67
James Hopes,Pune Warriors India,1,1,26,24,4.0,6.5
James Hopes,Punjab Kings,2,1,70,42,7.0,10.0
James Hopes,Rajasthan Royals,2,3,62,42,7.0,8.86
James Hopes,Royal Challengers Bangalore,3,1,57,42,7.0,8.14
James Neesham,Chennai Super Kings,2,1,55,42,7.0,7.86
James Neesham,Delhi Capitals,1,1,17,12,2.0,8.5
James Neesham,Kolkata Knight Riders,1,0,26,12,2.0,13.0
James Neesham,Mumbai Indians,1,0,52,24,4.0,13.0
James Neesham,Punjab Kings,1,0,14,6,1.0,14.0
James Neesham,Rajasthan Royals,1,1,40,24,4.0,10.0
James Neesham,Royal Challengers Bangalore,2,0,35,24,4.0,8.75
James Pattinson,Chennai Super Kings,1,1,27,24,4.0,6.75
James Pattinson,Delhi Capitals,1,0,37,18,3.0,12.33
James Pattinson,Kolkata Knight Riders,1,2,25,24,4.0,6.25
James Pattinson,Punjab Kings,1,2,28,24,4.0,7.0
James Pattinson,Rajasthan Royals,2,4,59,39,6.3,9.37
James Pattinson,Royal Challengers Bangalore,2,0,86,42,7.0,12.29
James Pattinson,Sunrisers Hyderabad,2,2,58,42,7.0,8.29
Jaskaran Singh,Chennai Super Kings,1,0,16,6,1.0,16.0
Jaskaran Singh,Kolkata Knight Riders,2,3,53,42,7.0,7.57
Jaskaran Singh,Mumbai Indians,2,2,58,30,5.0,11.6
Jaskaran Singh,Punjab Kings,1,1,12,6,1.0,12.0
Jaskaran Singh,Royal Challengers Bangalore,1,0,32,18,3.0,10.67
Jason Behrendorff,Chennai Super Kings,1,2,22,24,4.0,5.5
Jason Behrendorff,Punjab Kings,1,1,35,24,4.0,8.75
Jason Behrendorff,Rajasthan Royals,1,0,31,18,3.0,10.33
Jason Behrendorff,Royal Challengers Bangalore,1,1,49,24,4.0,12.25
Jason Behrendorff,Sunrisers Hyderabad,1,1,28,24,4.0,7.0
Jason Holder,Delhi Capitals,4,2,170,96,16.0,10.62
Jason Holder,Gujarat Lions,1,0,14,12,2.0,7.0
Jason Holder,Kolkata Knight Riders,1,1,35,18,3.0,11.67
Jason Holder,Mumbai Indians,1,2,25,24,4.0,6.25
Jason Holder,Punjab Kings,1,2,27,24,4.0,6.75
Jason Holder,Rajasthan Royals,3,5,83,72,12.0,6.92
Jason Holder,Royal Challengers Bangalore,3,5,72,54,9.0,8.0
Jason Holder,Sunrisers Hyderabad,4,2,113,84,14.0,8.07
Jasprit Bumrah,Chennai Super Kings,10,8,285,232,38.4,7.42
Jasprit Bumrah,Delhi Capitals,15,18,410,336,56.0,7.32
Jasprit Bumrah,Gujarat Lions,4,5,151,96,16.0,9.44
Jasprit Bumrah,Kolkata Knight Riders,12,12,353,264,44.0,8.02
Jasprit Bumrah,Punjab Kings,12,17,286,274,45.4,6.3
Jasprit Bumrah,Rajasthan Royals,8,11,217,180,30.0,7.23
Jasprit Bumrah,Rising Pune Supergiant,6,7,176,138,23.0,7.65
Jasprit Bumrah,Royal Challengers Bangalore,15,19,438,348,58.0,7.55
Jasprit Bumrah,Sunrisers Hyderabad,10,12,271,224,37.2,7.28
Javon Searles,Punjab Kings,1,1,52,24,4.0,13.0
Javon Searles,Rajasthan Royals,1,0,13,6,1.0,13.0
Javon Searles,Sunrisers Hyderabad,1,1,24,12,2.0,12.0
Jayant Yadav,Chennai Super Kings,2,2,33,30,5.0,6.6
Jayant Yadav,Delhi Capitals,3,1,68,66,11.0,6.18
Jayant Yadav,Punjab Kings,1,1,23,24,4.0,5.75
Jayant Yadav,Rising Pune Supergiant,1,0,25,24,4.0,6.25
Jayant Yadav,Royal Challengers Bangalore,2,0,10,12,2.0,5.0
Jayant Yadav,Sunrisers Hyderabad,5,2,130,108,18.0,7.22
Jaydev Unadkat,Chennai Super Kings,9,5,300,178,29.4,10.2
Jaydev Unadkat,Deccan Chargers,1,2,36,24,4.0,9.0
Jaydev Unadkat,Delhi Capitals,8,16,240,170,28.2,8.51
Jaydev Unadkat,Gujarat Lions,1,3,29,23,3.5,8.29
Jaydev Unadkat,Kochi Tuskers Kerala,1,2,25,24,4.0,6.25
Jaydev Unadkat,Kolkata Knight Riders,10,6,294,198,33.0,8.91
Jaydev Unadkat,Mumbai Indians,13,14,420,294,49.0,8.57
Jaydev Unadkat,Pune Warriors India,1,2,37,24,4.0,9.25
Jaydev Unadkat,Punjab Kings,11,6,328,218,36.2,9.06
Jaydev Unadkat,Rajasthan Royals,5,4,154,105,17.3,8.9
Jaydev Unadkat,Royal Challengers Bangalore,9,7,246,164,27.2,9.04
Jaydev Unadkat,Sunrisers Hyderabad,10,14,311,222,37.0,8.41
Jeevan Mendis,Mumbai Indians,1,0,20,12,2.0,10.0
Jeevan Mendis,Sunrisers Hyderabad,1,1,16,18,3.0,5.33
Jerome Taylor,Chennai Super Kings,2,3,57,48,8.0,7.12
Jerome Taylor,Mumbai Indians,1,2,34,24,4.0,8.5
Jerome Taylor,Rajasthan Royals,1,0,22,21,3.3,6.67
Jerome Taylor,Royal Challengers Bangalore,1,1,44,24,4.0,11.0
Jesse Ryder,Chennai Super Kings,1,1,21,12,2.0,10.5
Jesse Ryder,Deccan Chargers,1,1,29,18,3.0,9.67
Jesse Ryder,Delhi Capitals,2,1,52,26,4.2,12.38
Jesse Ryder,Kochi Tuskers Kerala,1,1,8,12,2.0,4.0
Jesse Ryder,Kolkata Knight Riders,1,0,25,24,4.0,6.25
Jesse Ryder,Mumbai Indians,2,0,26,18,3.0,8.67
Jesse Ryder,Punjab Kings,5,2,93,84,14.0,6.64
Jesse Ryder,Rajasthan Royals,2,2,29,30,5.0,5.8
Jesse Ryder,Royal Challengers Bangalore,1,0,20,12,2.0,10.0
Jofra Archer,Chennai Super Kings,5,7,124,120,20.0,6.2
Jofra Archer,Delhi Capitals,4,7,105,91,15.1,6.95
Jofra Archer,Kolkata Knight Riders,6,5,155,138,23.0,6.74
Jofra Archer,Mumbai Indians,6,12,163,145,24.1,6.76
Jofra Archer,Punjab Kings,6,7,178,143,23.5,7.57
Jofra Archer,Royal Challengers Bangalore,4,2,140,94,15.4,9.09
Jofra Archer,Sunrisers Hyderabad,4,6,114,96,16.0,7.12
Joginder Sharma,Deccan Chargers,2,0,59,24,4.0,14.75
Joginder Sharma,Delhi Capitals,3,2,86,48,8.0,10.75
Joginder Sharma,Kolkata Knight Riders,1,1,32,24,4.0,8.0
Joginder Sharma,Mumbai Indians,5,5,135,96,16.0,8.44
Joginder Sharma,Punjab Kings,1,1,47,24,4.0,11.75
Joginder Sharma,Rajasthan Royals,1,0,23,12,2.0,11.5
Joginder Sharma,Royal Challengers Bangalore,2,3,37,28,4.4,8.41
Johan Botha,Chennai Super Kings,4,2,91,84,14.0,6.5
Johan Botha,Deccan Chargers,3,1,90,72,12.0,7.5
Johan Botha,Delhi Capitals,3,1,73,54,9.0,8.11
Johan Botha,Kochi Tuskers Kerala,1,1,19,24,4.0,4.75
Johan Botha,Kolkata Knight Riders,5,5,110,106,17.4,6.32
Johan Botha,Mumbai Indians,4,3,84,66,11.0,7.64
Johan Botha,Pune Warriors India,3,4,73,72,12.0,6.08
Johan Botha,Punjab Kings,4,3,89,78,13.0,6.85
Johan Botha,Rajasthan Royals,1,0,19,6,1.0,19.0
Johan Botha,Royal Challengers Bangalore,2,1,72,48,8.0,9.0
Johan Botha,Sunrisers Hyderabad,4,4,80,84,14.0,5.71
Johan van der Wath,Chennai Super Kings,1,2,49,24,4.0,12.25
Johan van der Wath,Deccan Chargers,1,1,30,24,4.0,7.5
Johan van der Wath,Punjab Kings,1,0,50,24,4.0,12.5
John Hastings,Delhi Capitals,1,2,6,16,2.4,2.5
John Hastings,Mumbai Indians,1,0,31,24,4.0,7.75
John Hastings,Sunrisers Hyderabad,1,1,29,18,3.0,9.67
Josh Hazlewood,Delhi Capitals,1,0,28,24,4.0,7.0
Josh Hazlewood,Mumbai Indians,1,0,17,12,2.0,8.5
Josh Hazlewood,Rajasthan Royals,1,1,19,24,4.0,4.75
Juan Theron,Chennai Super Kings,2,3,60,48,8.0,7.5
Juan Theron,Deccan Chargers,1,1,32,24,4.0,8.0
Juan Theron,Delhi Capitals,1,1,11,12,2.0,5.5
Juan Theron,Kolkata Knight Riders,1,1,36,24,4.0,9.0
Juan Theron,Mumbai Indians,1,1,40,24,4.0,10.0
Juan Theron,Pune Warriors India,1,2,37,24,4.0,9.25
Juan Theron,Punjab Kings,1,0,29,24,4.0,7.25
Juan Theron,Rajasthan Royals,2,0,48,36,6.0,8.0
Junior Dala,Royal Challengers Bangalore,1,0,34,18,3.0,11.33
Justin Kemp,Deccan Chargers,1,0,15,13,2.1,7.14
Justin Kemp,Delhi Capitals,1,0,14,6,1.0,14.0
Justin Kemp,Kolkata Knight Riders,1,3,12,18,3.0,4.0
Justin Kemp,Punjab Kings,2,0,13,7,1.1,11.82
K P Appanna,Deccan Chargers,1,0,27,18,3.0,9.0
K P Appanna,Delhi Capitals,2,2,48,48,8.0,6.0
K P Appanna,Kolkata Knight Riders,3,1,67,42,7.0,9.57
K P Appanna,Mumbai Indians,2,0,32,18,3.0,10.67
K P Appanna,Pune Warriors India,2,1,53,36,6.0,8.83
K P Appanna,Punjab Kings,2,1,40,30,5.0,8.0
K P Appanna,Rajasthan Royals,1,4,19,24,4.0,4.75
KC Cariappa,Delhi Capitals,2,2,60,42,7.0,8.57
KC Cariappa,Gujarat Lions,2,2,39,42,7.0,5.57
KC Cariappa,Mumbai Indians,1,0,36,24,4.0,9.0
KC Cariappa,Royal Challengers Bangalore,3,3,99,48,8.0,12.38
KC Cariappa,Sunrisers Hyderabad,3,1,114,60,10.0,11.4
KM Asif,Delhi Capitals,1,2,43,18,3.0,14.33
KM Asif,Kolkata Knight Riders,1,1,32,18,3.0,10.67
Kagiso Rabada,Chennai Super Kings,3,5,85,70,11.4,7.46
Kagiso Rabada,Gujarat Lions,1,2,28,24,4.0,7.0
Kagiso Rabada,Kolkata Knight Riders,5,8,187,116,19.2,9.74
Kagiso Rabada,Mumbai Indians,8,9,253,180,30.0,8.43
Kagiso Rabada,Punjab Kings,5,8,128,108,18.0,7.11
Kagiso Rabada,Rajasthan Royals,3,6,99,71,11.5,8.61
Kagiso Rabada,Royal Challengers Bangalore,4,12,106,96,16.0,6.62
Kagiso Rabada,Sunrisers Hyderabad,6,11,217,140,23.2,9.35
Kamlesh Nagarkoti,Chennai Super Kings,2,1,55,36,6.0,9.17
Kamlesh Nagarkoti,Delhi Capitals,2,1,46,30,5.0,9.2
Kamlesh Nagarkoti,Punjab Kings,1,0,40,18,3.0,13.33
Kamlesh Nagarkoti,Rajasthan Royals,2,3,37,36,6.0,6.17
Kamlesh Nagarkoti,Royal Challengers Bangalore,1,0,36,24,4.0,9.0
