bowler,season,match,wickets,bowler's_runs,valid_ball,overs_bowled,economy,best,4W Hall,5W Hall
Sohail Tanvir,2008,11,22,266,247,41.1,6.47,6/ 14,1,1
Shane Warne,2008,15,19,404,312,52.0,7.77,3/ 19,0,0
S Sreesanth,2008,15,19,442,307,51.1,8.65,3/ 29,0,0
Shane Watson,2008,15,17,383,325,54.1,7.08,3/ 10,0,0
Manpreet Gony,2008,16,17,443,360,60.0,7.37,3/ 34,0,0
Albie Morkel,2008,13,17,399,288,48.0,8.31,4/ 32,1,0
Piyush Chawla,2008,15,17,389,281,46.5,8.37,3/ 25,0,0
Yo Mahesh,2008,11,16,370,253,42.1,8.79,4/ 36,1,0
Irfan Pathan,2008,14,15,350,318,53.0,6.6,2/ 18,0,0
Farveez Maharoof,2008,10,15,249,216,36.0,6.92,3/ 34,0,0
RP Singh,2008,14,15,442,308,51.2,8.63,3/ 35,0,0
Munaf Patel,2008,15,14,420,330,55.0,7.64,3/ 17,0,0
Siddharth Trivedi,2008,15,13,399,288,48.0,8.31,2/ 25,0,0
Zaheer Khan,2008,11,13,357,252,42.0,8.5,3/ 38,0,0
Glenn McGrath,2008,14,12,357,324,54.0,6.61,4/ 29,1,0
Ashish Nehra,2008,14,12,348,269,44.5,7.82,3/ 13,0,0
Umar Gul,2008,6,12,184,135,22.3,8.25,4/ 23,1,0
Shaun Pollock,2008,13,11,301,276,46.0,6.54,3/ 12,0,0
Muttiah Muralitharan,2008,15,11,404,348,58.0,6.97,2/ 39,0,0
Amit Mishra,2008,6,11,138,119,19.5,7.08,5/ 17,0,1
Pragyan Ojha,2008,12,11,289,221,36.5,7.92,2/ 18,0,0
Dhawal Kulkarni,2008,10,11,236,177,29.3,8.05,3/ 33,0,0
Dwayne Bravo,2008,9,11,232,171,28.3,8.2,3/ 24,0,0
Praveen Kumar,2008,13,11,366,268,44.4,8.24,3/ 23,0,0
Lakshmipathy Balaji,2008,9,11,286,198,33.0,8.67,5/ 24,0,1
Vikram Singh,2008,13,11,420,288,48.0,8.75,3/ 29,0,0
Dale Steyn,2008,10,10,252,228,38.0,6.63,3/ 27,0,0
Dilhara Fernando,2008,5,10,160,120,20.0,8.0,4/ 18,1,0
Ashoke Dinda,2008,12,9,260,234,39.0,6.67,3/ 33,0,0
Shahid Afridi,2008,10,9,225,180,30.0,7.5,3/ 28,0,0
Ajit Agarkar,2008,9,8,207,156,26.0,7.96,3/ 25,0,0
Yusuf Pathan,2008,13,8,230,169,28.1,8.19,3/ 22,0,0
Mohammad Asif,2008,8,8,296,192,32.0,9.25,2/ 19,0,0
Joginder Sharma,2008,7,8,239,148,24.4,9.8,2/ 27,0,0
Makhaya Ntini,2008,9,7,242,210,35.0,6.91,4/ 21,1,0
Ishant Sharma,2008,13,7,329,253,42.1,7.81,1/ 7,0,0
Anil Kumble,2008,10,7,304,230,38.2,7.96,3/ 14,0,0
James Hopes,2008,11,7,276,168,28.0,9.86,2/ 2,0,0
Palani Amarnath,2008,6,7,236,132,22.0,10.73,2/ 29,0,0
Sourav Ganguly,2008,7,6,128,120,20.0,6.4,2/ 21,0,0
Rajat Bhatia,2008,9,6,183,132,22.0,8.32,2/ 17,0,0
Laxmi Shukla,2008,9,6,124,72,12.0,10.33,3/ 6,0,0
Dwayne Smith,2008,4,5,83,66,11.0,7.55,3/ 26,0,0
Shoaib Akhtar,2008,3,5,54,42,7.0,7.71,4/ 11,1,0
Vinay Kumar,2008,8,5,182,138,23.0,7.91,3/ 27,0,0
Harbhajan Singh,2008,3,5,82,60,10.0,8.2,3/ 32,0,0
Rohan Raje,2008,6,5,137,98,16.2,8.46,2/ 16,0,0
Chaminda Vaas,2008,5,5,145,102,17.0,8.53,2/ 9,0,0
Pradeep Sangwan,2008,7,5,215,144,24.0,8.96,2/ 29,0,0
Brett Lee,2008,4,4,112,96,16.0,7.0,1/ 9,0,0
Sanath Jayasuriya,2008,8,4,159,126,21.0,7.57,3/ 14,0,0
Paidikalva Vijaykumar,2008,9,4,199,152,25.2,7.9,1/ 17,0,0
Sanjay Bangar,2008,9,4,219,150,25.0,8.76,2/ 34,0,0
Jacques Kallis,2008,11,4,311,206,34.2,9.09,2/ 39,0,0
Dominic Thornely,2008,4,3,40,42,7.0,5.71,2/ 7,0,0
Scott Styris,2008,8,3,199,162,27.0,7.37,1/ 24,0,0
Ramesh Powar,2008,5,3,91,72,12.0,7.58,2/ 22,0,0
Murali Kartik,2008,5,3,127,88,14.4,8.82,3/ 17,0,0
Yuvraj Singh,2008,6,3,83,54,9.0,9.22,2/ 12,0,0
Jacob Oram,2008,4,3,149,96,16.0,9.31,3/ 32,0,0
Gagandeep Singh,2008,4,3,141,84,14.0,10.07,1/ 33,0,0
Virender Sehwag,2008,7,3,133,66,11.0,12.09,1/ 2,0,0
Daniel Vettori,2008,2,2,54,48,8.0,6.75,1/ 19,0,0
Mohammad Hafeez,2008,4,2,68,60,10.0,6.8,1/ 8,0,0
Dimitri Mascarenhas,2008,1,2,29,24,4.0,7.25,2/ 29,0,0
Balachandra Akhil,2008,6,2,134,104,17.2,7.79,2/ 17,0,0
Virat Kohli,2008,4,2,61,46,7.4,8.24,2/ 25,0,0
Nuwan Zoysa,2008,3,2,99,66,11.0,9.0,1/ 30,0,0
Venugopal Rao,2008,7,2,137,84,14.0,9.79,2/ 25,0,0
Siddharth Chitnis,2008,2,2,60,36,6.0,10.0,2/ 40,0,0
David Hussey,2008,5,2,130,78,13.0,10.0,1/ 23,0,0
Musavir Khote,2008,2,2,51,30,5.0,10.2,2/ 29,0,0
Shoaib Malik,2008,5,2,85,51,8.3,10.24,1/ 6,0,0
Doddapaneni Kalyankrishna,2008,3,2,87,48,8.0,10.88,1/ 30,0,0
Tillakaratne Dilshan,2008,1,1,3,6,1.0,3.0,1/ 3,0,0
Ajantha Mendis,2008,1,1,24,24,4.0,6.0,1/ 24,0,0
Rohit Sharma,2008,1,1,25,24,4.0,6.25,1/ 25,0,0
Sarvesh Kumar,2008,2,1,42,30,5.0,8.4,1/ 18,0,0
Sunil Joshi,2008,4,1,82,55,9.1,9.01,1/ 27,0,0
Suresh Raina,2008,2,1,30,20,3.2,9.38,1/ 20,0,0
Dwaraka Ravi Teja,2008,1,1,19,12,2.0,9.5,1/ 19,0,0
Abhishek Nayar,2008,5,1,68,42,7.0,9.71,1/ 18,0,0
Ashley Noffke,2008,1,1,40,24,4.0,10.0,1/ 40,0,0
André Nel,2008,1,1,31,18,3.0,10.33,1/ 31,0,0
Dinesh Salunkhe,2008,5,1,78,47,7.5,10.4,1/ 21,0,0
Vidyut Sivaramakrishnan,2008,1,1,22,12,2.0,11.0,1/ 22,0,0
Brett Geeves,2008,2,1,91,48,8.0,11.38,1/ 50,0,0
Wilkin Mota,2008,2,1,36,18,3.0,12.0,1/ 24,0,0
Iqbal Abdulla,2008,1,0,22,18,3.0,7.33,0/ 22,0,0
Ravindra Jadeja,2008,2,0,21,13,2.1,10.0,0/ 0,0,0
Pankaj Singh,2008,5,0,129,72,12.0,10.75,0/ 12,0,0
Vikrant Yeligati,2008,2,0,59,30,5.0,11.8,0/ 16,0,0
Karan Goel,2008,1,0,25,12,2.0,12.5,0/ 25,0,0
Abdur Razzak,2008,1,0,29,12,2.0,14.5,0/ 29,0,0
Andrew Symonds,2008,3,0,101,41,6.5,15.54,0/ 20,0,0
Chamara Kapugedera,2008,3,0,49,17,2.5,19.6,0/ 8,0,0
Chamara Silva,2008,1,0,21,6,1.0,21.0,0/ 21,0,0
Cameron White,2008,1,0,24,6,1.0,24.0,0/ 24,0,0
RP Singh,2009,16,23,417,358,59.4,7.02,4/ 22,1,0
Anil Kumble,2009,16,21,347,355,59.1,5.87,5/ 5,1,1
Ashish Nehra,2009,13,19,346,306,51.0,6.78,3/ 27,0,0
Lasith Malinga,2009,13,18,312,297,49.3,6.33,3/ 11,0,0
Pragyan Ojha,2009,15,18,348,321,53.3,6.53,3/ 21,0,0
Irfan Pathan,2009,14,17,390,302,50.2,7.77,3/ 35,0,0
Munaf Patel,2009,11,16,241,209,34.5,6.99,2/ 14,0,0
Dirk Nannes,2009,13,15,372,297,49.3,7.55,3/ 27,0,0
Pradeep Sangwan,2009,13,15,360,280,46.4,7.76,3/ 18,0,0
Muttiah Muralitharan,2009,13,14,261,300,50.0,5.22,3/ 11,0,0
Amit Mishra,2009,11,14,294,253,42.1,6.98,3/ 14,0,0
Shane Warne,2009,13,14,365,300,50.0,7.3,3/ 24,0,0
Yusuf Abdulla,2009,9,14,241,168,28.0,8.61,4/ 31,2,0
Shadab Jakati,2009,8,13,217,174,29.0,7.48,4/ 22,2,0
Praveen Kumar,2009,13,13,394,298,49.4,7.98,3/ 30,0,0
Albie Morkel,2009,12,13,328,240,40.0,8.2,2/ 13,0,0
Lakshmipathy Balaji,2009,13,13,316,224,37.2,8.49,4/ 21,1,0
Harbhajan Singh,2009,13,12,256,264,44.0,5.82,4/ 17,1,0
Piyush Chawla,2009,14,12,308,269,44.5,6.92,2/ 22,0,0
Anureet Singh,2009,7,11,142,135,22.3,6.37,4/ 19,1,0
Ishant Sharma,2009,11,11,297,258,43.0,6.91,2/ 15,0,0
Rohit Sharma,2009,12,11,161,138,23.0,7.0,4/ 6,1,0
Dwayne Bravo,2009,11,11,259,199,33.1,7.82,3/ 34,0,0
Rajat Bhatia,2009,7,10,146,130,21.4,6.82,4/ 15,1,0
Roelof van der Merwe,2009,10,9,248,204,34.0,7.29,2/ 22,0,0
Vinay Kumar,2009,11,9,271,194,32.2,8.42,2/ 30,0,0
Suresh Raina,2009,10,7,164,166,27.4,5.99,2/ 17,0,0
Andrew Symonds,2009,8,7,160,144,24.0,6.67,2/ 18,0,0
Yusuf Pathan,2009,11,7,243,210,35.0,6.94,3/ 34,0,0
Daniel Vettori,2009,7,7,181,139,23.1,7.84,3/ 15,0,0
Brad Hodge,2009,9,7,161,120,20.0,8.05,3/ 29,0,0
Sanath Jayasuriya,2009,9,7,163,114,19.0,8.58,2/ 3,0,0
Ravindra Jadeja,2009,10,6,151,140,23.2,6.51,3/ 15,0,0
Zaheer Khan,2009,6,6,142,126,21.0,6.76,3/ 31,0,0
Dimitri Mascarenhas,2009,5,6,132,116,19.2,6.88,3/ 20,0,0
Yuvraj Singh,2009,9,6,142,120,20.0,7.1,3/ 13,0,0
Kamran Khan,2009,5,6,124,106,17.4,7.13,3/ 18,0,0
Ryan Harris,2009,8,6,230,186,31.0,7.42,3/ 27,0,0
Siddharth Trivedi,2009,7,6,152,120,20.0,7.6,2/ 19,0,0
Jacques Kallis,2009,14,6,353,276,46.0,7.67,2/ 18,0,0
S Sreesanth,2009,7,6,192,138,23.0,8.35,2/ 20,0,0
Ajit Agarkar,2009,11,6,284,186,31.0,9.16,2/ 15,0,0
Brett Lee,2009,5,5,111,120,20.0,5.55,3/ 15,0,0
Ramesh Powar,2009,8,5,132,126,21.0,6.29,2/ 11,0,0
Fidel Edwards,2009,6,5,154,140,23.2,6.64,2/ 27,0,0
Sudeep Tyagi,2009,8,5,136,114,19.0,7.16,2/ 18,0,0
Tirumalasetti Suman,2009,5,5,108,90,15.0,7.2,2/ 14,0,0
Dhawal Kulkarni,2009,8,5,206,156,26.0,7.92,1/ 21,0,0
Scott Styris,2009,2,5,64,48,8.0,8.0,3/ 32,0,0
Jacob Oram,2009,7,5,133,93,15.3,8.69,2/ 12,0,0
Shoaib Ahmed,2009,7,5,152,102,17.0,8.94,2/ 20,0,0
Manpreet Gony,2009,7,5,172,102,17.0,10.12,2/ 32,0,0
JP Duminy,2009,6,4,93,105,17.3,5.38,2/ 15,0,0
Murali Kartik,2009,10,4,201,204,34.0,5.91,2/ 28,0,0
Farveez Maharoof,2009,3,4,65,60,10.0,6.5,2/ 27,0,0
Kevin Pietersen,2009,4,4,85,78,13.0,6.54,2/ 31,0,0
Abhishek Nayar,2009,4,4,84,72,12.0,7.0,3/ 13,0,0
Balachandra Akhil,2009,5,4,80,66,11.0,7.27,2/ 18,0,0
Aavishkar Salvi,2009,5,4,134,102,17.0,7.88,2/ 19,0,0
Dillon du Preez,2009,2,4,56,42,7.0,8.0,3/ 32,0,0
Ashoke Dinda,2009,8,4,193,144,24.0,8.04,1/ 24,0,0
Venugopal Rao,2009,6,4,122,90,15.0,8.13,2/ 23,0,0
Chaminda Vaas,2009,2,4,71,48,8.0,8.88,2/ 19,0,0
Charl Langeveldt,2009,1,3,15,24,4.0,3.75,3/ 15,0,0
Johan Botha,2009,3,3,74,72,12.0,6.17,2/ 19,0,0
Jesse Ryder,2009,5,3,115,102,17.0,6.76,2/ 14,0,0
Wilkin Mota,2009,5,3,61,54,9.0,6.78,1/ 6,0,0
Laxmi Shukla,2009,5,3,100,84,14.0,7.14,3/ 25,0,0
Shane Harwood,2009,3,3,73,60,10.0,7.3,2/ 25,0,0
Ajantha Mendis,2009,4,3,117,96,16.0,7.31,2/ 19,0,0
Thilan Thushara,2009,2,3,60,48,8.0,7.5,2/ 28,0,0
Harmeet Singh,2009,7,3,192,137,22.5,8.53,2/ 23,0,0
Ravichandran Ashwin,2009,1,2,13,24,4.0,3.25,2/ 13,0,0
Dale Steyn,2009,3,2,62,54,9.0,6.89,1/ 21,0,0
Chetanya Nanda,2009,3,2,57,48,8.0,7.12,1/ 4,0,0
K P Appanna,2009,5,2,87,72,12.0,7.25,1/ 24,0,0
Sourav Ganguly,2009,6,2,97,72,12.0,8.08,2/ 24,0,0
Joginder Sharma,2009,4,2,57,42,7.0,8.14,1/ 10,0,0
Vikramjeet Malik,2009,5,2,98,72,12.0,8.17,1/ 12,0,0
Moises Henriques,2009,4,2,107,73,12.1,8.84,1/ 32,0,0
Pankaj Singh,2009,3,2,65,42,7.0,9.29,2/ 31,0,0
Andrew Flintoff,2009,3,2,105,66,11.0,9.55,1/ 11,0,0
Yogesh Nagar,2009,1,2,20,12,2.0,10.0,2/ 20,0,0
Ajinkya Rahane,2009,1,1,5,6,1.0,5.0,1/ 5,0,0
Lee Carseldine,2009,1,1,6,6,1.0,6.0,1/ 6,0,0
Tyron Henderson,2009,2,1,40,36,6.0,6.67,1/ 30,0,0
Graham Napier,2009,1,1,27,24,4.0,6.75,1/ 27,0,0
Chris Gayle,2009,7,1,144,113,18.5,7.78,1/ 21,0,0
Soumya Sarkar,2009,2,1,34,25,4.1,8.29,1/ 15,0,0
Dwayne Smith,2009,8,1,124,84,14.0,8.86,1/ 25,0,0
Vikram Singh,2009,4,1,82,54,9.0,9.11,1/ 22,0,0
Rohan Raje,2009,4,1,72,41,6.5,11.08,1/ 25,0,0
Yo Mahesh,2009,1,1,25,12,2.0,12.5,1/ 25,0,0
Ravi Bopara,2009,2,0,5,8,1.2,4.17,0/ 1,0,0
Morne Morkel,2009,2,0,40,42,7.0,5.71,0/ 20,0,0
Tillakaratne Dilshan,2009,8,0,98,96,16.0,6.12,0/ 4,0,0
Andrew McDonald,2009,1,0,22,18,3.0,7.33,0/ 22,0,0
Karan Goel,2009,4,0,61,48,8.0,7.62,0/ 11,0,0
Virat Kohli,2009,3,0,46,36,6.0,7.67,0/ 9,0,0
David Hussey,2009,3,0,34,24,4.0,8.5,0/ 6,0,0
Abhishek Raut,2009,4,0,36,24,4.0,9.0,0/ 6,0,0
Sachin Tendulkar,2009,4,0,58,36,6.0,9.67,0/ 7,0,0
Abhimanyu Mithun,2009,1,0,42,24,4.0,10.5,0/ 42,0,0
Jaskaran Singh,2009,1,0,32,18,3.0,10.67,0/ 32,0,0
Manoj Tiwary,2009,1,0,11,6,1.0,11.0,0/ 11,0,0
Rahil Shaikh,2009,1,0,11,6,1.0,11.0,0/ 11,0,0
Ranadeb Bose,2009,1,0,24,12,2.0,12.0,0/ 24,0,0
Ross Taylor,2009,1,0,13,6,1.0,13.0,0/ 13,0,0
Angelo Mathews,2009,1,0,31,14,2.2,14.09,0/ 31,0,0
Mashrafe Mortaza,2009,1,0,58,24,4.0,14.5,0/ 58,0,0
Virender Sehwag,2009,1,0,25,6,1.0,25.0,0/ 25,0,0
Pragyan Ojha,2010,16,21,429,353,58.5,7.33,3/ 26,0,0
Anil Kumble,2010,16,17,407,380,63.2,6.44,4/ 16,1,0
Amit Mishra,2010,14,17,363,318,53.0,6.85,3/ 25,0,0
Harbhajan Singh,2010,14,17,377,321,53.3,7.07,3/ 31,0,0
Vinay Kumar,2010,14,16,396,277,46.1,8.59,4/ 40,1,0
Muttiah Muralitharan,2010,12,15,329,288,48.0,6.85,3/ 16,0,0
Dale Steyn,2010,15,15,406,354,59.0,6.88,3/ 18,0,0
Lasith Malinga,2010,13,15,344,294,49.0,7.02,4/ 22,1,0
Kieron Pollard,2010,12,15,274,222,37.0,7.41,3/ 17,0,0
Zaheer Khan,2010,14,15,376,290,48.2,7.8,3/ 21,0,0
Irfan Pathan,2010,14,15,426,278,46.2,9.22,3/ 24,0,0
Ryan Harris,2010,8,14,233,184,30.4,7.66,3/ 18,0,0
Ravichandran Ashwin,2010,12,13,293,288,48.0,6.1,3/ 16,0,0
Shadab Jakati,2010,11,13,291,228,38.0,7.66,2/ 17,0,0
Jacques Kallis,2010,16,13,476,342,57.0,8.35,2/ 3,0,0
RP Singh,2010,12,13,370,252,42.0,8.81,3/ 17,0,0
Doug Bollinger,2010,8,12,207,186,31.0,6.68,4/ 13,1,0
Andrew Symonds,2010,16,12,372,318,53.0,7.02,3/ 21,0,0
Piyush Chawla,2010,14,12,367,294,49.0,7.49,3/ 24,0,0
Siddharth Trivedi,2010,10,11,260,213,35.3,7.37,3/ 16,0,0
Shane Warne,2010,14,11,381,300,50.0,7.62,4/ 21,1,0
Albie Morkel,2010,14,11,405,286,47.4,8.54,2/ 23,0,0
Praveen Kumar,2010,12,10,380,270,45.0,8.44,3/ 18,0,0
Shaun Tait,2010,8,10,264,187,31.1,8.49,3/ 22,0,0
Chaminda Vaas,2010,6,9,139,132,22.0,6.32,3/ 21,0,0
Murali Kartik,2010,10,9,253,234,39.0,6.49,2/ 20,0,0
Ashoke Dinda,2010,7,9,152,139,23.1,6.58,2/ 15,0,0
Shane Bond,2010,8,9,224,186,31.0,7.23,2/ 24,0,0
Pradeep Sangwan,2010,8,9,258,186,31.0,8.32,3/ 22,0,0
Harmeet Singh,2010,8,8,174,144,24.0,7.25,2/ 24,0,0
Angelo Mathews,2010,12,8,314,225,37.3,8.42,4/ 19,1,0
Farveez Maharoof,2010,7,8,206,144,24.0,8.58,2/ 13,0,0
Dirk Nannes,2010,9,7,224,206,34.2,6.55,2/ 12,0,0
Dilhara Fernando,2010,5,7,138,114,19.0,7.26,2/ 23,0,0
Lakshmipathy Balaji,2010,7,7,207,140,23.2,8.92,2/ 9,0,0
Ishant Sharma,2010,7,7,236,150,25.0,9.44,2/ 33,0,0
Ashish Nehra,2010,4,6,96,84,14.0,6.86,3/ 26,0,0
Suresh Raina,2010,12,6,178,143,23.5,7.57,1/ 0,0,0
Umesh Yadav,2010,7,6,184,144,24.0,7.67,2/ 24,0,0
Juan Theron,2010,7,6,187,144,24.0,7.79,2/ 17,0,0
Shane Watson,2010,6,6,184,132,22.0,8.36,3/ 37,0,0
Shalabh Srivastava,2010,8,6,255,162,27.0,9.44,2/ 23,0,0
Jaskaran Singh,2010,6,6,139,84,14.0,9.93,2/ 18,0,0
Yuvraj Singh,2010,10,5,152,138,23.0,6.61,2/ 21,0,0
Paul Collingwood,2010,6,5,101,89,14.5,6.97,2/ 19,0,0
Thilan Thushara,2010,4,5,101,87,14.3,7.06,2/ 16,0,0
Yusuf Pathan,2010,11,5,246,204,34.0,7.24,2/ 9,0,0
Charl Langeveldt,2010,3,5,88,66,11.0,8.0,2/ 26,0,0
Rahul Sharma,2010,6,5,167,124,20.4,8.19,2/ 42,0,0
Ravi Bopara,2010,5,5,127,78,13.0,9.77,3/ 31,0,0
Andrew McDonald,2010,4,5,138,84,14.0,9.86,2/ 37,0,0
Aditya Dole,2010,3,5,112,66,11.0,10.18,2/ 36,0,0
Sumit Narwal,2010,5,5,185,94,15.4,12.01,3/ 36,0,0
Ryan McLaren,2010,10,4,270,204,34.0,7.94,2/ 28,0,0
Dimitri Mascarenhas,2010,2,4,65,48,8.0,8.12,2/ 31,0,0
Jaydev Unadkat,2010,3,4,85,62,10.2,8.33,3/ 26,0,0
Dwayne Bravo,2010,10,4,228,157,26.1,8.74,2/ 11,0,0
Ajit Agarkar,2010,7,4,203,132,22.0,9.23,2/ 32,0,0
Chris Gayle,2010,6,4,152,96,16.0,9.5,1/ 9,0,0
Sarabjit Ladda,2010,5,4,143,90,15.0,9.53,2/ 44,0,0
Virender Sehwag,2010,3,3,23,34,5.4,4.26,2/ 18,0,0
Ramesh Powar,2010,7,3,160,138,23.0,6.96,2/ 28,0,0
Justin Kemp,2010,5,3,54,44,7.2,7.5,3/ 12,0,0
Ali Murtuza,2010,3,3,91,72,12.0,7.58,2/ 18,0,0
Kevin Pietersen,2010,6,3,77,60,10.0,7.7,1/ 10,0,0
Rajat Bhatia,2010,5,3,132,96,16.0,8.25,1/ 24,0,0
Tillakaratne Dilshan,2010,4,3,70,49,8.1,8.64,1/ 7,0,0
Kamran Khan,2010,3,3,53,36,6.0,8.83,2/ 13,0,0
Laxmi Shukla,2010,4,3,106,72,12.0,8.83,1/ 30,0,0
Love Ablish,2010,2,3,36,24,4.0,9.0,2/ 17,0,0
Munaf Patel,2010,4,3,118,78,13.0,9.08,1/ 20,0,0
Bipul Sharma,2010,4,3,94,60,10.0,9.4,1/ 19,0,0
S Sreesanth,2010,6,3,191,114,19.0,10.05,2/ 24,0,0
Roelof van der Merwe,2010,1,2,27,24,4.0,6.75,2/ 27,0,0
Sanath Jayasuriya,2010,4,2,68,54,9.0,7.56,2/ 17,0,0
Rohit Sharma,2010,9,2,153,114,19.0,8.05,1/ 19,0,0
Brad Hodge,2010,4,2,41,30,5.0,8.2,1/ 4,0,0
Ajantha Mendis,2010,2,2,66,48,8.0,8.25,2/ 22,0,0
Daniel Vettori,2010,3,2,97,70,11.4,8.51,1/ 30,0,0
Mitchell Marsh,2010,3,2,88,60,10.0,8.8,1/ 19,0,0
Pankaj Singh,2010,2,2,81,48,8.0,10.12,2/ 27,0,0
Rajagopal Sathish,2010,4,2,81,48,8.0,10.12,1/ 11,0,0
Amit Uniyal,2010,2,2,66,36,6.0,11.0,2/ 41,0,0
Joginder Sharma,2010,3,2,89,48,8.0,11.12,1/ 23,0,0
Nayan Doshi,2010,1,1,17,24,4.0,4.25,1/ 17,0,0
JP Duminy,2010,2,1,37,33,5.3,6.98,1/ 15,0,0
K P Appanna,2010,2,1,51,42,7.0,7.29,1/ 24,0,0
Iqbal Abdulla,2010,3,1,61,51,8.3,7.35,1/ 28,0,0
Yo Mahesh,2010,1,1,23,18,3.0,7.67,1/ 23,0,0
Vikramjeet Malik,2010,3,1,62,43,7.1,8.73,1/ 23,0,0
Moises Henriques,2010,1,1,35,24,4.0,8.75,1/ 35,0,0
Yogesh Nagar,2010,1,1,28,18,3.0,9.33,1/ 28,0,0
Dhawal Kulkarni,2010,1,1,40,24,4.0,10.0,1/ 40,0,0
Yusuf Abdulla,2010,2,1,66,41,6.5,10.15,1/ 30,0,0
Sudeep Tyagi,2010,6,1,159,95,15.5,10.26,1/ 20,0,0
Dwayne Smith,2010,2,1,36,23,3.5,10.29,1/ 22,0,0
Manoj Tiwary,2010,1,1,11,6,1.0,11.0,1/ 11,0,0
Manpreet Gony,2010,3,1,92,48,8.0,11.5,1/ 33,0,0
Abhimanyu Mithun,2010,1,1,39,18,3.0,13.0,1/ 39,0,0
Shrikant Wagh,2010,1,1,16,6,1.0,16.0,1/ 16,0,0
Aaron Finch,2010,1,0,5,7,1.1,4.55,0/ 5,0,0
Balachandra Akhil,2010,1,0,6,6,1.0,6.0,0/ 6,0,0
Karan Goel,2010,1,0,7,6,1.0,7.0,0/ 7,0,0
Rohan Gavaskar,2010,1,0,8,6,1.0,8.0,0/ 8,0,0
David Hussey,2010,5,0,80,60,10.0,8.0,0/ 7,0,0
Adam Voges,2010,7,0,76,54,9.0,8.44,0/ 5,0,0
Stuart Binny,2010,1,0,9,6,1.0,9.0,0/ 9,0,0
Morne Morkel,2010,2,0,66,42,7.0,9.43,0/ 32,0,0
Virat Kohli,2010,4,0,50,32,5.2,9.62,0/ 1,0,0
Venugopal Rao,2010,1,0,10,6,1.0,10.0,0/ 10,0,0
Faiz Fazal,2010,2,0,20,12,2.0,10.0,0/ 6,0,0
Kemar Roach,2010,2,0,80,48,8.0,10.0,0/ 32,0,0
Brett Lee,2010,4,0,149,87,14.3,10.42,0/ 24,0,0
Sourav Ganguly,2010,3,0,43,24,4.0,10.75,0/ 12,0,0
Mohnsinh Parmar,2010,1,0,33,18,3.0,11.0,0/ 33,0,0
Abhishek Jhunjhunwala,2010,5,0,69,37,6.1,11.31,0/ 2,0,0
Sridharan Sriram,2010,1,0,24,12,2.0,12.0,0/ 24,0,0
Tirumalasetti Suman,2010,2,0,24,12,2.0,12.0,0/ 8,0,0
Abu Nechim,2010,1,0,26,12,2.0,13.0,0/ 26,0,0
Chandrasekar Ganapathy,2010,1,0,13,6,1.0,13.0,0/ 13,0,0
Vikram Singh,2010,1,0,40,18,3.0,13.33,0/ 40,0,0
Cameron White,2010,1,0,19,6,1.0,19.0,0/ 19,0,0
Thisara Perera,2010,1,0,19,6,1.0,19.0,0/ 19,0,0
Lasith Malinga,2011,16,28,375,378,63.0,5.95,5/ 13,0,1
Munaf Patel,2011,15,22,358,326,54.2,6.61,5/ 21,0,1
Sreenath Aravind,2011,13,21,368,276,46.0,8.0,4/ 14,1,0
Ravichandran Ashwin,2011,16,20,388,378,63.0,6.16,3/ 16,0,0
Amit Mishra,2011,14,19,358,320,53.2,6.73,4/ 9,1,0
Doug Bollinger,2011,13,17,329,282,47.0,7.0,3/ 21,0,0
Rahul Sharma,2011,14,16,273,300,50.0,5.46,3/ 13,0,0
Iqbal Abdulla,2011,15,16,305,300,50.0,6.1,3/ 24,0,0
Ryan Harris,2011,13,16,382,282,47.0,8.13,3/ 28,0,0
Piyush Chawla,2011,12,16,336,248,41.2,8.16,4/ 17,1,0
Albie Morkel,2011,14,15,382,270,45.0,8.49,3/ 29,0,0
Dale Steyn,2011,12,14,299,273,45.3,6.6,3/ 16,0,0
Harbhajan Singh,2011,15,14,370,318,53.0,6.98,5/ 18,0,1
Zaheer Khan,2011,15,14,455,354,59.0,7.71,3/ 32,0,0
Yusuf Pathan,2011,14,13,238,234,39.0,6.1,3/ 20,0,0
Shane Warne,2011,12,13,297,282,47.0,6.32,3/ 16,0,0
RP Singh,2011,14,13,345,300,50.0,6.9,4/ 25,1,0
Morne Morkel,2011,11,13,325,258,43.0,7.56,3/ 18,0,0
Daniel Vettori,2011,13,12,311,310,51.4,6.05,3/ 19,0,0
Vinay Kumar,2011,13,12,335,268,44.4,7.55,3/ 25,0,0
Shakib Al Hasan,2011,7,11,175,153,25.3,6.92,3/ 28,0,0
Ishant Sharma,2011,12,11,314,264,44.0,7.14,5/ 12,0,1
Irfan Pathan,2011,13,11,344,275,45.5,7.56,3/ 28,0,0
Daniel Christian,2011,14,11,350,274,45.4,7.71,2/ 13,0,0
Alfonso Thomas,2011,11,11,297,231,38.3,7.75,2/ 23,0,0
Pragyan Ojha,2011,10,10,267,221,36.5,7.32,3/ 26,0,0
Praveen Kumar,2011,13,10,345,276,46.0,7.5,2/ 19,0,0
Shadab Jakati,2011,14,10,336,265,44.1,7.62,2/ 21,0,0
Lakshmipathy Balaji,2011,14,10,371,266,44.2,8.39,3/ 15,0,0
Kieron Pollard,2011,16,10,361,255,42.3,8.53,2/ 24,0,0
Siddharth Trivedi,2011,12,10,303,214,35.4,8.56,3/ 15,0,0
