bowler,batting_team,season,Innings,bowler's_wicket,bowler's_runs,valid_ball,overs,economy
Sreenath Aravind,Rajasthan Royals,2015,1,2,20,24,4.0,5.0
Sreenath Aravind,Rising Pune Supergiant,2017,2,2,59,48,8.0,7.38
Sreenath Aravind,Sunrisers Hyderabad,2016,1,2,30,24,4.0,7.5
Sreenath Aravind,Sunrisers Hyderabad,2017,1,0,36,18,3.0,12.0
Sridharan Sriram,Kolkata Knight Riders,2010,1,0,24,12,2.0,12.0
Sridharan Sriram,Punjab Kings,2011,1,0,25,6,1.0,25.0
Steve Smith,Rajasthan Royals,2012,1,0,5,2,0.2,25.0
Stuart Binny,Chennai Super Kings,2011,1,0,12,6,1.0,12.0
Stuart Binny,Chennai Super Kings,2012,1,0,20,12,2.0,10.0
Stuart Binny,Chennai Super Kings,2013,2,1,37,30,5.0,7.4
Stuart Binny,Chennai Super Kings,2014,1,1,10,6,1.0,10.0
Stuart Binny,Chennai Super Kings,2015,1,0,5,6,1.0,5.0
Stuart Binny,Chennai Super Kings,2018,1,0,33,12,2.0,16.5
Stuart Binny,Deccan Chargers,2011,1,0,14,6,1.0,14.0
Stuart Binny,Deccan Chargers,2012,1,1,8,6,1.0,8.0
Stuart Binny,Delhi Capitals,2013,2,1,14,18,3.0,4.67
Stuart Binny,Delhi Capitals,2014,2,1,23,18,3.0,7.67
Stuart Binny,Delhi Capitals,2015,1,2,27,12,2.0,13.5
Stuart Binny,Delhi Capitals,2016,1,0,15,12,2.0,7.5
Stuart Binny,Delhi Capitals,2019,2,0,9,12,2.0,4.5
Stuart Binny,Gujarat Lions,2016,2,0,17,18,3.0,5.67
Stuart Binny,Kolkata Knight Riders,2010,1,0,9,6,1.0,9.0
Stuart Binny,Kolkata Knight Riders,2013,1,0,8,6,1.0,8.0
Stuart Binny,Kolkata Knight Riders,2014,1,0,7,6,1.0,7.0
Stuart Binny,Kolkata Knight Riders,2015,1,0,10,6,1.0,10.0
Stuart Binny,Kolkata Knight Riders,2016,2,1,25,18,3.0,8.33
Stuart Binny,Kolkata Knight Riders,2017,1,1,9,6,1.0,9.0
Stuart Binny,Mumbai Indians,2012,1,0,13,6,1.0,13.0
Stuart Binny,Mumbai Indians,2013,3,3,36,30,5.0,7.2
Stuart Binny,Mumbai Indians,2014,1,0,12,6,1.0,12.0
Stuart Binny,Mumbai Indians,2015,2,1,25,24,4.0,6.25
Stuart Binny,Mumbai Indians,2016,2,0,10,12,2.0,5.0
Stuart Binny,Mumbai Indians,2017,1,1,14,12,2.0,7.0
Stuart Binny,Mumbai Indians,2019,1,1,19,18,3.0,6.33
Stuart Binny,Pune Warriors India,2012,2,1,29,30,5.0,5.8
Stuart Binny,Pune Warriors India,2013,1,0,19,12,2.0,9.5
Stuart Binny,Punjab Kings,2011,1,0,18,12,2.0,9.0
Stuart Binny,Punjab Kings,2012,1,1,8,6,1.0,8.0
Stuart Binny,Punjab Kings,2013,1,0,4,6,1.0,4.0
Stuart Binny,Punjab Kings,2014,1,0,4,6,1.0,4.0
Stuart Binny,Punjab Kings,2015,2,0,28,24,4.0,7.0
Stuart Binny,Punjab Kings,2016,2,0,27,18,3.0,9.0
Stuart Binny,Rising Pune Supergiant,2016,2,0,40,24,4.0,10.0
Stuart Binny,Rising Pune Supergiant,2017,1,1,17,12,2.0,8.5
Stuart Binny,Royal Challengers Bangalore,2013,1,0,8,6,1.0,8.0
Stuart Binny,Royal Challengers Bangalore,2014,1,1,1,6,1.0,1.0
Stuart Binny,Royal Challengers Bangalore,2015,2,1,33,30,5.0,6.6
Stuart Binny,Royal Challengers Bangalore,2019,1,0,6,6,1.0,6.0
Stuart Binny,Sunrisers Hyderabad,2013,3,1,36,36,6.0,6.0
Stuart Binny,Sunrisers Hyderabad,2014,1,0,7,6,1.0,7.0
Stuart Binny,Sunrisers Hyderabad,2015,1,0,12,12,2.0,6.0
Stuart Binny,Sunrisers Hyderabad,2017,1,1,10,6,1.0,10.0
Stuart Binny,Sunrisers Hyderabad,2019,1,0,10,6,1.0,10.0
Sudeep Tyagi,Deccan Chargers,2009,1,1,9,12,2.0,4.5
Sudeep Tyagi,Deccan Chargers,2010,2,0,51,17,2.5,20.4
Sudeep Tyagi,Delhi Capitals,2009,1,2,18,18,3.0,6.0
Sudeep Tyagi,Kolkata Knight Riders,2009,1,0,29,18,3.0,9.67
Sudeep Tyagi,Mumbai Indians,2009,1,1,29,18,3.0,9.67
Sudeep Tyagi,Mumbai Indians,2010,1,1,20,18,3.0,6.67
Sudeep Tyagi,Punjab Kings,2009,1,0,10,12,2.0,5.0
Sudeep Tyagi,Punjab Kings,2010,1,0,24,12,2.0,12.0
Sudeep Tyagi,Rajasthan Royals,2009,2,0,20,24,4.0,5.0
Sudeep Tyagi,Rajasthan Royals,2010,1,0,45,24,4.0,11.25
Sudeep Tyagi,Royal Challengers Bangalore,2009,1,1,21,12,2.0,10.5
Sudeep Tyagi,Royal Challengers Bangalore,2010,1,0,19,24,4.0,4.75
Sudhesan Midhun,Kolkata Knight Riders,2019,1,0,27,12,2.0,13.5
Sumit Narwal,Chennai Super Kings,2010,2,0,90,30,5.0,18.0
Sumit Narwal,Deccan Chargers,2010,1,2,35,24,4.0,8.75
Sumit Narwal,Delhi Capitals,2010,1,3,36,24,4.0,9.0
Sumit Narwal,Rajasthan Royals,2013,1,0,17,12,2.0,8.5
Sumit Narwal,Royal Challengers Bangalore,2010,1,0,24,16,2.4,10.0
Sunil Joshi,Delhi Capitals,2008,1,0,19,6,1.0,19.0
Sunil Joshi,Kolkata Knight Riders,2008,1,0,26,18,3.0,8.67
Sunil Joshi,Mumbai Indians,2008,1,0,10,12,2.0,5.0
Sunil Joshi,Rajasthan Royals,2008,1,1,27,19,3.1,8.71
Sunil Narine,Chennai Super Kings,2012,3,3,75,72,12.0,6.25
Sunil Narine,Chennai Super Kings,2013,2,2,55,48,8.0,6.88
Sunil Narine,Chennai Super Kings,2014,2,1,50,48,8.0,6.25
Sunil Narine,Chennai Super Kings,2018,2,3,37,48,8.0,4.62
Sunil Narine,Chennai Super Kings,2019,2,4,43,44,7.2,5.97
Sunil Narine,Chennai Super Kings,2020,2,1,54,48,8.0,6.75
Sunil Narine,Deccan Chargers,2012,1,2,26,24,4.0,6.5
Sunil Narine,Delhi Capitals,2012,2,4,47,48,8.0,5.88
Sunil Narine,Delhi Capitals,2013,2,4,27,48,8.0,3.38
Sunil Narine,Delhi Capitals,2014,2,2,56,48,8.0,7.0
Sunil Narine,Delhi Capitals,2015,2,1,68,48,8.0,8.5
Sunil Narine,Delhi Capitals,2016,1,1,22,18,3.0,7.33
Sunil Narine,Delhi Capitals,2017,2,2,45,48,8.0,5.62
Sunil Narine,Delhi Capitals,2018,2,3,53,36,6.0,8.83
Sunil Narine,Delhi Capitals,2020,2,0,63,36,6.0,10.5
Sunil Narine,Gujarat Lions,2016,1,1,30,24,4.0,7.5
Sunil Narine,Gujarat Lions,2017,2,0,75,48,8.0,9.38
Sunil Narine,Mumbai Indians,2012,2,4,43,43,7.1,6.06
Sunil Narine,Mumbai Indians,2013,2,3,46,48,8.0,5.75
Sunil Narine,Mumbai Indians,2014,2,5,38,48,8.0,4.75
Sunil Narine,Mumbai Indians,2015,2,1,66,48,8.0,8.25
Sunil Narine,Mumbai Indians,2016,1,2,22,24,4.0,5.5
Sunil Narine,Mumbai Indians,2017,3,1,80,72,12.0,6.67
Sunil Narine,Mumbai Indians,2018,2,3,62,48,8.0,7.75
Sunil Narine,Mumbai Indians,2019,2,2,77,48,8.0,9.62
Sunil Narine,Mumbai Indians,2020,1,1,22,24,4.0,5.5
Sunil Narine,Pune Warriors India,2012,2,2,28,48,8.0,3.5
Sunil Narine,Pune Warriors India,2013,2,2,38,48,8.0,4.75
Sunil Narine,Punjab Kings,2012,2,7,43,48,8.0,5.38
Sunil Narine,Punjab Kings,2013,2,3,55,48,8.0,6.88
Sunil Narine,Punjab Kings,2014,4,5,130,96,16.0,8.12
Sunil Narine,Punjab Kings,2015,2,5,36,48,8.0,4.5
Sunil Narine,Punjab Kings,2016,1,2,22,24,4.0,5.5
Sunil Narine,Punjab Kings,2017,2,2,46,48,8.0,5.75
Sunil Narine,Punjab Kings,2018,2,2,67,42,7.0,9.57
Sunil Narine,Punjab Kings,2019,2,0,55,36,6.0,9.17
Sunil Narine,Punjab Kings,2020,2,2,55,48,8.0,6.88
Sunil Narine,Rajasthan Royals,2012,2,1,51,48,8.0,6.38
Sunil Narine,Rajasthan Royals,2013,2,3,48,48,8.0,6.0
Sunil Narine,Rajasthan Royals,2014,2,2,56,48,8.0,7.0
Sunil Narine,Rajasthan Royals,2018,3,1,116,72,12.0,9.67
Sunil Narine,Rajasthan Royals,2019,2,2,47,48,8.0,5.88
Sunil Narine,Rajasthan Royals,2020,2,1,77,48,8.0,9.62
Sunil Narine,Rising Pune Supergiant,2016,2,1,42,46,7.4,5.68
Sunil Narine,Rising Pune Supergiant,2017,2,2,62,48,8.0,7.75
Sunil Narine,Royal Challengers Bangalore,2012,1,1,11,24,4.0,2.75
Sunil Narine,Royal Challengers Bangalore,2013,2,4,39,48,8.0,4.88
Sunil Narine,Royal Challengers Bangalore,2014,2,5,37,48,8.0,4.62
Sunil Narine,Royal Challengers Bangalore,2015,1,0,26,24,4.0,6.5
Sunil Narine,Royal Challengers Bangalore,2016,2,1,79,48,8.0,9.88
Sunil Narine,Royal Challengers Bangalore,2017,1,2,29,24,4.0,7.25
Sunil Narine,Royal Challengers Bangalore,2018,2,1,68,48,8.0,8.5
Sunil Narine,Royal Challengers Bangalore,2019,2,2,62,48,8.0,7.75
Sunil Narine,Sunrisers Hyderabad,2013,2,1,42,48,8.0,5.25
Sunil Narine,Sunrisers Hyderabad,2014,2,1,40,48,8.0,5.0
Sunil Narine,Sunrisers Hyderabad,2015,1,0,38,24,4.0,9.5
Sunil Narine,Sunrisers Hyderabad,2016,3,3,87,72,12.0,7.25
Sunil Narine,Sunrisers Hyderabad,2017,3,1,75,66,11.0,6.82
Sunil Narine,Sunrisers Hyderabad,2018,3,4,64,72,12.0,5.33
Sunil Narine,Sunrisers Hyderabad,2019,2,0,63,42,7.0,9.0
Sunil Narine,Sunrisers Hyderabad,2020,1,0,31,24,4.0,7.75
Sunny Gupta,Chennai Super Kings,2012,1,0,47,18,3.0,15.67
Suraj Randiv,Deccan Chargers,2011,1,0,34,24,4.0,8.5
Suraj Randiv,Kolkata Knight Riders,2011,2,1,47,36,6.0,7.83
Suraj Randiv,Mumbai Indians,2011,1,1,31,18,3.0,10.33
Suraj Randiv,Pune Warriors India,2011,1,0,23,24,4.0,5.75
Suraj Randiv,Punjab Kings,2011,1,1,32,24,4.0,8.0
Suraj Randiv,Rajasthan Royals,2011,1,1,32,24,4.0,8.0
Suraj Randiv,Royal Challengers Bangalore,2011,1,2,24,24,4.0,6.0
Suresh Raina,Deccan Chargers,2009,2,3,30,34,5.4,5.56
Suresh Raina,Deccan Chargers,2010,2,2,25,21,3.3,7.58
Suresh Raina,Deccan Chargers,2012,2,2,15,18,3.0,5.0
Suresh Raina,Delhi Capitals,2009,1,0,7,6,1.0,7.0
Suresh Raina,Delhi Capitals,2010,2,0,27,24,4.0,6.75
Suresh Raina,Delhi Capitals,2011,1,0,16,24,4.0,4.0
Suresh Raina,Delhi Capitals,2015,1,0,8,6,1.0,8.0
Suresh Raina,Delhi Capitals,2016,2,0,51,36,6.0,8.5
Suresh Raina,Delhi Capitals,2017,1,0,24,12,2.0,12.0
Suresh Raina,Kochi Tuskers Kerala,2011,1,0,26,24,4.0,6.5
Suresh Raina,Kolkata Knight Riders,2009,1,0,25,18,3.0,8.33
Suresh Raina,Kolkata Knight Riders,2010,2,1,24,18,3.0,8.0
Suresh Raina,Kolkata Knight Riders,2011,1,1,3,6,1.0,3.0
Suresh Raina,Kolkata Knight Riders,2012,2,0,39,30,5.0,7.8
Suresh Raina,Kolkata Knight Riders,2014,2,0,19,12,2.0,9.5
Suresh Raina,Kolkata Knight Riders,2015,1,0,12,18,3.0,4.0
Suresh Raina,Kolkata Knight Riders,2017,1,1,11,12,2.0,5.5
Suresh Raina,Mumbai Indians,2009,1,1,22,24,4.0,5.5
Suresh Raina,Mumbai Indians,2010,2,2,33,27,4.3,7.67
Suresh Raina,Mumbai Indians,2011,1,0,22,12,2.0,11.0
Suresh Raina,Mumbai Indians,2014,2,0,45,24,4.0,11.25
Suresh Raina,Mumbai Indians,2017,1,0,28,24,4.0,7.0
Suresh Raina,Pune Warriors India,2011,2,0,27,30,5.0,5.4
Suresh Raina,Pune Warriors India,2012,1,0,22,24,4.0,5.5
Suresh Raina,Punjab Kings,2009,2,2,25,36,6.0,4.17
Suresh Raina,Punjab Kings,2010,2,1,46,35,5.5,8.36
Suresh Raina,Punjab Kings,2011,1,0,12,6,1.0,12.0
Suresh Raina,Punjab Kings,2012,1,0,8,6,1.0,8.0
Suresh Raina,Punjab Kings,2013,1,0,19,6,1.0,19.0
Suresh Raina,Punjab Kings,2015,1,0,8,6,1.0,8.0
Suresh Raina,Punjab Kings,2017,1,0,6,6,1.0,6.0
Suresh Raina,Rajasthan Royals,2008,2,1,30,20,3.2,9.38
Suresh Raina,Rajasthan Royals,2009,2,1,32,30,5.0,6.4
Suresh Raina,Rajasthan Royals,2010,2,0,23,18,3.0,7.67
Suresh Raina,Rajasthan Royals,2011,1,2,0,3,0.3,0.0
Suresh Raina,Rajasthan Royals,2014,1,0,6,12,2.0,3.0
Suresh Raina,Rising Pune Supergiant,2017,1,0,9,6,1.0,9.0
Suresh Raina,Royal Challengers Bangalore,2009,1,0,23,18,3.0,7.67
Suresh Raina,Royal Challengers Bangalore,2011,4,1,95,60,10.0,9.5
Suresh Raina,Royal Challengers Bangalore,2012,1,0,21,6,1.0,21.0
Suresh Raina,Royal Challengers Bangalore,2014,2,0,47,48,8.0,5.88
Suresh Raina,Royal Challengers Bangalore,2015,1,1,36,18,3.0,12.0
Suresh Raina,Royal Challengers Bangalore,2019,1,0,6,6,1.0,6.0
Suresh Raina,Sunrisers Hyderabad,2013,1,1,4,6,1.0,4.0
Suresh Raina,Sunrisers Hyderabad,2014,1,1,17,12,2.0,8.5
Suresh Raina,Sunrisers Hyderabad,2015,1,1,29,24,4.0,7.25
Suresh Raina,Sunrisers Hyderabad,2016,2,0,31,24,4.0,7.75
Suresh Raina,Sunrisers Hyderabad,2017,1,0,24,12,2.0,12.0
Suryakumar Yadav,Delhi Capitals,2014,1,0,8,6,1.0,8.0
Swapnil Singh,Kolkata Knight Riders,2016,1,0,29,18,3.0,9.67
Swapnil Singh,Kolkata Knight Riders,2017,1,0,19,12,2.0,9.5
Swapnil Singh,Mumbai Indians,2017,1,0,22,12,2.0,11.0
Swapnil Singh,Rising Pune Supergiant,2017,2,1,20,18,3.0,6.67
Syed Mohammad,Chennai Super Kings,2011,1,1,39,18,3.0,13.0
Syed Mohammad,Chennai Super Kings,2013,1,2,15,18,3.0,5.0
Syed Mohammad,Deccan Chargers,2012,1,0,27,18,3.0,9.0
Syed Mohammad,Delhi Capitals,2011,1,0,17,12,2.0,8.5
Syed Mohammad,Delhi Capitals,2013,2,0,33,18,3.0,11.0
Syed Mohammad,Kolkata Knight Riders,2011,1,1,20,24,4.0,5.0
Syed Mohammad,Mumbai Indians,2011,1,2,25,24,4.0,6.25
Syed Mohammad,Mumbai Indians,2012,1,0,38,24,4.0,9.5
Syed Mohammad,Mumbai Indians,2013,1,1,43,24,4.0,10.75
Syed Mohammad,Pune Warriors India,2011,1,1,26,12,2.0,13.0
T Natarajan,Chennai Super Kings,2020,2,4,84,48,8.0,10.5
T Natarajan,Delhi Capitals,2017,1,0,7,12,2.0,3.5
T Natarajan,Delhi Capitals,2020,3,3,83,72,12.0,6.92
T Natarajan,Gujarat Lions,2017,2,1,54,34,5.4,10.0
T Natarajan,Kolkata Knight Riders,2020,2,3,67,42,7.0,9.57
T Natarajan,Mumbai Indians,2020,2,0,67,48,8.0,8.38
T Natarajan,Punjab Kings,2020,2,2,47,47,7.5,6.27
T Natarajan,Rajasthan Royals,2020,2,0,78,48,8.0,9.75
T Natarajan,Rising Pune Supergiant,2017,1,1,26,18,3.0,8.67
T Natarajan,Royal Challengers Bangalore,2017,2,0,28,12,2.0,14.0
T Natarajan,Royal Challengers Bangalore,2020,3,4,78,72,12.0,6.5
TP Sudhindra,Chennai Super Kings,2012,1,1,46,24,4.0,11.5
TP Sudhindra,Delhi Capitals,2012,1,0,43,22,3.4,12.65
TP Sudhindra,Punjab Kings,2012,1,0,47,24,4.0,11.75
Tabraiz Shamsi,Gujarat Lions,2016,1,1,21,24,4.0,5.25
Tabraiz Shamsi,Kolkata Knight Riders,2016,1,0,51,24,4.0,12.75
Tabraiz Shamsi,Rising Pune Supergiant,2016,1,1,36,24,4.0,9.0
Tabraiz Shamsi,Sunrisers Hyderabad,2016,1,1,39,24,4.0,9.75
Tejas Baroka,Sunrisers Hyderabad,2017,1,0,33,21,3.3,10.0
Thilan Thushara,Deccan Chargers,2010,1,0,27,24,4.0,6.75
Thilan Thushara,Mumbai Indians,2009,1,1,32,24,4.0,8.0
Thilan Thushara,Mumbai Indians,2010,1,2,16,15,2.3,6.96
Thilan Thushara,Punjab Kings,2009,1,2,28,24,4.0,7.0
Thilan Thushara,Rajasthan Royals,2010,1,2,28,24,4.0,7.0
Thilan Thushara,Royal Challengers Bangalore,2010,1,1,30,24,4.0,7.5
Thisara Perera,Chennai Super Kings,2011,1,1,32,24,4.0,8.0
Thisara Perera,Chennai Super Kings,2013,1,3,45,24,4.0,11.25
Thisara Perera,Deccan Chargers,2011,1,1,30,24,4.0,7.5
Thisara Perera,Delhi Capitals,2013,2,4,42,43,7.1,5.92
Thisara Perera,Delhi Capitals,2015,1,0,22,12,2.0,11.0
Thisara Perera,Delhi Capitals,2016,2,0,36,24,4.0,9.0
Thisara Perera,Gujarat Lions,2016,1,2,41,24,4.0,10.25
Thisara Perera,Kolkata Knight Riders,2013,2,1,77,48,8.0,9.62
Thisara Perera,Kolkata Knight Riders,2015,1,1,33,24,4.0,8.25
Thisara Perera,Kolkata Knight Riders,2016,1,2,28,21,3.3,8.48
Thisara Perera,Mumbai Indians,2010,1,0,19,6,1.0,19.0
Thisara Perera,Mumbai Indians,2011,1,0,38,24,4.0,9.5
Thisara Perera,Mumbai Indians,2013,2,0,92,45,7.3,12.6
Thisara Perera,Mumbai Indians,2016,1,0,35,24,4.0,8.75
Thisara Perera,Pune Warriors India,2012,1,0,8,6,1.0,8.0
Thisara Perera,Pune Warriors India,2013,2,5,49,48,8.0,6.12
Thisara Perera,Punjab Kings,2012,1,0,19,9,1.3,14.62
Thisara Perera,Punjab Kings,2013,2,1,44,48,8.0,5.5
Thisara Perera,Punjab Kings,2016,2,1,54,28,4.4,12.27
Thisara Perera,Rajasthan Royals,2011,1,0,11,12,2.0,5.5
Thisara Perera,Rajasthan Royals,2013,3,3,73,60,10.0,7.3
Thisara Perera,Royal Challengers Bangalore,2013,2,2,56,42,7.0,8.0
Thisara Perera,Royal Challengers Bangalore,2016,2,3,74,42,7.0,10.57
Thisara Perera,Sunrisers Hyderabad,2016,2,1,58,36,6.0,9.67
Tillakaratne Dilshan,Chennai Super Kings,2009,1,0,23,18,3.0,7.67
Tillakaratne Dilshan,Chennai Super Kings,2010,2,2,49,37,6.1,8.03
Tillakaratne Dilshan,Chennai Super Kings,2011,1,0,21,12,2.0,10.5
Tillakaratne Dilshan,Deccan Chargers,2009,3,0,36,36,6.0,6.0
Tillakaratne Dilshan,Deccan Chargers,2010,1,0,14,6,1.0,14.0
Tillakaratne Dilshan,Deccan Chargers,2011,1,0,22,12,2.0,11.0
Tillakaratne Dilshan,Deccan Chargers,2012,2,0,23,12,2.0,11.5
Tillakaratne Dilshan,Delhi Capitals,2012,1,0,11,6,1.0,11.0
Tillakaratne Dilshan,Kochi Tuskers Kerala,2011,2,1,38,30,5.0,7.6
Tillakaratne Dilshan,Kolkata Knight Riders,2009,1,0,18,24,4.0,4.5
Tillakaratne Dilshan,Kolkata Knight Riders,2011,1,0,15,12,2.0,7.5
Tillakaratne Dilshan,Kolkata Knight Riders,2012,1,0,19,12,2.0,9.5
Tillakaratne Dilshan,Mumbai Indians,2011,1,0,12,6,1.0,12.0
Tillakaratne Dilshan,Pune Warriors India,2012,1,0,24,12,2.0,12.0
Tillakaratne Dilshan,Punjab Kings,2009,1,0,7,6,1.0,7.0
Tillakaratne Dilshan,Punjab Kings,2010,1,1,7,6,1.0,7.0
Tillakaratne Dilshan,Rajasthan Royals,2009,2,0,14,12,2.0,7.0
Tillakaratne Dilshan,Royal Challengers Bangalore,2008,1,1,3,6,1.0,3.0
Tillakaratne Dilshan,Sunrisers Hyderabad,2013,1,0,10,6,1.0,10.0
Tim Southee,Chennai Super Kings,2014,1,0,27,24,4.0,6.75
Tim Southee,Chennai Super Kings,2018,1,0,30,18,3.0,10.0
Tim Southee,Delhi Capitals,2015,2,0,67,48,8.0,8.38
Tim Southee,Delhi Capitals,2016,1,0,21,18,3.0,7.0
Tim Southee,Delhi Capitals,2018,1,0,41,24,4.0,10.25
Tim Southee,Delhi Capitals,2019,1,1,24,12,2.0,12.0
Tim Southee,Gujarat Lions,2016,1,0,31,24,4.0,7.75
Tim Southee,Kochi Tuskers Kerala,2011,1,0,38,18,3.0,12.67
Tim Southee,Kolkata Knight Riders,2011,1,1,30,24,4.0,7.5
Tim Southee,Kolkata Knight Riders,2014,1,0,33,18,3.0,11.0
Tim Southee,Kolkata Knight Riders,2016,2,2,81,48,8.0,10.12
Tim Southee,Kolkata Knight Riders,2017,1,2,39,24,4.0,9.75
Tim Southee,Kolkata Knight Riders,2018,1,0,34,24,4.0,8.5
Tim Southee,Kolkata Knight Riders,2019,1,0,61,24,4.0,15.25
Tim Southee,Mumbai Indians,2015,2,2,82,48,8.0,10.25
Tim Southee,Mumbai Indians,2018,1,2,25,24,4.0,6.25
Tim Southee,Pune Warriors India,2011,1,1,33,24,4.0,8.25
Tim Southee,Punjab Kings,2011,1,1,33,24,4.0,8.25
Tim Southee,Punjab Kings,2015,1,2,36,24,4.0,9.0
Tim Southee,Punjab Kings,2016,2,3,50,48,8.0,6.25
Tim Southee,Punjab Kings,2018,1,0,19,12,2.0,9.5
Tim Southee,Punjab Kings,2019,1,0,33,18,3.0,11.0
Tim Southee,Rajasthan Royals,2018,1,0,37,24,4.0,9.25
Tim Southee,Rising Pune Supergiant,2016,1,0,35,24,4.0,8.75
Tim Southee,Rising Pune Supergiant,2017,1,1,34,24,4.0,8.5
Tim Southee,Royal Challengers Bangalore,2011,1,1,32,24,4.0,8.0
Tim Southee,Royal Challengers Bangalore,2014,1,0,16,18,3.0,5.33
Tim Southee,Royal Challengers Bangalore,2015,1,2,32,24,4.0,8.0
Tim Southee,Royal Challengers Bangalore,2016,2,1,52,48,8.0,6.5
Tim Southee,Royal Challengers Bangalore,2017,1,0,23,12,2.0,11.5
Tim Southee,Sunrisers Hyderabad,2015,1,0,30,24,4.0,7.5
Tim Southee,Sunrisers Hyderabad,2016,2,3,59,48,8.0,7.38
Tim Southee,Sunrisers Hyderabad,2018,2,3,75,48,8.0,9.38
Tirumalasetti Suman,Chennai Super Kings,2009,1,1,29,18,3.0,9.67
Tirumalasetti Suman,Chennai Super Kings,2010,1,0,8,6,1.0,8.0
Tirumalasetti Suman,Deccan Chargers,2011,1,0,15,12,2.0,7.5
Tirumalasetti Suman,Kolkata Knight Riders,2010,1,0,16,6,1.0,16.0
Tirumalasetti Suman,Mumbai Indians,2009,1,2,14,24,4.0,3.5
Tirumalasetti Suman,Punjab Kings,2009,2,2,47,42,7.0,6.71
Tirumalasetti Suman,Punjab Kings,2011,2,0,35,24,4.0,8.75
Tirumalasetti Suman,Royal Challengers Bangalore,2009,1,0,18,6,1.0,18.0
Tirumalasetti Suman,Royal Challengers Bangalore,2013,1,1,15,12,2.0,7.5
Tom Curran,Chennai Super Kings,2018,1,2,39,18,3.0,13.0
Tom Curran,Chennai Super Kings,2020,1,1,54,24,4.0,13.5
Tom Curran,Delhi Capitals,2018,1,1,21,12,2.0,10.5
Tom Curran,Kolkata Knight Riders,2020,1,1,37,24,4.0,9.25
Tom Curran,Mumbai Indians,2018,1,1,33,18,3.0,11.0
Tom Curran,Mumbai Indians,2020,1,0,33,18,3.0,11.0
Tom Curran,Punjab Kings,2018,1,0,6,1,0.1,60.0
Tom Curran,Punjab Kings,2020,1,1,44,24,4.0,11.0
Tom Curran,Rajasthan Royals,2018,1,2,19,12,2.0,9.5
Tom Curran,Royal Challengers Bangalore,2020,1,0,40,19,3.1,12.9
Travis Head,Delhi Capitals,2017,1,2,30,18,3.0,10.0
Travis Head,Gujarat Lions,2017,2,0,29,17,2.5,11.6
Travis Head,Kolkata Knight Riders,2017,1,0,11,7,1.1,10.0
Travis Head,Sunrisers Hyderabad,2017,1,0,11,6,1.0,11.0
Trent Boult,Chennai Super Kings,2015,2,1,78,48,8.0,9.75
Trent Boult,Chennai Super Kings,2018,2,2,68,48,8.0,8.5
Trent Boult,Chennai Super Kings,2019,2,1,57,48,8.0,7.12
Trent Boult,Chennai Super Kings,2020,2,5,41,44,7.2,5.69
Trent Boult,Delhi Capitals,2020,4,9,96,84,14.0,6.86
Trent Boult,Gujarat Lions,2016,1,1,39,24,4.0,9.75
Trent Boult,Gujarat Lions,2017,1,1,40,24,4.0,10.0
Trent Boult,Kolkata Knight Riders,2018,2,4,73,48,8.0,9.12
Trent Boult,Kolkata Knight Riders,2020,2,3,62,48,8.0,7.75
Trent Boult,Mumbai Indians,2015,1,0,27,24,4.0,6.75
Trent Boult,Mumbai Indians,2017,2,2,77,47,7.5,10.27
Trent Boult,Mumbai Indians,2018,2,3,72,48,8.0,9.0
Trent Boult,Mumbai Indians,2019,1,1,42,24,4.0,10.5
Trent Boult,Punjab Kings,2015,2,4,64,48,8.0,8.0
Trent Boult,Punjab Kings,2017,1,0,36,24,4.0,9.0
Trent Boult,Punjab Kings,2018,2,3,55,41,6.5,8.46
Trent Boult,Punjab Kings,2020,2,1,90,48,8.0,11.25
Trent Boult,Rajasthan Royals,2015,1,1,31,24,4.0,7.75
Trent Boult,Rajasthan Royals,2018,2,3,52,36,6.0,8.67
Trent Boult,Rajasthan Royals,2019,1,2,27,24,4.0,6.75
Trent Boult,Rajasthan Royals,2020,2,2,66,48,8.0,8.25
Trent Boult,Royal Challengers Bangalore,2015,1,3,36,24,4.0,9.0
Trent Boult,Royal Challengers Bangalore,2018,2,3,73,48,8.0,9.12
Trent Boult,Royal Challengers Bangalore,2020,2,3,74,48,8.0,9.25
Trent Boult,Sunrisers Hyderabad,2017,2,2,63,48,8.0,7.88
Trent Boult,Sunrisers Hyderabad,2018,2,0,73,47,7.5,9.73
Trent Boult,Sunrisers Hyderabad,2019,1,1,37,18,3.0,12.33
Trent Boult,Sunrisers Hyderabad,2020,1,2,28,24,4.0,7.0
Tushar Deshpande,Chennai Super Kings,2020,1,1,39,24,4.0,9.75
Tushar Deshpande,Kolkata Knight Riders,2020,1,0,40,24,4.0,10.0
Tushar Deshpande,Punjab Kings,2020,1,0,41,12,2.0,20.5
Tushar Deshpande,Rajasthan Royals,2020,1,2,37,24,4.0,9.25
Tushar Deshpande,Sunrisers Hyderabad,2020,1,0,35,18,3.0,11.67
Tymal Mills,Delhi Capitals,2017,1,1,33,24,4.0,8.25
Tymal Mills,Kolkata Knight Riders,2017,1,2,31,24,4.0,7.75
Tymal Mills,Mumbai Indians,2017,1,0,36,23,3.5,10.29
Tymal Mills,Punjab Kings,2017,1,1,22,12,2.0,11.0
Tymal Mills,Sunrisers Hyderabad,2017,1,1,31,24,4.0,7.75
