bowler,batting_team,season,Innings,bowler's_wicket,bowler's_runs,valid_ball,overs,economy
Shane Warne,Chennai Super Kings,2011,2,0,48,42,7.0,6.86
Shane Warne,Deccan Chargers,2008,2,4,67,48,8.0,8.38
Shane Warne,Deccan Chargers,2009,2,1,65,42,7.0,9.29
Shane Warne,Deccan Chargers,2010,2,5,36,48,8.0,4.5
Shane Warne,Deccan Chargers,2011,1,2,21,24,4.0,5.25
Shane Warne,Delhi Capitals,2008,3,2,84,60,10.0,8.4
Shane Warne,Delhi Capitals,2009,2,2,60,48,8.0,7.5
Shane Warne,Delhi Capitals,2010,2,2,48,48,8.0,6.0
Shane Warne,Delhi Capitals,2011,1,2,17,24,4.0,4.25
Shane Warne,Kochi Tuskers Kerala,2011,1,3,16,24,4.0,4.0
Shane Warne,Kolkata Knight Riders,2008,2,1,41,30,5.0,8.2
Shane Warne,Kolkata Knight Riders,2009,2,2,49,48,8.0,6.12
Shane Warne,Kolkata Knight Riders,2010,2,0,47,42,7.0,6.71
Shane Warne,Kolkata Knight Riders,2011,2,1,45,48,8.0,5.62
Shane Warne,Mumbai Indians,2008,2,2,49,36,6.0,8.17
Shane Warne,Mumbai Indians,2009,1,3,24,24,4.0,6.0
Shane Warne,Mumbai Indians,2010,2,0,63,42,7.0,9.0
Shane Warne,Mumbai Indians,2011,2,2,43,48,8.0,5.38
Shane Warne,Pune Warriors India,2011,1,1,31,24,4.0,7.75
Shane Warne,Punjab Kings,2008,1,3,19,24,4.0,4.75
Shane Warne,Punjab Kings,2009,2,2,75,42,7.0,10.71
Shane Warne,Punjab Kings,2010,2,1,81,42,7.0,11.57
Shane Warne,Punjab Kings,2011,1,1,50,24,4.0,12.5
Shane Warne,Royal Challengers Bangalore,2008,2,4,46,48,8.0,5.75
Shane Warne,Royal Challengers Bangalore,2009,2,2,41,48,8.0,5.12
Shane Warne,Royal Challengers Bangalore,2010,2,1,40,36,6.0,6.67
Shane Warne,Royal Challengers Bangalore,2011,1,1,26,24,4.0,6.5
Shane Watson,Chennai Super Kings,2008,2,2,48,48,8.0,6.0
Shane Watson,Chennai Super Kings,2010,1,2,47,24,4.0,11.75
Shane Watson,Chennai Super Kings,2011,2,0,74,48,8.0,9.25
Shane Watson,Chennai Super Kings,2012,1,1,32,18,3.0,10.67
Shane Watson,Chennai Super Kings,2013,2,0,44,35,5.5,8.0
Shane Watson,Chennai Super Kings,2014,1,0,5,6,1.0,5.0
Shane Watson,Chennai Super Kings,2015,2,0,39,24,4.0,9.75
Shane Watson,Deccan Chargers,2008,2,2,54,42,7.0,7.71
Shane Watson,Deccan Chargers,2010,1,0,40,18,3.0,13.33
Shane Watson,Deccan Chargers,2012,1,0,14,12,2.0,7.0
Shane Watson,Delhi Capitals,2008,3,6,62,66,11.0,5.64
Shane Watson,Delhi Capitals,2012,1,1,29,24,4.0,7.25
Shane Watson,Delhi Capitals,2013,1,1,21,18,3.0,7.0
Shane Watson,Delhi Capitals,2014,1,0,11,6,1.0,11.0
Shane Watson,Delhi Capitals,2015,1,1,25,24,4.0,6.25
Shane Watson,Delhi Capitals,2016,2,2,52,48,8.0,6.5
Shane Watson,Delhi Capitals,2017,2,2,37,48,8.0,4.62
Shane Watson,Delhi Capitals,2018,1,0,27,12,2.0,13.5
Shane Watson,Gujarat Lions,2016,3,5,63,51,8.3,7.59
Shane Watson,Gujarat Lions,2017,1,0,24,12,2.0,12.0
Shane Watson,Kochi Tuskers Kerala,2011,1,0,23,24,4.0,5.75
Shane Watson,Kolkata Knight Riders,2008,2,2,58,43,7.1,8.17
Shane Watson,Kolkata Knight Riders,2010,1,0,17,18,3.0,5.67
Shane Watson,Kolkata Knight Riders,2011,2,0,38,36,6.0,6.33
Shane Watson,Kolkata Knight Riders,2013,1,1,21,18,3.0,7.0
Shane Watson,Kolkata Knight Riders,2014,2,3,47,42,7.0,6.71
Shane Watson,Kolkata Knight Riders,2015,1,2,38,24,4.0,9.5
Shane Watson,Kolkata Knight Riders,2016,2,1,84,42,7.0,12.0
Shane Watson,Kolkata Knight Riders,2018,2,2,58,36,6.0,9.67
Shane Watson,Mumbai Indians,2008,2,2,56,42,7.0,8.0
Shane Watson,Mumbai Indians,2010,1,3,37,24,4.0,9.25
Shane Watson,Mumbai Indians,2011,2,3,44,48,8.0,5.5
Shane Watson,Mumbai Indians,2012,1,0,17,18,3.0,5.67
Shane Watson,Mumbai Indians,2013,2,3,64,41,6.5,9.85
Shane Watson,Mumbai Indians,2014,1,0,33,12,2.0,16.5
Shane Watson,Mumbai Indians,2015,1,0,36,18,3.0,12.0
Shane Watson,Mumbai Indians,2016,2,0,78,42,7.0,11.14
Shane Watson,Mumbai Indians,2017,1,1,28,23,3.5,8.0
Shane Watson,Mumbai Indians,2018,2,2,70,48,8.0,8.75
Shane Watson,Pune Warriors India,2011,1,1,19,24,4.0,4.75
Shane Watson,Pune Warriors India,2012,2,2,47,42,7.0,6.71
Shane Watson,Pune Warriors India,2013,1,0,29,24,4.0,7.25
Shane Watson,Punjab Kings,2008,2,1,79,48,8.0,9.88
Shane Watson,Punjab Kings,2010,1,1,19,24,4.0,4.75
Shane Watson,Punjab Kings,2011,1,2,24,24,4.0,6.0
Shane Watson,Punjab Kings,2012,1,2,22,24,4.0,5.5
Shane Watson,Punjab Kings,2013,1,1,19,24,4.0,4.75
Shane Watson,Punjab Kings,2014,1,0,16,12,2.0,8.0
Shane Watson,Punjab Kings,2015,1,0,13,6,1.0,13.0
Shane Watson,Punjab Kings,2016,2,4,29,36,6.0,4.83
Shane Watson,Punjab Kings,2017,2,1,71,36,6.0,11.83
Shane Watson,Punjab Kings,2018,1,1,15,12,2.0,7.5
Shane Watson,Rajasthan Royals,2018,2,1,22,24,4.0,5.5
Shane Watson,Rising Pune Supergiant,2016,2,5,55,48,8.0,6.88
Shane Watson,Rising Pune Supergiant,2017,1,1,44,24,4.0,11.0
Shane Watson,Royal Challengers Bangalore,2008,2,2,26,36,6.0,4.33
Shane Watson,Royal Challengers Bangalore,2010,1,0,24,24,4.0,6.0
Shane Watson,Royal Challengers Bangalore,2011,1,0,19,12,2.0,9.5
Shane Watson,Royal Challengers Bangalore,2013,2,5,33,36,6.0,5.5
Shane Watson,Royal Challengers Bangalore,2014,2,1,40,36,6.0,6.67
Shane Watson,Royal Challengers Bangalore,2015,3,1,82,60,10.0,8.2
Shane Watson,Royal Challengers Bangalore,2018,1,0,21,12,2.0,10.5
Shane Watson,Sunrisers Hyderabad,2013,3,2,67,54,9.0,7.44
Shane Watson,Sunrisers Hyderabad,2014,1,3,13,12,2.0,6.5
Shane Watson,Sunrisers Hyderabad,2015,1,2,36,18,3.0,12.0
Shane Watson,Sunrisers Hyderabad,2016,3,3,124,72,12.0,10.33
Shane Watson,Sunrisers Hyderabad,2017,1,0,41,18,3.0,13.67
Shane Watson,Sunrisers Hyderabad,2018,2,0,38,24,4.0,9.5
Shardul Thakur,Delhi Capitals,2015,1,1,38,18,3.0,12.67
Shardul Thakur,Delhi Capitals,2017,1,0,35,18,3.0,11.67
Shardul Thakur,Delhi Capitals,2018,1,1,27,24,4.0,6.75
Shardul Thakur,Delhi Capitals,2019,2,0,32,18,3.0,10.67
Shardul Thakur,Delhi Capitals,2020,1,1,39,24,4.0,9.75
Shardul Thakur,Gujarat Lions,2017,2,2,39,36,6.0,6.5
Shardul Thakur,Kolkata Knight Riders,2017,2,0,52,37,6.1,8.52
Shardul Thakur,Kolkata Knight Riders,2018,1,1,37,24,4.0,9.25
Shardul Thakur,Kolkata Knight Riders,2019,1,2,18,24,4.0,4.5
Shardul Thakur,Kolkata Knight Riders,2020,1,2,28,24,4.0,7.0
Shardul Thakur,Mumbai Indians,2017,3,3,73,54,9.0,8.11
Shardul Thakur,Mumbai Indians,2018,1,0,38,24,4.0,9.5
Shardul Thakur,Mumbai Indians,2019,2,2,74,48,8.0,9.25
Shardul Thakur,Mumbai Indians,2020,1,0,26,14,2.2,11.82
Shardul Thakur,Punjab Kings,2017,1,3,19,24,4.0,4.75
Shardul Thakur,Punjab Kings,2018,2,4,66,40,6.4,10.31
Shardul Thakur,Punjab Kings,2020,2,3,66,48,8.0,8.25
Shardul Thakur,Rajasthan Royals,2018,2,3,40,42,7.0,5.71
Shardul Thakur,Rajasthan Royals,2019,2,4,86,48,8.0,10.75
Shardul Thakur,Rajasthan Royals,2020,1,0,34,24,4.0,8.5
Shardul Thakur,Royal Challengers Bangalore,2017,1,3,35,24,4.0,8.75
Shardul Thakur,Royal Challengers Bangalore,2018,2,2,65,36,6.0,10.83
Shardul Thakur,Royal Challengers Bangalore,2019,1,0,40,24,4.0,10.0
Shardul Thakur,Royal Challengers Bangalore,2020,1,2,40,24,4.0,10.0
Shardul Thakur,Sunrisers Hyderabad,2017,2,0,62,36,6.0,10.33
Shardul Thakur,Sunrisers Hyderabad,2018,4,5,158,90,15.0,10.53
Shardul Thakur,Sunrisers Hyderabad,2019,1,0,31,18,3.0,10.33
Shardul Thakur,Sunrisers Hyderabad,2020,2,2,42,36,6.0,7.0
Shaun Pollock,Chennai Super Kings,2008,2,1,41,42,7.0,5.86
Shaun Pollock,Deccan Chargers,2008,1,0,33,12,2.0,16.5
Shaun Pollock,Delhi Capitals,2008,2,2,49,42,7.0,7.0
Shaun Pollock,Kolkata Knight Riders,2008,2,5,39,48,8.0,4.88
Shaun Pollock,Punjab Kings,2008,2,2,54,42,7.0,7.71
Shaun Pollock,Rajasthan Royals,2008,2,1,45,42,7.0,6.43
Shaun Pollock,Royal Challengers Bangalore,2008,2,0,40,48,8.0,5.0
Shaun Tait,Chennai Super Kings,2010,2,2,66,48,8.0,8.25
Shaun Tait,Chennai Super Kings,2012,1,0,20,19,3.1,6.45
Shaun Tait,Deccan Chargers,2010,1,3,22,24,4.0,5.5
Shaun Tait,Deccan Chargers,2012,1,0,35,22,3.4,10.29
Shaun Tait,Delhi Capitals,2010,2,1,79,48,8.0,9.88
Shaun Tait,Delhi Capitals,2011,1,2,40,24,4.0,10.0
Shaun Tait,Delhi Capitals,2013,1,0,39,18,3.0,13.0
Shaun Tait,Kochi Tuskers Kerala,2011,1,0,36,18,3.0,12.0
Shaun Tait,Kolkata Knight Riders,2010,1,0,29,24,4.0,7.25
Shaun Tait,Kolkata Knight Riders,2011,1,1,29,23,3.5,8.29
Shaun Tait,Kolkata Knight Riders,2013,1,1,29,24,4.0,7.25
Shaun Tait,Mumbai Indians,2010,1,1,46,24,4.0,11.5
Shaun Tait,Mumbai Indians,2012,1,0,40,24,4.0,10.0
Shaun Tait,Pune Warriors India,2012,2,4,38,48,8.0,4.75
Shaun Tait,Punjab Kings,2010,1,3,22,19,3.1,7.1
Shaun Tait,Punjab Kings,2011,1,3,22,24,4.0,5.5
Shaun Tait,Punjab Kings,2012,1,2,18,24,4.0,4.5
Shaun Tait,Royal Challengers Bangalore,2013,1,0,30,18,3.0,10.0
Sheldon Cottrell,Chennai Super Kings,2020,1,0,30,18,3.0,10.0
Sheldon Cottrell,Delhi Capitals,2020,1,2,24,24,4.0,6.0
Sheldon Cottrell,Mumbai Indians,2020,1,1,20,24,4.0,5.0
Sheldon Cottrell,Rajasthan Royals,2020,1,1,52,18,3.0,17.33
Sheldon Cottrell,Royal Challengers Bangalore,2020,1,2,17,18,3.0,5.67
Sheldon Cottrell,Sunrisers Hyderabad,2020,1,0,33,18,3.0,11.0
Sherfane Rutherford,Chennai Super Kings,2019,1,0,19,12,2.0,9.5
Sherfane Rutherford,Punjab Kings,2019,1,0,5,6,1.0,5.0
Sherfane Rutherford,Rajasthan Royals,2019,2,0,18,11,1.5,12.0
Sherfane Rutherford,Royal Challengers Bangalore,2019,1,1,6,6,1.0,6.0
Sherfane Rutherford,Sunrisers Hyderabad,2019,1,0,11,6,1.0,11.0
Shikhar Dhawan,Delhi Capitals,2011,1,1,7,6,1.0,7.0
Shikhar Dhawan,Delhi Capitals,2012,1,1,27,12,2.0,13.5
Shikhar Dhawan,Kolkata Knight Riders,2011,1,0,4,6,1.0,4.0
Shikhar Dhawan,Pune Warriors India,2012,1,1,9,6,1.0,9.0
Shikhar Dhawan,Punjab Kings,2012,1,1,8,12,2.0,4.0
Shikhar Dhawan,Royal Challengers Bangalore,2012,1,0,11,6,1.0,11.0
Shivam Dube,Chennai Super Kings,2019,1,0,3,4,0.4,7.5
Shivam Dube,Chennai Super Kings,2020,1,0,14,6,1.0,14.0
Shivam Dube,Delhi Capitals,2019,1,0,5,6,1.0,5.0
Shivam Dube,Punjab Kings,2020,1,2,33,18,3.0,11.0
Shivam Dube,Rajasthan Royals,2020,1,0,4,6,1.0,4.0
Shivam Dube,Sunrisers Hyderabad,2020,2,2,22,24,4.0,5.5
Shivam Mavi,Chennai Super Kings,2018,1,0,21,18,3.0,7.0
Shivam Mavi,Chennai Super Kings,2020,1,1,32,18,3.0,10.67
Shivam Mavi,Delhi Capitals,2018,2,2,72,36,6.0,12.0
Shivam Mavi,Delhi Capitals,2020,1,0,40,18,3.0,13.33
Shivam Mavi,Mumbai Indians,2020,2,3,56,42,7.0,8.0
Shivam Mavi,Punjab Kings,2018,1,0,29,18,3.0,9.67
Shivam Mavi,Rajasthan Royals,2018,2,2,84,48,8.0,10.5
Shivam Mavi,Rajasthan Royals,2020,2,4,35,48,8.0,4.38
Shivam Mavi,Royal Challengers Bangalore,2018,1,0,21,18,3.0,7.0
Shivam Mavi,Sunrisers Hyderabad,2018,2,1,43,30,5.0,8.6
Shivam Mavi,Sunrisers Hyderabad,2020,2,1,49,30,5.0,9.8
Shivam Sharma,Delhi Capitals,2014,1,0,32,24,4.0,8.0
Shivam Sharma,Mumbai Indians,2014,1,0,32,24,4.0,8.0
Shivam Sharma,Rajasthan Royals,2015,1,1,44,18,3.0,14.67
Shivam Sharma,Royal Challengers Bangalore,2014,1,2,26,24,4.0,6.5
Shivam Sharma,Sunrisers Hyderabad,2014,1,1,31,24,4.0,7.75
Shivil Kaushik,Delhi Capitals,2016,1,1,29,24,4.0,7.25
Shivil Kaushik,Kolkata Knight Riders,2016,1,0,14,6,1.0,14.0
Shivil Kaushik,Kolkata Knight Riders,2017,1,0,40,24,4.0,10.0
Shivil Kaushik,Punjab Kings,2016,1,3,20,24,4.0,5.0
Shivil Kaushik,Rising Pune Supergiant,2016,1,0,32,18,3.0,10.67
Shivil Kaushik,Royal Challengers Bangalore,2016,1,0,50,18,3.0,16.67
Shivil Kaushik,Royal Challengers Bangalore,2017,1,0,36,18,3.0,12.0
Shivil Kaushik,Sunrisers Hyderabad,2016,2,2,47,48,8.0,5.88
Shivil Kaushik,Sunrisers Hyderabad,2017,1,0,29,24,4.0,7.25
Shoaib Ahmed,Chennai Super Kings,2009,2,1,45,30,5.0,9.0
Shoaib Ahmed,Delhi Capitals,2009,2,2,44,30,5.0,8.8
Shoaib Ahmed,Mumbai Indians,2009,1,0,19,12,2.0,9.5
Shoaib Ahmed,Punjab Kings,2009,1,2,25,18,3.0,8.33
Shoaib Ahmed,Rajasthan Royals,2009,1,0,19,12,2.0,9.5
Shoaib Akhtar,Chennai Super Kings,2008,1,0,14,12,2.0,7.0
Shoaib Akhtar,Delhi Capitals,2008,1,4,11,18,3.0,3.67
Shoaib Akhtar,Mumbai Indians,2008,1,1,29,12,2.0,14.5
Shoaib Malik,Chennai Super Kings,2008,2,0,39,18,3.0,13.0
Shoaib Malik,Mumbai Indians,2008,1,1,6,6,1.0,6.0
Shoaib Malik,Punjab Kings,2008,1,1,32,21,3.3,9.7
Shoaib Malik,Royal Challengers Bangalore,2008,1,0,8,6,1.0,8.0
Shreyas Gopal,Chennai Super Kings,2018,1,3,20,24,4.0,5.0
Shreyas Gopal,Chennai Super Kings,2019,2,0,54,42,7.0,7.71
Shreyas Gopal,Chennai Super Kings,2020,2,2,52,48,8.0,6.5
Shreyas Gopal,Delhi Capitals,2014,1,1,20,18,3.0,6.67
Shreyas Gopal,Delhi Capitals,2018,1,1,26,12,2.0,13.0
Shreyas Gopal,Delhi Capitals,2019,2,4,68,48,8.0,8.5
Shreyas Gopal,Delhi Capitals,2020,2,1,54,36,6.0,9.0
Shreyas Gopal,Kolkata Knight Riders,2018,2,1,57,42,7.0,8.14
Shreyas Gopal,Kolkata Knight Riders,2019,2,3,66,42,7.0,9.43
Shreyas Gopal,Kolkata Knight Riders,2020,2,1,87,42,7.0,12.43
Shreyas Gopal,Mumbai Indians,2018,2,0,51,24,4.0,12.75
Shreyas Gopal,Mumbai Indians,2019,2,2,42,48,8.0,5.25
Shreyas Gopal,Mumbai Indians,2020,2,4,58,48,8.0,7.25
Shreyas Gopal,Punjab Kings,2014,1,2,32,24,4.0,8.0
Shreyas Gopal,Punjab Kings,2018,1,0,26,18,3.0,8.67
Shreyas Gopal,Punjab Kings,2019,2,0,36,30,5.0,7.2
Shreyas Gopal,Punjab Kings,2020,2,0,54,30,5.0,10.8
Shreyas Gopal,Rajasthan Royals,2014,2,3,61,42,7.0,8.71
Shreyas Gopal,Rajasthan Royals,2015,1,1,23,13,2.1,10.95
Shreyas Gopal,Rising Pune Supergiant,2016,1,0,18,18,3.0,6.0
Shreyas Gopal,Royal Challengers Bangalore,2018,2,6,38,48,8.0,4.75
Shreyas Gopal,Royal Challengers Bangalore,2019,2,6,24,30,5.0,4.8
Shreyas Gopal,Royal Challengers Bangalore,2020,2,2,59,48,8.0,7.38
Shreyas Gopal,Sunrisers Hyderabad,2018,1,0,18,18,3.0,6.0
Shreyas Gopal,Sunrisers Hyderabad,2019,2,5,57,48,8.0,7.12
Shreyas Gopal,Sunrisers Hyderabad,2020,2,0,63,48,8.0,7.88
Shrikant Mundhe,Delhi Capitals,2011,1,1,6,6,1.0,6.0
Shrikant Wagh,Chennai Super Kings,2010,1,1,16,6,1.0,16.0
Shrikant Wagh,Deccan Chargers,2011,1,0,8,6,1.0,8.0
Shrikant Wagh,Delhi Capitals,2011,1,0,38,18,3.0,12.67
Shrikant Wagh,Kochi Tuskers Kerala,2011,1,0,10,12,2.0,5.0
Shrikant Wagh,Mumbai Indians,2011,2,1,31,30,5.0,6.2
Shrikant Wagh,Punjab Kings,2011,2,3,34,30,5.0,6.8
Shubham Agarwal,Punjab Kings,2017,1,1,42,24,4.0,10.5
Siddarth Kaul,Chennai Super Kings,2013,1,0,37,24,4.0,9.25
Siddarth Kaul,Chennai Super Kings,2018,4,2,148,84,14.0,10.57
Siddarth Kaul,Delhi Capitals,2017,2,2,70,48,8.0,8.75
Siddarth Kaul,Delhi Capitals,2018,2,1,85,48,8.0,10.62
Siddarth Kaul,Delhi Capitals,2019,1,2,35,24,4.0,8.75
Siddarth Kaul,Gujarat Lions,2017,1,1,30,24,4.0,7.5
Siddarth Kaul,Kolkata Knight Riders,2014,1,0,29,18,3.0,9.67
Siddarth Kaul,Kolkata Knight Riders,2017,2,2,40,30,5.0,8.0
Siddarth Kaul,Kolkata Knight Riders,2018,3,5,95,72,12.0,7.92
Siddarth Kaul,Kolkata Knight Riders,2019,1,1,35,24,4.0,8.75
Siddarth Kaul,Mumbai Indians,2014,1,0,21,12,2.0,10.5
Siddarth Kaul,Mumbai Indians,2017,1,3,24,24,4.0,6.0
Siddarth Kaul,Mumbai Indians,2018,2,5,52,48,8.0,6.5
Siddarth Kaul,Mumbai Indians,2019,1,2,34,24,4.0,8.5
Siddarth Kaul,Mumbai Indians,2020,1,2,64,24,4.0,16.0
Siddarth Kaul,Pune Warriors India,2013,1,2,27,24,4.0,6.75
Siddarth Kaul,Punjab Kings,2013,1,0,39,24,4.0,9.75
Siddarth Kaul,Punjab Kings,2017,2,4,62,46,7.4,8.38
Siddarth Kaul,Punjab Kings,2018,2,1,58,48,8.0,7.25
Siddarth Kaul,Punjab Kings,2019,1,1,42,24,4.0,10.5
Siddarth Kaul,Rajasthan Royals,2013,1,1,23,23,3.5,6.57
Siddarth Kaul,Rajasthan Royals,2014,1,0,34,18,3.0,11.33
Siddarth Kaul,Rajasthan Royals,2018,2,4,40,48,8.0,5.0
Siddarth Kaul,Rajasthan Royals,2019,2,0,80,48,8.0,10.0
Siddarth Kaul,Rising Pune Supergiant,2017,2,4,74,42,7.0,10.57
Siddarth Kaul,Royal Challengers Bangalore,2013,1,1,36,24,4.0,9.0
Siddarth Kaul,Royal Challengers Bangalore,2014,1,1,37,24,4.0,9.25
Siddarth Kaul,Royal Challengers Bangalore,2018,2,3,69,48,8.0,8.62
Siddarth Kaul,Royal Challengers Bangalore,2019,1,0,16,18,3.0,5.33
Siddarth Kaul,Sunrisers Hyderabad,2013,1,0,8,12,2.0,4.0
Siddarth Kaul,Sunrisers Hyderabad,2014,1,1,5,6,1.0,5.0
Siddharth Chitnis,Deccan Chargers,2008,1,0,20,12,2.0,10.0
Siddharth Chitnis,Punjab Kings,2008,1,2,40,24,4.0,10.0
Siddharth Trivedi,Chennai Super Kings,2008,2,0,38,24,4.0,9.5
Siddharth Trivedi,Chennai Super Kings,2009,2,1,58,36,6.0,9.67
Siddharth Trivedi,Chennai Super Kings,2010,1,0,18,24,4.0,4.5
Siddharth Trivedi,Chennai Super Kings,2011,2,1,70,34,5.4,12.96
Siddharth Trivedi,Chennai Super Kings,2012,2,2,48,48,8.0,6.0
Siddharth Trivedi,Chennai Super Kings,2013,2,0,54,30,5.0,10.8
Siddharth Trivedi,Deccan Chargers,2008,2,1,45,36,6.0,7.5
Siddharth Trivedi,Deccan Chargers,2009,2,2,46,30,5.0,9.2
Siddharth Trivedi,Deccan Chargers,2010,2,3,51,35,5.5,9.27
Siddharth Trivedi,Deccan Chargers,2011,1,3,15,24,4.0,3.75
Siddharth Trivedi,Deccan Chargers,2012,2,3,47,48,8.0,5.88
Siddharth Trivedi,Delhi Capitals,2008,3,3,80,60,10.0,8.0
Siddharth Trivedi,Delhi Capitals,2009,1,0,9,6,1.0,9.0
Siddharth Trivedi,Delhi Capitals,2010,1,0,35,24,4.0,8.75
Siddharth Trivedi,Delhi Capitals,2011,1,1,36,24,4.0,9.0
Siddharth Trivedi,Delhi Capitals,2013,2,1,56,48,8.0,7.0
Siddharth Trivedi,Kochi Tuskers Kerala,2011,1,3,19,24,4.0,4.75
Siddharth Trivedi,Kolkata Knight Riders,2008,2,3,57,42,7.0,8.14
Siddharth Trivedi,Kolkata Knight Riders,2010,2,1,42,36,6.0,7.0
Siddharth Trivedi,Kolkata Knight Riders,2011,2,0,42,30,5.0,8.4
Siddharth Trivedi,Kolkata Knight Riders,2012,2,2,50,42,7.0,7.14
Siddharth Trivedi,Kolkata Knight Riders,2013,2,3,47,42,7.0,6.71
Siddharth Trivedi,Mumbai Indians,2008,2,2,54,42,7.0,7.71
Siddharth Trivedi,Mumbai Indians,2009,1,2,19,24,4.0,4.75
Siddharth Trivedi,Mumbai Indians,2010,1,1,35,24,4.0,8.75
Siddharth Trivedi,Mumbai Indians,2011,2,0,22,18,3.0,7.33
Siddharth Trivedi,Mumbai Indians,2012,2,0,62,42,7.0,8.86
Siddharth Trivedi,Mumbai Indians,2013,2,2,40,48,8.0,5.0
Siddharth Trivedi,Pune Warriors India,2011,1,2,28,24,4.0,7.0
Siddharth Trivedi,Pune Warriors India,2012,2,0,44,36,6.0,7.33
Siddharth Trivedi,Pune Warriors India,2013,2,1,64,48,8.0,8.0
Siddharth Trivedi,Punjab Kings,2008,2,2,73,48,8.0,9.12
Siddharth Trivedi,Punjab Kings,2009,1,1,20,24,4.0,5.0
Siddharth Trivedi,Punjab Kings,2010,2,4,47,48,8.0,5.88
Siddharth Trivedi,Punjab Kings,2011,1,0,59,24,4.0,14.75
Siddharth Trivedi,Punjab Kings,2012,2,2,60,48,8.0,7.5
Siddharth Trivedi,Punjab Kings,2013,2,2,39,36,6.0,6.5
Siddharth Trivedi,Royal Challengers Bangalore,2008,2,2,52,36,6.0,8.67
Siddharth Trivedi,Royal Challengers Bangalore,2010,1,2,32,22,3.4,9.41
Siddharth Trivedi,Royal Challengers Bangalore,2011,1,0,12,12,2.0,6.0
Siddharth Trivedi,Royal Challengers Bangalore,2012,2,4,69,48,8.0,8.62
Siddharth Trivedi,Royal Challengers Bangalore,2013,2,1,46,41,6.5,7.08
Siddharth Trivedi,Sunrisers Hyderabad,2013,3,2,64,66,11.0,5.82
Sohail Tanvir,Chennai Super Kings,2008,3,10,87,72,12.0,7.25
Sohail Tanvir,Deccan Chargers,2008,1,0,39,24,4.0,9.75
Sohail Tanvir,Delhi Capitals,2008,1,0,16,12,2.0,8.0
Sohail Tanvir,Kolkata Knight Riders,2008,2,5,56,48,8.0,7.0
Sohail Tanvir,Mumbai Indians,2008,2,4,27,43,7.1,3.8
Sohail Tanvir,Royal Challengers Bangalore,2008,2,3,41,48,8.0,5.12
Soumya Sarkar,Delhi Capitals,2009,1,0,19,7,1.1,17.27
Soumya Sarkar,Rajasthan Royals,2009,1,1,15,18,3.0,5.0
Sourav Ganguly,Deccan Chargers,2008,1,2,25,24,4.0,6.25
Sourav Ganguly,Deccan Chargers,2009,1,0,8,6,1.0,8.0
Sourav Ganguly,Deccan Chargers,2012,1,0,39,18,3.0,13.0
Sourav Ganguly,Delhi Capitals,2008,1,0,23,24,4.0,5.75
Sourav Ganguly,Delhi Capitals,2010,1,0,12,6,1.0,12.0
Sourav Ganguly,Delhi Capitals,2012,2,2,39,30,5.0,7.8
Sourav Ganguly,Kolkata Knight Riders,2012,1,0,17,12,2.0,8.5
Sourav Ganguly,Mumbai Indians,2008,1,0,14,12,2.0,7.0
Sourav Ganguly,Mumbai Indians,2009,1,0,16,6,1.0,16.0
Sourav Ganguly,Mumbai Indians,2010,1,0,13,6,1.0,13.0
Sourav Ganguly,Punjab Kings,2009,2,2,33,30,5.0,6.6
Sourav Ganguly,Rajasthan Royals,2008,2,1,38,18,3.0,12.67
Sourav Ganguly,Rajasthan Royals,2009,1,0,23,18,3.0,7.67
Sourav Ganguly,Royal Challengers Bangalore,2008,2,3,28,42,7.0,4.0
Sourav Ganguly,Royal Challengers Bangalore,2009,1,0,17,12,2.0,8.5
Sourav Ganguly,Royal Challengers Bangalore,2010,1,0,18,12,2.0,9.0
Sreenath Aravind,Chennai Super Kings,2011,3,5,91,60,10.0,9.1
Sreenath Aravind,Chennai Super Kings,2015,1,1,25,24,4.0,6.25
Sreenath Aravind,Deccan Chargers,2011,1,0,26,18,3.0,8.67
Sreenath Aravind,Delhi Capitals,2011,1,1,30,24,4.0,7.5
Sreenath Aravind,Delhi Capitals,2016,2,2,60,42,7.0,8.57
Sreenath Aravind,Gujarat Lions,2016,2,1,28,36,6.0,4.67
Sreenath Aravind,Gujarat Lions,2017,2,1,72,42,7.0,10.29
Sreenath Aravind,Kochi Tuskers Kerala,2011,1,2,20,24,4.0,5.0
Sreenath Aravind,Kolkata Knight Riders,2011,2,3,55,36,6.0,9.17
Sreenath Aravind,Kolkata Knight Riders,2016,2,3,57,37,6.1,9.34
Sreenath Aravind,Kolkata Knight Riders,2017,2,1,53,27,4.3,12.33
Sreenath Aravind,Mumbai Indians,2011,1,2,27,18,3.0,9.0
Sreenath Aravind,Mumbai Indians,2015,1,1,29,24,4.0,7.25
Sreenath Aravind,Mumbai Indians,2016,1,1,23,24,4.0,5.75
Sreenath Aravind,Mumbai Indians,2017,2,0,42,36,6.0,7.0
Sreenath Aravind,Pune Warriors India,2011,1,1,35,24,4.0,8.75
Sreenath Aravind,Punjab Kings,2011,2,4,50,48,8.0,6.25
Sreenath Aravind,Punjab Kings,2015,2,4,58,36,6.0,9.67
Sreenath Aravind,Punjab Kings,2016,1,2,18,12,2.0,9.0
Sreenath Aravind,Punjab Kings,2017,1,1,13,12,2.0,6.5
Sreenath Aravind,Rajasthan Royals,2011,1,3,34,24,4.0,8.5
Sreenath Aravind,Rajasthan Royals,2012,1,0,48,18,3.0,16.0
