batsman,Bowling Team,Innings,batsman_runs,valid_ball,Strike Rate,not outs,Average
AB de Villiers,Chennai Super Kings,23,516,333,154.95,2,24.56
AB de Villiers,Deccan Chargers,7,153,127,120.47,1,25.5
AB de Villiers,Delhi Capitals,13,474,289,164.01,4,52.67
AB de Villiers,Gujarat Lions,4,233,125,186.4,2,116.5
AB de Villiers,Kochi Tuskers Kerala,1,54,40,135.0,1,54.0
AB de Villiers,Kolkata Knight Riders,18,435,291,149.48,5,33.46
AB de Villiers,Mumbai Indians,22,726,495,146.67,6,45.38
AB de Villiers,Pune Warriors India,5,149,69,215.94,3,74.5
AB de Villiers,Punjab Kings,21,710,445,159.55,6,47.33
AB de Villiers,Rajasthan Royals,19,648,439,147.61,5,46.29
AB de Villiers,Rising Pune Supergiant,4,116,87,133.33,0,29.0
AB de Villiers,Royal Challengers Bangalore,4,115,112,102.68,0,28.75
AB de Villiers,Sunrisers Hyderabad,15,520,329,158.05,1,37.14
Aakash Chopra,Deccan Chargers,2,35,42,83.33,0,17.5
Aakash Chopra,Delhi Capitals,1,13,17,76.47,0,13.0
Aakash Chopra,Mumbai Indians,1,1,4,25.0,0,1.0
Aakash Chopra,Punjab Kings,1,2,3,66.67,0,2.0
Aakash Chopra,Royal Challengers Bangalore,1,2,5,40.0,0,2.0
Aaron Finch,Chennai Super Kings,8,154,128,120.31,0,19.25
Aaron Finch,Deccan Chargers,2,0,3,0.0,0,0.0
Aaron Finch,Delhi Capitals,9,297,208,142.79,1,37.12
Aaron Finch,Kolkata Knight Riders,13,315,231,136.36,0,24.23
Aaron Finch,Mumbai Indians,10,267,230,116.09,1,29.67
Aaron Finch,Pune Warriors India,1,25,12,208.33,0,25.0
Aaron Finch,Punjab Kings,10,243,197,123.35,0,24.3
Aaron Finch,Rajasthan Royals,8,163,146,111.64,0,20.38
Aaron Finch,Rising Pune Supergiant,3,96,61,157.38,1,48.0
Aaron Finch,Royal Challengers Bangalore,11,240,182,131.87,1,24.0
Aaron Finch,Sunrisers Hyderabad,10,205,164,125.0,2,25.62
Abdul Samad,Chennai Super Kings,1,8,6,133.33,1,8.0
Abdul Samad,Delhi Capitals,2,45,23,195.65,1,45.0
Abdul Samad,Kolkata Knight Riders,1,23,15,153.33,0,23.0
Abdul Samad,Mumbai Indians,1,20,9,222.22,0,20.0
Abdul Samad,Punjab Kings,2,15,12,125.0,0,7.5
Abdur Razzak,Rajasthan Royals,1,0,2,0.0,1,0.0
Abhimanyu Mithun,Chennai Super Kings,1,11,8,137.5,0,11.0
Abhimanyu Mithun,Delhi Capitals,2,5,6,83.33,0,2.5
Abhimanyu Mithun,Kolkata Knight Riders,1,2,2,100.0,0,2.0
Abhimanyu Mithun,Punjab Kings,2,16,10,160.0,1,16.0
Abhinav Mukund,Rajasthan Royals,2,19,22,86.36,0,9.5
Abhishek Jhunjhunwala,Chennai Super Kings,3,19,11,172.73,1,9.5
Abhishek Jhunjhunwala,Deccan Chargers,1,11,8,137.5,0,11.0
Abhishek Jhunjhunwala,Delhi Capitals,3,59,55,107.27,1,29.5
Abhishek Jhunjhunwala,Kolkata Knight Riders,1,45,36,125.0,0,45.0
Abhishek Jhunjhunwala,Mumbai Indians,3,46,48,95.83,0,15.33
Abhishek Jhunjhunwala,Punjab Kings,2,19,22,86.36,0,9.5
Abhishek Jhunjhunwala,Royal Challengers Bangalore,2,18,29,62.07,0,9.0
Abhishek Nayar,Chennai Super Kings,8,147,99,148.48,3,29.4
Abhishek Nayar,Deccan Chargers,6,99,70,141.43,1,19.8
Abhishek Nayar,Delhi Capitals,5,42,54,77.78,1,10.5
Abhishek Nayar,Kolkata Knight Riders,3,13,18,72.22,0,4.33
Abhishek Nayar,Mumbai Indians,3,31,30,103.33,0,10.33
Abhishek Nayar,Pune Warriors India,2,36,45,80.0,0,18.0
Abhishek Nayar,Punjab Kings,6,94,83,113.25,2,23.5
Abhishek Nayar,Rajasthan Royals,6,92,70,131.43,2,23.0
Abhishek Nayar,Royal Challengers Bangalore,8,95,85,111.76,3,19.0
Abhishek Nayar,Sunrisers Hyderabad,3,23,19,121.05,0,7.67
Abhishek Raut,Chennai Super Kings,3,28,23,121.74,1,14.0
Abhishek Raut,Deccan Chargers,3,37,28,132.14,1,18.5
Abhishek Raut,Delhi Capitals,1,11,13,84.62,0,11.0
Abhishek Raut,Kolkata Knight Riders,3,34,32,106.25,1,17.0
Abhishek Raut,Mumbai Indians,1,20,17,117.65,1,20.0
Abhishek Raut,Punjab Kings,3,27,26,103.85,1,13.5
Abhishek Raut,Royal Challengers Bangalore,2,37,28,132.14,2,37.0
Abhishek Sharma,Chennai Super Kings,2,33,28,117.86,0,16.5
Abhishek Sharma,Delhi Capitals,2,3,4,75.0,1,3.0
Abhishek Sharma,Kolkata Knight Riders,1,2,3,66.67,1,2.0
Abhishek Sharma,Mumbai Indians,3,27,26,103.85,1,13.5
Abhishek Sharma,Punjab Kings,2,17,9,188.89,1,17.0
Abhishek Sharma,Royal Challengers Bangalore,3,61,28,217.86,1,30.5
Abu Nechim,Chennai Super Kings,2,8,8,100.0,2,8.0
Abu Nechim,Kolkata Knight Riders,1,5,2,250.0,1,5.0
Abu Nechim,Mumbai Indians,1,1,1,100.0,1,1.0
Abu Nechim,Royal Challengers Bangalore,1,18,13,138.46,1,18.0
Abu Nechim,Sunrisers Hyderabad,1,4,2,200.0,0,4.0
Adam Gilchrist,Chennai Super Kings,10,255,174,146.55,1,28.33
Adam Gilchrist,Deccan Chargers,2,112,83,134.94,0,56.0
Adam Gilchrist,Delhi Capitals,12,321,194,165.46,0,26.75
Adam Gilchrist,Kochi Tuskers Kerala,1,9,15,60.0,0,9.0
Adam Gilchrist,Kolkata Knight Riders,11,271,225,120.44,1,27.1
Adam Gilchrist,Mumbai Indians,9,234,165,141.82,1,29.25
Adam Gilchrist,Pune Warriors India,6,50,52,96.15,0,8.33
Adam Gilchrist,Punjab Kings,6,141,93,151.61,0,23.5
Adam Gilchrist,Rajasthan Royals,10,255,189,134.92,0,25.5
Adam Gilchrist,Royal Challengers Bangalore,11,369,246,150.0,1,36.9
Adam Gilchrist,Sunrisers Hyderabad,2,52,47,110.64,0,26.0
Adam Milne,Mumbai Indians,1,0,1,0.0,1,0.0
Adam Milne,Rising Pune Supergiant,2,7,11,63.64,0,3.5
Adam Voges,Chennai Super Kings,1,20,19,105.26,0,20.0
Adam Voges,Delhi Capitals,1,15,17,88.24,0,15.0
Adam Voges,Kolkata Knight Riders,2,45,29,155.17,1,45.0
Adam Voges,Mumbai Indians,1,28,27,103.7,0,28.0
Adam Voges,Punjab Kings,1,45,24,187.5,1,45.0
Adam Voges,Royal Challengers Bangalore,1,28,27,103.7,1,28.0
Adam Zampa,Delhi Capitals,1,5,7,71.43,0,5.0
Adam Zampa,Sunrisers Hyderabad,1,0,1,0.0,0,0.0
Aditya Dole,Deccan Chargers,1,4,4,100.0,0,4.0
Aditya Dole,Mumbai Indians,1,30,18,166.67,0,30.0
Aditya Tare,Chennai Super Kings,5,39,33,118.18,0,7.8
Aditya Tare,Delhi Capitals,3,39,28,139.29,0,13.0
Aditya Tare,Kolkata Knight Riders,4,34,35,97.14,1,11.33
Aditya Tare,Mumbai Indians,1,0,1,0.0,0,0.0
Aditya Tare,Punjab Kings,4,45,29,155.17,1,15.0
Aditya Tare,Rajasthan Royals,4,123,78,157.69,1,41.0
Aditya Tare,Rising Pune Supergiant,2,8,19,42.11,0,4.0
Aditya Tare,Royal Challengers Bangalore,3,44,44,100.0,0,14.67
Aditya Tare,Sunrisers Hyderabad,1,7,5,140.0,0,7.0
Adrian Barath,Deccan Chargers,1,7,10,70.0,0,7.0
Adrian Barath,Delhi Capitals,1,2,5,40.0,1,2.0
Adrian Barath,Mumbai Indians,1,33,27,122.22,0,33.0
Aiden Blizzard,Deccan Chargers,1,1,7,14.29,0,1.0
Aiden Blizzard,Delhi Capitals,2,37,26,142.31,0,18.5
Aiden Blizzard,Kolkata Knight Riders,1,51,30,170.0,0,51.0
Aiden Blizzard,Pune Warriors India,1,6,6,100.0,0,6.0
Aiden Blizzard,Punjab Kings,1,15,10,150.0,0,15.0
Aiden Blizzard,Royal Challengers Bangalore,1,10,11,90.91,0,10.0
Ajantha Mendis,Mumbai Indians,1,0,1,0.0,0,0.0
Ajantha Mendis,Royal Challengers Bangalore,2,3,5,60.0,1,3.0
Ajinkya Rahane,Chennai Super Kings,15,273,229,119.21,1,19.5
Ajinkya Rahane,Deccan Chargers,3,50,45,111.11,0,16.67
Ajinkya Rahane,Delhi Capitals,18,784,587,133.56,6,65.33
Ajinkya Rahane,Gujarat Lions,4,78,69,113.04,0,19.5
Ajinkya Rahane,Kochi Tuskers Kerala,1,8,9,88.89,0,8.0
Ajinkya Rahane,Kolkata Knight Riders,20,478,401,119.2,0,23.9
Ajinkya Rahane,Mumbai Indians,20,593,480,123.54,2,32.94
Ajinkya Rahane,Pune Warriors India,5,173,134,129.1,1,43.25
Ajinkya Rahane,Punjab Kings,17,455,397,114.61,3,32.5
Ajinkya Rahane,Rajasthan Royals,2,5,16,31.25,0,2.5
Ajinkya Rahane,Royal Challengers Bangalore,19,639,494,129.35,2,37.59
Ajinkya Rahane,Sunrisers Hyderabad,16,397,375,105.87,1,26.47
Ajit Agarkar,Chennai Super Kings,3,23,20,115.0,1,11.5
Ajit Agarkar,Deccan Chargers,2,15,8,187.5,1,15.0
Ajit Agarkar,Delhi Capitals,2,56,41,136.59,0,28.0
Ajit Agarkar,Mumbai Indians,3,24,25,96.0,1,12.0
Ajit Agarkar,Punjab Kings,2,10,11,90.91,2,10.0
Ajit Agarkar,Rajasthan Royals,4,39,33,118.18,2,19.5
Ajit Agarkar,Royal Challengers Bangalore,2,12,13,92.31,2,12.0
Ajit Chandila,Deccan Chargers,1,0,1,0.0,1,0.0
Ajit Chandila,Royal Challengers Bangalore,1,4,6,66.67,1,4.0
Akila Dananjaya,Delhi Capitals,1,4,5,80.0,1,4.0
Akshath Reddy,Delhi Capitals,1,1,8,12.5,0,1.0
Akshath Reddy,Mumbai Indians,1,7,9,77.78,0,7.0
Akshath Reddy,Pune Warriors India,1,27,30,90.0,0,27.0
Akshath Reddy,Punjab Kings,2,43,30,143.33,0,21.5
Akshath Reddy,Rajasthan Royals,2,44,40,110.0,0,22.0
Akshath Reddy,Royal Challengers Bangalore,3,42,43,97.67,0,14.0
Akshdeep Nath,Chennai Super Kings,1,24,20,120.0,0,24.0
Akshdeep Nath,Delhi Capitals,1,19,12,158.33,0,19.0
Akshdeep Nath,Kolkata Knight Riders,1,13,15,86.67,0,13.0
Akshdeep Nath,Mumbai Indians,2,14,14,100.0,0,7.0
Akshdeep Nath,Punjab Kings,2,3,8,37.5,0,1.5
Akshdeep Nath,Rajasthan Royals,1,9,13,69.23,0,9.0
Akshdeep Nath,Royal Challengers Bangalore,1,3,6,50.0,0,3.0
Akshdeep Nath,Sunrisers Hyderabad,1,5,10,50.0,0,5.0
Albie Morkel,Chennai Super Kings,2,81,63,128.57,1,81.0
Albie Morkel,Deccan Chargers,9,138,90,153.33,5,34.5
Albie Morkel,Delhi Capitals,8,80,60,133.33,2,13.33
Albie Morkel,Kochi Tuskers Kerala,2,22,14,157.14,2,22.0
Albie Morkel,Kolkata Knight Riders,7,106,73,145.21,6,106.0
Albie Morkel,Mumbai Indians,6,39,34,114.71,0,6.5
Albie Morkel,Pune Warriors India,3,16,18,88.89,1,8.0
Albie Morkel,Punjab Kings,9,111,82,135.37,4,22.2
Albie Morkel,Rajasthan Royals,10,254,156,162.82,4,42.33
Albie Morkel,Royal Challengers Bangalore,11,127,92,138.04,2,14.11
Alex Carey,Chennai Super Kings,1,4,7,57.14,0,4.0
Alex Carey,Mumbai Indians,1,14,9,155.56,1,14.0
Alex Carey,Rajasthan Royals,1,14,13,107.69,0,14.0
Alex Hales,Chennai Super Kings,1,2,9,22.22,0,2.0
Alex Hales,Delhi Capitals,2,59,40,147.5,0,29.5
Alex Hales,Rajasthan Royals,1,45,39,115.38,0,45.0
Alex Hales,Royal Challengers Bangalore,2,42,29,144.83,0,21.0
Alfonso Thomas,Chennai Super Kings,1,1,2,50.0,1,1.0
Alfonso Thomas,Deccan Chargers,1,12,9,133.33,0,12.0
Alfonso Thomas,Mumbai Indians,1,0,2,0.0,1,0.0
Alfonso Thomas,Royal Challengers Bangalore,1,7,6,116.67,0,7.0
Ali Murtuza,Kolkata Knight Riders,1,3,5,60.0,1,3.0
Ali Murtuza,Rajasthan Royals,1,2,5,40.0,1,2.0
Ali Murtuza,Royal Challengers Bangalore,1,5,4,125.0,0,5.0
Alzarri Joseph,Punjab Kings,1,15,13,115.38,1,15.0
Ambati Rayudu,Chennai Super Kings,17,320,259,123.55,3,22.86
Ambati Rayudu,Deccan Chargers,6,108,91,118.68,2,27.0
Ambati Rayudu,Delhi Capitals,20,522,374,139.57,6,37.29
Ambati Rayudu,Gujarat Lions,1,20,18,111.11,0,20.0
Ambati Rayudu,Kochi Tuskers Kerala,1,53,33,160.61,0,53.0
Ambati Rayudu,Kolkata Knight Riders,18,418,323,129.41,2,26.12
Ambati Rayudu,Mumbai Indians,8,184,148,124.32,1,26.29
Ambati Rayudu,Pune Warriors India,5,92,96,95.83,0,18.4
Ambati Rayudu,Punjab Kings,18,378,291,129.9,5,29.08
Ambati Rayudu,Rajasthan Royals,15,344,263,130.8,2,26.46
Ambati Rayudu,Rising Pune Supergiant,5,66,76,86.84,0,13.2
Ambati Rayudu,Royal Challengers Bangalore,20,658,542,121.4,2,36.56
Ambati Rayudu,Sunrisers Hyderabad,15,496,374,132.62,4,45.09
Amit Mishra,Chennai Super Kings,8,58,63,92.06,3,11.6
Amit Mishra,Deccan Chargers,4,6,14,42.86,0,1.5
Amit Mishra,Delhi Capitals,2,22,19,115.79,1,22.0
Amit Mishra,Gujarat Lions,1,8,2,400.0,1,8.0
Amit Mishra,Kochi Tuskers Kerala,1,0,1,0.0,0,0.0
Amit Mishra,Kolkata Knight Riders,8,62,64,96.88,6,31.0
Amit Mishra,Mumbai Indians,10,88,85,103.53,5,17.6
Amit Mishra,Pune Warriors India,2,30,25,120.0,0,15.0
Amit Mishra,Punjab Kings,6,27,32,84.38,5,27.0
Amit Mishra,Rajasthan Royals,7,30,49,61.22,2,6.0
Amit Mishra,Rising Pune Supergiant,1,13,9,144.44,1,13.0
Amit Mishra,Royal Challengers Bangalore,3,17,22,77.27,1,8.5
Amit Mishra,Sunrisers Hyderabad,1,1,2,50.0,0,1.0
Amit Paunikar,Deccan Chargers,1,20,18,111.11,0,20.0
Amit Paunikar,Delhi Capitals,1,5,7,71.43,0,5.0
Amit Paunikar,Kolkata Knight Riders,2,24,29,82.76,0,12.0
Amit Paunikar,Royal Challengers Bangalore,1,0,1,0.0,0,0.0
Amit Uniyal,Delhi Capitals,1,4,6,66.67,1,4.0
Amit Uniyal,Mumbai Indians,1,0,1,0.0,0,0.0
Andre Russell,Chennai Super Kings,8,226,140,161.43,3,45.2
Andre Russell,Delhi Capitals,7,227,114,199.12,0,32.43
Andre Russell,Kolkata Knight Riders,1,4,8,50.0,0,4.0
Andre Russell,Mumbai Indians,9,174,112,155.36,1,21.75
Andre Russell,Punjab Kings,8,251,121,207.44,0,31.38
Andre Russell,Rajasthan Royals,8,168,97,173.2,2,28.0
Andre Russell,Rising Pune Supergiant,1,17,11,154.55,0,17.0
Andre Russell,Royal Challengers Bangalore,10,339,151,224.5,3,48.43
Andre Russell,Sunrisers Hyderabad,9,111,72,154.17,1,13.88
Andrew Flintoff,Delhi Capitals,1,16,17,94.12,0,16.0
Andrew Flintoff,Mumbai Indians,1,24,23,104.35,0,24.0
Andrew Flintoff,Royal Challengers Bangalore,1,22,13,169.23,1,22.0
Andrew McDonald,Chennai Super Kings,1,8,7,114.29,0,8.0
Andrew McDonald,Delhi Capitals,2,30,21,142.86,0,15.0
Andrew McDonald,Mumbai Indians,1,33,31,106.45,1,33.0
Andrew McDonald,Punjab Kings,2,17,16,106.25,1,17.0
Andrew McDonald,Rajasthan Royals,1,14,9,155.56,1,14.0
Andrew McDonald,Royal Challengers Bangalore,2,21,16,131.25,1,21.0
Andrew Symonds,Chennai Super Kings,4,131,113,115.93,2,65.5
Andrew Symonds,Deccan Chargers,2,52,52,100.0,1,52.0
Andrew Symonds,Delhi Capitals,6,170,108,157.41,1,34.0
Andrew Symonds,Kolkata Knight Riders,4,100,97,103.09,0,25.0
Andrew Symonds,Mumbai Indians,2,22,24,91.67,0,11.0
Andrew Symonds,Pune Warriors India,2,19,18,105.56,1,19.0
Andrew Symonds,Punjab Kings,6,154,115,133.91,2,38.5
Andrew Symonds,Rajasthan Royals,5,201,130,154.62,1,50.25
Andrew Symonds,Royal Challengers Bangalore,5,125,88,142.05,1,31.25
Andrew Tye,Chennai Super Kings,2,3,6,50.0,1,3.0
Andrew Tye,Delhi Capitals,2,9,15,60.0,0,4.5
Andrew Tye,Kolkata Knight Riders,2,14,12,116.67,1,14.0
Andrew Tye,Mumbai Indians,1,25,11,227.27,0,25.0
Andrew Tye,Punjab Kings,1,22,12,183.33,0,22.0
Andrew Tye,Rajasthan Royals,1,1,1,100.0,1,1.0
Andrew Tye,Royal Challengers Bangalore,3,13,16,81.25,1,6.5
Andrew Tye,Sunrisers Hyderabad,1,4,2,200.0,0,4.0
Angelo Mathews,Chennai Super Kings,3,81,83,97.59,0,27.0
Angelo Mathews,Deccan Chargers,2,69,49,140.82,1,69.0
Angelo Mathews,Delhi Capitals,4,106,70,151.43,3,106.0
Angelo Mathews,Kolkata Knight Riders,5,126,95,132.63,0,25.2
Angelo Mathews,Mumbai Indians,5,51,41,124.39,1,12.75
Angelo Mathews,Punjab Kings,5,57,38,150.0,2,19.0
Angelo Mathews,Rajasthan Royals,6,96,78,123.08,2,24.0
Angelo Mathews,Royal Challengers Bangalore,7,64,55,116.36,0,9.14
Angelo Mathews,Sunrisers Hyderabad,4,74,64,115.62,2,37.0
Aniket Choudhary,Gujarat Lions,1,15,12,125.0,1,15.0
Aniket Choudhary,Punjab Kings,1,4,6,66.67,0,4.0
Aniket Choudhary,Sunrisers Hyderabad,1,6,2,300.0,1,6.0
Anil Kumble,Chennai Super Kings,2,3,6,50.0,2,3.0
Anil Kumble,Deccan Chargers,3,4,6,66.67,3,4.0
Anil Kumble,Delhi Capitals,2,2,2,100.0,2,2.0
Anil Kumble,Mumbai Indians,3,9,11,81.82,3,9.0
Anil Kumble,Punjab Kings,4,9,14,64.29,2,4.5
Anil Kumble,Rajasthan Royals,1,8,8,100.0,0,8.0
Anirudh Singh,Kolkata Knight Riders,1,14,14,100.0,0,14.0
Anirudh Singh,Punjab Kings,1,0,1,0.0,0,0.0
Anirudh Singh,Rajasthan Royals,1,9,12,75.0,0,9.0
Anirudh Singh,Royal Challengers Bangalore,1,40,39,102.56,0,40.0
Anirudha Srikkanth,Deccan Chargers,3,28,24,116.67,1,14.0
Anirudha Srikkanth,Kolkata Knight Riders,2,67,60,111.67,0,33.5
Anirudha Srikkanth,Mumbai Indians,2,15,12,125.0,1,15.0
Anirudha Srikkanth,Pune Warriors India,2,7,9,77.78,0,3.5
Anirudha Srikkanth,Punjab Kings,2,1,2,50.0,1,1.0
Anirudha Srikkanth,Rajasthan Royals,1,18,5,360.0,1,18.0
Ankeet Chavan,Delhi Capitals,1,7,6,116.67,1,7.0
Ankeet Chavan,Kochi Tuskers Kerala,1,1,3,33.33,0,1.0
Ankeet Chavan,Mumbai Indians,1,4,2,200.0,0,4.0
Ankit Bawne,Kolkata Knight Riders,1,12,12,100.0,1,12.0
Ankit Rajpoot,Chennai Super Kings,1,2,4,50.0,0,2.0
Ankit Rajpoot,Kolkata Knight Riders,1,7,5,140.0,1,7.0
Ankit Rajpoot,Mumbai Indians,3,8,18,44.44,1,4.0
Ankit Rajpoot,Royal Challengers Bangalore,1,1,5,20.0,0,1.0
Ankit Rajpoot,Sunrisers Hyderabad,1,8,9,88.89,0,8.0
Ankit Sharma,Chennai Super Kings,3,45,36,125.0,0,15.0
Ankit Sharma,Delhi Capitals,1,1,1,100.0,1,1.0
Ankit Sharma,Gujarat Lions,1,25,15,166.67,0,25.0
Ankit Sharma,Kolkata Knight Riders,1,1,2,50.0,0,1.0
Ankit Sharma,Mumbai Indians,2,5,5,100.0,0,2.5
Ankit Sharma,Royal Challengers Bangalore,2,10,8,125.0,2,10.0
Ankit Soni,Mumbai Indians,1,7,2,350.0,1,7.0
Ankit Soni,Rising Pune Supergiant,1,0,1,0.0,0,0.0
Ankit Soni,Sunrisers Hyderabad,1,0,6,0.0,0,0.0
Anrich Nortje,Punjab Kings,1,3,1,300.0,1,3.0
Anrich Nortje,Sunrisers Hyderabad,2,4,5,80.0,1,4.0
Anureet Singh,Chennai Super Kings,2,11,22,50.0,0,5.5
Anureet Singh,Delhi Capitals,2,8,4,200.0,1,8.0
Anureet Singh,Kolkata Knight Riders,4,4,9,44.44,3,4.0
Anureet Singh,Mumbai Indians,1,0,2,0.0,0,0.0
Anureet Singh,Rajasthan Royals,1,0,3,0.0,1,0.0
Anureet Singh,Royal Challengers Bangalore,1,0,2,0.0,0,0.0
Anureet Singh,Sunrisers Hyderabad,2,15,14,107.14,0,7.5
Anustup Majumdar,Kolkata Knight Riders,1,17,22,77.27,0,17.0
Anustup Majumdar,Rajasthan Royals,2,39,28,139.29,0,19.5
Anustup Majumdar,Royal Challengers Bangalore,1,31,26,119.23,0,31.0
Arindam Ghosh,Mumbai Indians,1,0,1,0.0,0,0.0
Arindam Ghosh,Royal Challengers Bangalore,1,7,7,100.0,0,7.0
Arjun Yadav,Chennai Super Kings,1,0,1,0.0,0,0.0
Arjun Yadav,Delhi Capitals,1,12,7,171.43,0,12.0
Arjun Yadav,Kolkata Knight Riders,1,10,10,100.0,0,10.0
Arjun Yadav,Rajasthan Royals,1,16,9,177.78,0,16.0
Arjun Yadav,Royal Challengers Bangalore,2,11,12,91.67,1,11.0
Arshdeep Singh,Sunrisers Hyderabad,1,0,3,0.0,0,0.0
Arun Karthik,Chennai Super Kings,1,5,5,100.0,1,5.0
Arun Karthik,Delhi Capitals,1,5,5,100.0,0,5.0
Arun Karthik,Kolkata Knight Riders,1,1,2,50.0,0,1.0
Arun Karthik,Mumbai Indians,2,31,27,114.81,1,31.0
Arun Karthik,Punjab Kings,1,6,6,100.0,0,6.0
Arun Karthik,Rajasthan Royals,1,3,5,60.0,1,3.0
Arun Karthik,Sunrisers Hyderabad,1,0,1,0.0,0,0.0
Asad Pathan,Chennai Super Kings,1,14,5,280.0,0,14.0
Asad Pathan,Deccan Chargers,1,4,4,100.0,0,4.0
Asad Pathan,Kochi Tuskers Kerala,1,12,4,300.0,1,12.0
Asad Pathan,Mumbai Indians,1,0,2,0.0,0,0.0
Asad Pathan,Punjab Kings,3,9,8,112.5,1,4.5
Ashish Nehra,Chennai Super Kings,2,1,3,33.33,1,1.0
Ashish Nehra,Deccan Chargers,1,22,15,146.67,1,22.0
Ashish Nehra,Delhi Capitals,1,1,1,100.0,1,1.0
Ashish Nehra,Kolkata Knight Riders,2,1,5,20.0,1,1.0
Ashish Nehra,Mumbai Indians,2,1,6,16.67,0,0.5
Ashish Nehra,Punjab Kings,5,6,19,31.58,3,3.0
Ashish Nehra,Rajasthan Royals,1,9,8,112.5,1,9.0
Ashish Nehra,Royal Challengers Bangalore,2,0,2,0.0,2,0.0
Ashish Nehra,Sunrisers Hyderabad,1,0,1,0.0,0,0.0
Ashish Reddy,Chennai Super Kings,3,45,25,180.0,1,22.5
Ashish Reddy,Delhi Capitals,3,36,23,156.52,0,12.0
Ashish Reddy,Kolkata Knight Riders,2,17,13,130.77,0,8.5
Ashish Reddy,Mumbai Indians,2,27,25,108.0,0,13.5
Ashish Reddy,Pune Warriors India,2,26,19,136.84,2,26.0
Ashish Reddy,Punjab Kings,3,37,23,160.87,2,37.0
Ashish Reddy,Rajasthan Royals,3,37,24,154.17,2,37.0
Ashish Reddy,Royal Challengers Bangalore,5,55,41,134.15,1,13.75
Ashley Noffke,Kolkata Knight Riders,1,9,10,90.0,0,9.0
Ashok Menaria,Chennai Super Kings,4,46,52,88.46,1,15.33
Ashok Menaria,Deccan Chargers,2,42,37,113.51,0,21.0
Ashok Menaria,Delhi Capitals,3,25,21,119.05,0,8.33
Ashok Menaria,Kochi Tuskers Kerala,1,31,28,110.71,0,31.0
Ashok Menaria,Kolkata Knight Riders,4,89,74,120.27,0,22.25
Ashok Menaria,Mumbai Indians,3,45,37,121.62,1,22.5
Ashok Menaria,Pune Warriors India,2,47,43,109.3,0,23.5
Ashok Menaria,Punjab Kings,3,68,56,121.43,0,22.67
Ashok Menaria,Royal Challengers Bangalore,1,8,6,133.33,0,8.0
Ashoke Dinda,Chennai Super Kings,1,2,2,100.0,1,2.0
Ashoke Dinda,Deccan Chargers,1,2,2,100.0,0,2.0
Ashoke Dinda,Delhi Capitals,1,7,7,100.0,0,7.0
Ashoke Dinda,Mumbai Indians,4,3,11,27.27,2,1.5
Ashoke Dinda,Punjab Kings,2,4,10,40.0,1,4.0
Ashoke Dinda,Rajasthan Royals,2,1,6,16.67,0,0.5
Ashoke Dinda,Royal Challengers Bangalore,3,7,7,100.0,2,7.0
Ashoke Dinda,Sunrisers Hyderabad,2,0,3,0.0,0,0.0
Ashton Turner,Delhi Capitals,1,0,1,0.0,0,0.0
Ashton Turner,Mumbai Indians,1,0,1,0.0,0,0.0
Ashton Turner,Punjab Kings,1,0,1,0.0,0,0.0
Ashton Turner,Sunrisers Hyderabad,1,3,7,42.86,1,3.0
Avesh Khan,Punjab Kings,1,4,3,133.33,1,4.0
Axar Patel,Chennai Super Kings,8,99,83,119.28,2,16.5
Axar Patel,Delhi Capitals,6,148,127,116.54,2,37.0
Axar Patel,Gujarat Lions,4,40,22,181.82,2,20.0
Axar Patel,Kolkata Knight Riders,10,78,60,130.0,1,8.67
Axar Patel,Mumbai Indians,11,133,114,116.67,3,16.62
Axar Patel,Punjab Kings,2,7,9,77.78,0,3.5
Axar Patel,Rajasthan Royals,7,74,58,127.59,2,14.8
Axar Patel,Rising Pune Supergiant,3,47,45,104.44,0,15.67
Axar Patel,Royal Challengers Bangalore,10,153,97,157.73,6,38.25
Axar Patel,Sunrisers Hyderabad,10,134,98,136.73,3,19.14
Azhar Bilakhia,Chennai Super Kings,1,12,14,85.71,1,12.0
Azhar Bilakhia,Delhi Capitals,2,32,46,69.57,0,16.0
Azhar Bilakhia,Rajasthan Royals,2,3,9,33.33,0,1.5
Azhar Bilakhia,Royal Challengers Bangalore,2,22,15,146.67,1,22.0
Azhar Mahmood,Chennai Super Kings,3,35,26,134.62,1,17.5
Azhar Mahmood,Deccan Chargers,2,45,29,155.17,0,22.5
Azhar Mahmood,Delhi Capitals,3,54,58,93.1,0,18.0
Azhar Mahmood,Kolkata Knight Riders,2,2,8,25.0,0,1.0
Azhar Mahmood,Mumbai Indians,3,99,64,154.69,0,33.0
Azhar Mahmood,Pune Warriors India,1,0,4,0.0,0,0.0
Azhar Mahmood,Rajasthan Royals,3,53,51,103.92,0,17.67
Azhar Mahmood,Royal Challengers Bangalore,3,96,59,162.71,1,48.0
Azhar Mahmood,Sunrisers Hyderabad,1,4,4,100.0,0,4.0
Balachandra Akhil,Chennai Super Kings,3,8,12,66.67,2,8.0
Balachandra Akhil,Deccan Chargers,1,27,7,385.71,1,27.0
Balachandra Akhil,Delhi Capitals,3,24,16,150.0,1,12.0
Balachandra Akhil,Kolkata Knight Riders,1,0,2,0.0,0,0.0
Balachandra Akhil,Mumbai Indians,2,8,9,88.89,1,8.0
Balachandra Akhil,Rajasthan Royals,1,9,9,100.0,0,9.0
Barinder Sran,Delhi Capitals,2,1,1,100.0,2,1.0
