batsman,season,Bowling Team,Innings,batsman_runs,valid_ball,not outs,Average,Strike Rate
Ajinkya Rahane,2015,Delhi Capitals,2,138,93,1,138.0,148.39
Ajinkya Rahane,2015,Kolkata Knight Riders,1,37,21,0,37.0,176.19
Ajinkya Rahane,2015,Mumbai Indians,2,62,51,0,31.0,121.57
Ajinkya Rahane,2015,Punjab Kings,2,74,62,0,37.0,119.35
Ajinkya Rahane,2015,Royal Challengers Bangalore,2,60,51,0,30.0,117.65
Ajinkya Rahane,2015,Sunrisers Hyderabad,2,70,62,0,35.0,112.9
Ajinkya Rahane,2016,Delhi Capitals,2,105,84,2,105.0,125.0
Ajinkya Rahane,2016,Gujarat Lions,2,74,62,0,37.0,119.35
Ajinkya Rahane,2016,Kolkata Knight Riders,2,69,58,0,34.5,118.97
Ajinkya Rahane,2016,Mumbai Indians,2,70,46,1,70.0,152.17
Ajinkya Rahane,2016,Punjab Kings,2,28,26,0,14.0,107.69
Ajinkya Rahane,2016,Royal Challengers Bangalore,2,134,94,0,67.0,142.55
Ajinkya Rahane,2016,Sunrisers Hyderabad,2,0,8,0,0.0,0.0
Ajinkya Rahane,2017,Delhi Capitals,2,10,10,0,5.0,100.0
Ajinkya Rahane,2017,Gujarat Lions,2,4,7,0,2.0,57.14
Ajinkya Rahane,2017,Kolkata Knight Riders,2,57,50,0,28.5,114.0
Ajinkya Rahane,2017,Mumbai Indians,4,198,147,0,49.5,134.69
Ajinkya Rahane,2017,Punjab Kings,2,53,49,1,53.0,108.16
Ajinkya Rahane,2017,Royal Challengers Bangalore,2,36,33,0,18.0,109.09
Ajinkya Rahane,2017,Sunrisers Hyderabad,2,24,27,0,12.0,88.89
Ajinkya Rahane,2018,Chennai Super Kings,2,20,14,0,10.0,142.86
Ajinkya Rahane,2018,Delhi Capitals,1,45,40,0,45.0,112.5
Ajinkya Rahane,2018,Kolkata Knight Riders,3,93,72,0,31.0,129.17
Ajinkya Rahane,2018,Mumbai Indians,2,51,53,0,25.5,96.23
Ajinkya Rahane,2018,Punjab Kings,2,14,17,0,7.0,82.35
Ajinkya Rahane,2018,Royal Challengers Bangalore,2,69,51,0,34.5,135.29
Ajinkya Rahane,2018,Sunrisers Hyderabad,2,78,66,1,78.0,118.18
Ajinkya Rahane,2019,Chennai Super Kings,2,14,13,0,7.0,107.69
Ajinkya Rahane,2019,Delhi Capitals,2,107,67,1,107.0,159.7
Ajinkya Rahane,2019,Kolkata Knight Riders,2,39,28,0,19.5,139.29
Ajinkya Rahane,2019,Mumbai Indians,2,49,33,0,24.5,148.48
Ajinkya Rahane,2019,Punjab Kings,2,53,41,0,26.5,129.27
Ajinkya Rahane,2019,Royal Challengers Bangalore,1,22,20,0,22.0,110.0
Ajinkya Rahane,2019,Sunrisers Hyderabad,2,109,83,0,54.5,131.33
Ajinkya Rahane,2020,Chennai Super Kings,1,8,10,0,8.0,80.0
Ajinkya Rahane,2020,Kolkata Knight Riders,1,0,1,0,0.0,0.0
Ajinkya Rahane,2020,Mumbai Indians,3,17,22,0,5.67,77.27
Ajinkya Rahane,2020,Rajasthan Royals,1,2,9,0,2.0,22.22
Ajinkya Rahane,2020,Royal Challengers Bangalore,1,60,46,0,60.0,130.43
Ajinkya Rahane,2020,Sunrisers Hyderabad,1,26,19,0,26.0,136.84
Ajit Agarkar,2008,Chennai Super Kings,1,11,8,0,11.0,137.5
Ajit Agarkar,2008,Mumbai Indians,2,17,20,0,8.5,85.0
Ajit Agarkar,2008,Punjab Kings,1,1,2,1,1.0,50.0
Ajit Agarkar,2008,Rajasthan Royals,2,25,15,0,12.5,166.67
Ajit Agarkar,2009,Deccan Chargers,1,7,3,0,7.0,233.33
Ajit Agarkar,2009,Delhi Capitals,1,39,29,0,39.0,134.48
Ajit Agarkar,2009,Rajasthan Royals,2,14,18,2,14.0,77.78
Ajit Agarkar,2009,Royal Challengers Bangalore,1,6,7,1,6.0,85.71
Ajit Agarkar,2010,Chennai Super Kings,1,9,5,1,9.0,180.0
Ajit Agarkar,2010,Deccan Chargers,1,8,5,1,8.0,160.0
Ajit Agarkar,2010,Delhi Capitals,1,17,12,0,17.0,141.67
Ajit Agarkar,2010,Royal Challengers Bangalore,1,6,6,1,6.0,100.0
Ajit Agarkar,2011,Mumbai Indians,1,7,5,1,7.0,140.0
Ajit Agarkar,2013,Chennai Super Kings,1,3,7,0,3.0,42.86
Ajit Agarkar,2013,Punjab Kings,1,9,9,1,9.0,100.0
Ajit Chandila,2012,Deccan Chargers,1,0,1,1,0.0,0.0
Ajit Chandila,2013,Royal Challengers Bangalore,1,4,6,1,4.0,66.67
Akila Dananjaya,2018,Delhi Capitals,1,4,5,1,4.0,80.0
Akshath Reddy,2012,Punjab Kings,1,24,13,0,24.0,184.62
Akshath Reddy,2012,Rajasthan Royals,1,42,35,0,42.0,120.0
Akshath Reddy,2012,Royal Challengers Bangalore,1,7,11,0,7.0,63.64
Akshath Reddy,2013,Delhi Capitals,1,1,8,0,1.0,12.5
Akshath Reddy,2013,Mumbai Indians,1,7,9,0,7.0,77.78
Akshath Reddy,2013,Pune Warriors India,1,27,30,0,27.0,90.0
Akshath Reddy,2013,Punjab Kings,1,19,17,0,19.0,111.76
Akshath Reddy,2013,Rajasthan Royals,1,2,5,0,2.0,40.0
Akshath Reddy,2013,Royal Challengers Bangalore,2,35,32,0,17.5,109.38
Akshdeep Nath,2016,Mumbai Indians,1,12,11,0,12.0,109.09
Akshdeep Nath,2016,Royal Challengers Bangalore,1,3,6,0,3.0,50.0
Akshdeep Nath,2016,Sunrisers Hyderabad,1,5,10,0,5.0,50.0
Akshdeep Nath,2017,Punjab Kings,1,0,1,0,0.0,0.0
Akshdeep Nath,2018,Rajasthan Royals,1,9,13,0,9.0,69.23
Akshdeep Nath,2019,Chennai Super Kings,1,24,20,0,24.0,120.0
Akshdeep Nath,2019,Delhi Capitals,1,19,12,0,19.0,158.33
Akshdeep Nath,2019,Kolkata Knight Riders,1,13,15,0,13.0,86.67
Akshdeep Nath,2019,Mumbai Indians,1,2,3,0,2.0,66.67
Akshdeep Nath,2019,Punjab Kings,1,3,7,0,3.0,42.86
Albie Morkel,2008,Deccan Chargers,2,41,31,2,41.0,132.26
Albie Morkel,2008,Delhi Capitals,2,58,31,0,29.0,187.1
Albie Morkel,2008,Mumbai Indians,1,5,4,0,5.0,125.0
Albie Morkel,2008,Punjab Kings,1,7,6,1,7.0,116.67
Albie Morkel,2008,Rajasthan Royals,3,129,85,0,43.0,151.76
Albie Morkel,2008,Royal Challengers Bangalore,1,1,5,0,1.0,20.0
Albie Morkel,2009,Deccan Chargers,2,17,12,1,17.0,141.67
Albie Morkel,2009,Delhi Capitals,2,19,18,1,19.0,105.56
Albie Morkel,2009,Kolkata Knight Riders,1,21,10,1,21.0,210.0
Albie Morkel,2009,Punjab Kings,1,2,2,1,2.0,100.0
Albie Morkel,2009,Rajasthan Royals,1,4,1,1,4.0,400.0
Albie Morkel,2009,Royal Challengers Bangalore,3,34,27,1,17.0,125.93
Albie Morkel,2010,Deccan Chargers,2,46,30,1,46.0,153.33
Albie Morkel,2010,Delhi Capitals,2,1,7,0,0.5,14.29
Albie Morkel,2010,Mumbai Indians,1,15,6,0,15.0,250.0
Albie Morkel,2010,Punjab Kings,2,26,19,2,26.0,136.84
Albie Morkel,2010,Rajasthan Royals,2,90,46,0,45.0,195.65
Albie Morkel,2010,Royal Challengers Bangalore,2,20,22,0,10.0,90.91
Albie Morkel,2011,Deccan Chargers,1,19,5,0,19.0,380.0
Albie Morkel,2011,Kochi Tuskers Kerala,2,22,14,2,22.0,157.14
Albie Morkel,2011,Kolkata Knight Riders,2,45,39,2,45.0,115.38
Albie Morkel,2011,Mumbai Indians,1,3,3,0,3.0,100.0
Albie Morkel,2011,Pune Warriors India,1,0,4,0,0.0,0.0
Albie Morkel,2011,Rajasthan Royals,1,5,4,1,5.0,125.0
Albie Morkel,2011,Royal Challengers Bangalore,4,44,31,1,14.67,141.94
Albie Morkel,2012,Deccan Chargers,2,15,12,1,15.0,125.0
Albie Morkel,2012,Delhi Capitals,2,2,4,1,2.0,50.0
Albie Morkel,2012,Kolkata Knight Riders,1,13,8,1,13.0,162.5
Albie Morkel,2012,Mumbai Indians,2,6,11,0,3.0,54.55
Albie Morkel,2012,Pune Warriors India,1,3,3,1,3.0,100.0
Albie Morkel,2012,Punjab Kings,2,22,17,0,11.0,129.41
Albie Morkel,2012,Rajasthan Royals,1,18,6,1,18.0,300.0
Albie Morkel,2012,Royal Challengers Bangalore,1,28,7,0,28.0,400.0
Albie Morkel,2013,Mumbai Indians,1,10,10,0,10.0,100.0
Albie Morkel,2013,Pune Warriors India,1,13,11,0,13.0,118.18
Albie Morkel,2013,Punjab Kings,1,23,16,0,23.0,143.75
Albie Morkel,2014,Kolkata Knight Riders,1,6,5,1,6.0,120.0
Albie Morkel,2014,Punjab Kings,2,31,22,0,15.5,140.91
Albie Morkel,2014,Rajasthan Royals,2,8,14,1,8.0,57.14
Albie Morkel,2015,Chennai Super Kings,2,81,63,1,81.0,128.57
Albie Morkel,2015,Kolkata Knight Riders,1,5,2,1,5.0,250.0
Albie Morkel,2016,Kolkata Knight Riders,1,16,9,0,16.0,177.78
Alex Carey,2020,Chennai Super Kings,1,4,7,0,4.0,57.14
Alex Carey,2020,Mumbai Indians,1,14,9,1,14.0,155.56
Alex Carey,2020,Rajasthan Royals,1,14,13,0,14.0,107.69
Alex Hales,2018,Chennai Super Kings,1,2,9,0,2.0,22.22
Alex Hales,2018,Delhi Capitals,2,59,40,0,29.5,147.5
Alex Hales,2018,Rajasthan Royals,1,45,39,0,45.0,115.38
Alex Hales,2018,Royal Challengers Bangalore,2,42,29,0,21.0,144.83
Alfonso Thomas,2011,Chennai Super Kings,1,1,2,1,1.0,50.0
Alfonso Thomas,2011,Mumbai Indians,1,0,2,1,0.0,0.0
Alfonso Thomas,2012,Deccan Chargers,1,12,9,0,12.0,133.33
Alfonso Thomas,2012,Royal Challengers Bangalore,1,7,6,0,7.0,116.67
Ali Murtuza,2011,Rajasthan Royals,1,2,5,1,2.0,40.0
Ali Murtuza,2012,Kolkata Knight Riders,1,3,5,1,3.0,60.0
Ali Murtuza,2013,Royal Challengers Bangalore,1,5,4,0,5.0,125.0
Alzarri Joseph,2019,Punjab Kings,1,15,13,1,15.0,115.38
Ambati Rayudu,2010,Chennai Super Kings,2,24,18,0,12.0,133.33
Ambati Rayudu,2010,Deccan Chargers,2,61,36,1,61.0,169.44
Ambati Rayudu,2010,Delhi Capitals,2,58,42,0,29.0,138.1
Ambati Rayudu,2010,Kolkata Knight Riders,1,27,15,0,27.0,180.0
Ambati Rayudu,2010,Punjab Kings,2,42,30,0,21.0,140.0
Ambati Rayudu,2010,Rajasthan Royals,2,55,36,0,27.5,152.78
Ambati Rayudu,2010,Royal Challengers Bangalore,3,89,67,0,29.67,132.84
Ambati Rayudu,2011,Chennai Super Kings,1,27,29,0,27.0,93.1
Ambati Rayudu,2011,Deccan Chargers,2,9,16,0,4.5,56.25
Ambati Rayudu,2011,Delhi Capitals,2,73,54,0,36.5,135.19
Ambati Rayudu,2011,Kochi Tuskers Kerala,1,53,33,0,53.0,160.61
Ambati Rayudu,2011,Kolkata Knight Riders,2,29,22,1,29.0,131.82
Ambati Rayudu,2011,Pune Warriors India,2,64,68,0,32.0,94.12
Ambati Rayudu,2011,Punjab Kings,2,64,56,0,32.0,114.29
Ambati Rayudu,2011,Rajasthan Royals,2,13,21,0,6.5,61.9
Ambati Rayudu,2011,Royal Challengers Bangalore,2,63,50,1,63.0,126.0
Ambati Rayudu,2012,Chennai Super Kings,3,29,27,1,14.5,107.41
Ambati Rayudu,2012,Deccan Chargers,2,38,39,1,38.0,97.44
Ambati Rayudu,2012,Delhi Capitals,2,66,50,0,33.0,132.0
Ambati Rayudu,2012,Kolkata Knight Riders,1,11,8,0,11.0,137.5
Ambati Rayudu,2012,Pune Warriors India,2,2,5,0,1.0,40.0
Ambati Rayudu,2012,Punjab Kings,2,37,20,2,37.0,185.0
Ambati Rayudu,2012,Rajasthan Royals,1,47,32,1,47.0,146.88
Ambati Rayudu,2012,Royal Challengers Bangalore,2,103,71,1,103.0,145.07
Ambati Rayudu,2013,Chennai Super Kings,4,69,70,0,17.25,98.57
Ambati Rayudu,2013,Delhi Capitals,2,26,10,1,26.0,260.0
Ambati Rayudu,2013,Kolkata Knight Riders,1,13,8,1,13.0,162.5
Ambati Rayudu,2013,Pune Warriors India,1,26,23,0,26.0,113.04
Ambati Rayudu,2013,Punjab Kings,1,26,22,0,26.0,118.18
Ambati Rayudu,2013,Rajasthan Royals,3,51,47,0,17.0,108.51
Ambati Rayudu,2013,Royal Challengers Bangalore,1,18,18,0,18.0,100.0
Ambati Rayudu,2013,Sunrisers Hyderabad,2,36,31,1,36.0,116.13
Ambati Rayudu,2014,Chennai Super Kings,3,62,48,0,20.67,129.17
Ambati Rayudu,2014,Delhi Capitals,2,16,24,0,8.0,66.67
Ambati Rayudu,2014,Kolkata Knight Riders,2,81,66,0,40.5,122.73
Ambati Rayudu,2014,Punjab Kings,2,25,19,0,12.5,131.58
Ambati Rayudu,2014,Rajasthan Royals,1,30,10,0,30.0,300.0
Ambati Rayudu,2014,Royal Challengers Bangalore,2,44,46,0,22.0,95.65
Ambati Rayudu,2014,Sunrisers Hyderabad,2,103,73,0,51.5,141.1
Ambati Rayudu,2015,Chennai Super Kings,4,109,67,2,54.5,162.69
Ambati Rayudu,2015,Delhi Capitals,2,79,62,1,79.0,127.42
Ambati Rayudu,2015,Kolkata Knight Riders,2,2,5,0,1.0,40.0
Ambati Rayudu,2015,Punjab Kings,2,17,19,1,17.0,89.47
Ambati Rayudu,2015,Rajasthan Royals,1,53,27,1,53.0,196.3
Ambati Rayudu,2015,Royal Challengers Bangalore,2,14,5,0,7.0,280.0
Ambati Rayudu,2015,Sunrisers Hyderabad,1,7,7,0,7.0,100.0
Ambati Rayudu,2016,Delhi Capitals,2,38,28,1,38.0,135.71
Ambati Rayudu,2016,Gujarat Lions,1,20,18,0,20.0,111.11
Ambati Rayudu,2016,Kolkata Knight Riders,1,32,20,0,32.0,160.0
Ambati Rayudu,2016,Punjab Kings,2,65,40,0,32.5,162.5
Ambati Rayudu,2016,Rising Pune Supergiant,2,44,46,0,22.0,95.65
Ambati Rayudu,2016,Royal Challengers Bangalore,2,75,70,0,37.5,107.14
Ambati Rayudu,2016,Sunrisers Hyderabad,2,60,55,0,30.0,109.09
Ambati Rayudu,2017,Kolkata Knight Riders,2,69,48,0,34.5,143.75
Ambati Rayudu,2017,Rising Pune Supergiant,3,22,30,0,7.33,73.33
Ambati Rayudu,2018,Delhi Capitals,2,91,53,0,45.5,171.7
Ambati Rayudu,2018,Kolkata Knight Riders,2,60,43,0,30.0,139.53
Ambati Rayudu,2018,Mumbai Indians,2,68,54,0,34.0,125.93
Ambati Rayudu,2018,Punjab Kings,2,50,38,0,25.0,131.58
Ambati Rayudu,2018,Rajasthan Royals,2,24,17,0,12.0,141.18
Ambati Rayudu,2018,Royal Challengers Bangalore,2,114,77,0,57.0,148.05
Ambati Rayudu,2018,Sunrisers Hyderabad,4,195,119,2,97.5,163.87
Ambati Rayudu,2019,Delhi Capitals,3,30,27,2,30.0,111.11
Ambati Rayudu,2019,Kolkata Knight Riders,2,26,41,0,13.0,63.41
Ambati Rayudu,2019,Mumbai Indians,4,43,44,1,14.33,97.73
Ambati Rayudu,2019,Punjab Kings,2,22,17,1,22.0,129.41
Ambati Rayudu,2019,Rajasthan Royals,2,58,55,0,29.0,105.45
Ambati Rayudu,2019,Royal Challengers Bangalore,2,57,71,0,28.5,80.28
Ambati Rayudu,2019,Sunrisers Hyderabad,2,46,46,1,46.0,100.0
Ambati Rayudu,2020,Delhi Capitals,1,45,24,1,45.0,187.5
Ambati Rayudu,2020,Kolkata Knight Riders,2,68,47,0,34.0,144.68
Ambati Rayudu,2020,Mumbai Indians,2,73,50,0,36.5,146.0
Ambati Rayudu,2020,Punjab Kings,1,30,30,1,30.0,100.0
Ambati Rayudu,2020,Rajasthan Royals,1,13,18,0,13.0,72.22
Ambati Rayudu,2020,Royal Challengers Bangalore,2,81,67,0,40.5,120.9
Ambati Rayudu,2020,Sunrisers Hyderabad,2,49,43,0,24.5,113.95
Amit Mishra,2008,Kolkata Knight Riders,1,31,32,0,31.0,96.88
Amit Mishra,2008,Rajasthan Royals,2,6,10,0,3.0,60.0
Amit Mishra,2009,Chennai Super Kings,1,11,8,1,11.0,137.5
Amit Mishra,2009,Deccan Chargers,2,2,4,0,1.0,50.0
Amit Mishra,2009,Mumbai Indians,1,13,4,1,13.0,325.0
Amit Mishra,2009,Rajasthan Royals,1,0,4,0,0.0,0.0
Amit Mishra,2010,Chennai Super Kings,1,6,3,1,6.0,200.0
Amit Mishra,2010,Deccan Chargers,2,4,10,0,2.0,40.0
Amit Mishra,2010,Kolkata Knight Riders,1,4,6,1,4.0,66.67
Amit Mishra,2010,Mumbai Indians,2,15,21,0,7.5,71.43
Amit Mishra,2010,Punjab Kings,1,10,10,1,10.0,100.0
Amit Mishra,2011,Chennai Super Kings,1,2,5,0,2.0,40.0
Amit Mishra,2011,Kochi Tuskers Kerala,1,0,1,0,0.0,0.0
Amit Mishra,2011,Kolkata Knight Riders,2,21,14,2,21.0,150.0
Amit Mishra,2011,Mumbai Indians,2,43,25,2,43.0,172.0
Amit Mishra,2011,Pune Warriors India,1,0,1,0,0.0,0.0
Amit Mishra,2011,Punjab Kings,1,0,1,0,0.0,0.0
Amit Mishra,2011,Rajasthan Royals,1,2,2,1,2.0,100.0
Amit Mishra,2012,Delhi Capitals,1,6,6,0,6.0,100.0
Amit Mishra,2012,Kolkata Knight Riders,1,1,1,1,1.0,100.0
Amit Mishra,2012,Mumbai Indians,2,1,8,0,0.5,12.5
Amit Mishra,2012,Punjab Kings,1,8,5,1,8.0,160.0
Amit Mishra,2013,Chennai Super Kings,2,21,29,0,10.5,72.41
Amit Mishra,2013,Delhi Capitals,1,16,13,1,16.0,123.08
Amit Mishra,2013,Kolkata Knight Riders,1,1,1,1,1.0,100.0
Amit Mishra,2013,Pune Warriors India,1,30,24,0,30.0,125.0
Amit Mishra,2013,Rajasthan Royals,1,21,28,0,21.0,75.0
Amit Mishra,2014,Punjab Kings,1,4,5,1,4.0,80.0
Amit Mishra,2014,Rajasthan Royals,1,0,2,0,0.0,0.0
Amit Mishra,2015,Chennai Super Kings,1,4,4,0,4.0,100.0
Amit Mishra,2015,Kolkata Knight Riders,1,1,1,1,1.0,100.0
Amit Mishra,2015,Rajasthan Royals,1,1,3,1,1.0,33.33
Amit Mishra,2015,Royal Challengers Bangalore,1,2,4,0,2.0,50.0
Amit Mishra,2016,Kolkata Knight Riders,1,3,9,0,3.0,33.33
Amit Mishra,2016,Mumbai Indians,1,1,5,0,1.0,20.0
Amit Mishra,2017,Gujarat Lions,1,8,2,1,8.0,400.0
Amit Mishra,2017,Mumbai Indians,1,9,14,1,9.0,64.29
Amit Mishra,2017,Punjab Kings,1,4,9,1,4.0,44.44
Amit Mishra,2017,Rising Pune Supergiant,1,13,9,1,13.0,144.44
Amit Mishra,2017,Royal Challengers Bangalore,2,15,18,1,15.0,83.33
Amit Mishra,2018,Punjab Kings,1,1,2,1,1.0,50.0
Amit Mishra,2019,Chennai Super Kings,2,14,14,1,14.0,100.0
Amit Mishra,2019,Mumbai Indians,1,6,8,1,6.0,75.0
Amit Mishra,2019,Sunrisers Hyderabad,1,1,2,0,1.0,50.0
Amit Paunikar,2010,Royal Challengers Bangalore,1,0,1,0,0.0,0.0
Amit Paunikar,2011,Deccan Chargers,1,20,18,0,20.0,111.11
Amit Paunikar,2011,Delhi Capitals,1,5,7,0,5.0,71.43
Amit Paunikar,2011,Kolkata Knight Riders,2,24,29,0,12.0,82.76
Amit Uniyal,2010,Delhi Capitals,1,4,6,1,4.0,66.67
Amit Uniyal,2010,Mumbai Indians,1,0,1,0,0.0,0.0
Andre Russell,2012,Chennai Super Kings,1,16,11,0,16.0,145.45
Andre Russell,2012,Royal Challengers Bangalore,1,31,15,0,31.0,206.67
Andre Russell,2013,Kolkata Knight Riders,1,4,8,0,4.0,50.0
Andre Russell,2013,Rajasthan Royals,1,7,6,0,7.0,116.67
Andre Russell,2014,Chennai Super Kings,1,1,5,0,1.0,20.0
Andre Russell,2014,Rajasthan Royals,1,1,3,0,1.0,33.33
Andre Russell,2015,Chennai Super Kings,2,59,36,1,59.0,163.89
Andre Russell,2015,Delhi Capitals,1,5,5,0,5.0,100.0
Andre Russell,2015,Mumbai Indians,1,2,4,0,2.0,50.0
Andre Russell,2015,Punjab Kings,2,117,57,0,58.5,205.26
Andre Russell,2015,Rajasthan Royals,1,37,20,0,37.0,185.0
Andre Russell,2015,Royal Challengers Bangalore,2,86,34,1,86.0,252.94
Andre Russell,2015,Sunrisers Hyderabad,2,20,13,0,10.0,153.85
Andre Russell,2016,Delhi Capitals,1,17,12,0,17.0,141.67
Andre Russell,2016,Mumbai Indians,2,58,33,0,29.0,175.76
Andre Russell,2016,Punjab Kings,1,16,10,0,16.0,160.0
Andre Russell,2016,Rising Pune Supergiant,1,17,11,0,17.0,154.55
Andre Russell,2016,Royal Challengers Bangalore,2,78,43,1,78.0,181.4
Andre Russell,2016,Sunrisers Hyderabad,1,2,5,0,2.0,40.0
Andre Russell,2018,Chennai Super Kings,1,88,36,1,88.0,244.44
Andre Russell,2018,Delhi Capitals,2,85,42,0,42.5,202.38
Andre Russell,2018,Mumbai Indians,2,11,14,0,5.5,78.57
Andre Russell,2018,Punjab Kings,2,41,21,0,20.5,195.24
Andre Russell,2018,Rajasthan Royals,2,60,29,2,60.0,206.9
Andre Russell,2018,Royal Challengers Bangalore,2,15,12,0,7.5,125.0
Andre Russell,2018,Sunrisers Hyderabad,3,16,16,0,5.33,100.0
Andre Russell,2019,Chennai Super Kings,2,60,48,1,60.0,125.0
Andre Russell,2019,Delhi Capitals,2,107,48,0,53.5,222.92
Andre Russell,2019,Mumbai Indians,2,80,41,1,80.0,195.12
Andre Russell,2019,Punjab Kings,2,72,30,0,36.0,240.0
Andre Russell,2019,Rajasthan Royals,1,14,14,0,14.0,100.0
Andre Russell,2019,Royal Challengers Bangalore,2,113,37,1,113.0,305.41
Andre Russell,2019,Sunrisers Hyderabad,2,64,28,1,64.0,228.57
Andre Russell,2020,Chennai Super Kings,1,2,4,0,2.0,50.0
Andre Russell,2020,Delhi Capitals,1,13,7,0,13.0,185.71
Andre Russell,2020,Mumbai Indians,2,23,20,0,11.5,115.0
Andre Russell,2020,Punjab Kings,1,5,3,0,5.0,166.67
Andre Russell,2020,Rajasthan Royals,2,49,25,0,24.5,196.0
Andre Russell,2020,Royal Challengers Bangalore,1,16,10,0,16.0,160.0
Andre Russell,2020,Sunrisers Hyderabad,1,9,10,0,9.0,90.0
Andrew Flintoff,2009,Delhi Capitals,1,16,17,0,16.0,94.12
Andrew Flintoff,2009,Mumbai Indians,1,24,23,0,24.0,104.35
Andrew Flintoff,2009,Royal Challengers Bangalore,1,22,13,1,22.0,169.23
Andrew McDonald,2009,Royal Challengers Bangalore,1,3,4,0,3.0,75.0
Andrew McDonald,2010,Mumbai Indians,1,33,31,1,33.0,106.45
Andrew McDonald,2010,Rajasthan Royals,1,14,9,1,14.0,155.56
Andrew McDonald,2010,Royal Challengers Bangalore,1,18,12,1,18.0,150.0
Andrew McDonald,2011,Chennai Super Kings,1,8,7,0,8.0,114.29
Andrew McDonald,2012,Delhi Capitals,1,30,19,0,30.0,157.89
Andrew McDonald,2012,Punjab Kings,2,17,16,1,17.0,106.25
Andrew McDonald,2013,Delhi Capitals,1,0,2,0,0.0,0.0
Andrew Symonds,2008,Delhi Capitals,1,12,13,0,12.0,92.31
Andrew Symonds,2008,Kolkata Knight Riders,1,32,39,0,32.0,82.05
Andrew Symonds,2008,Rajasthan Royals,1,117,52,1,117.0,225.0
Andrew Symonds,2009,Delhi Capitals,2,65,37,0,32.5,175.68
Andrew Symonds,2009,Kolkata Knight Riders,1,18,12,0,18.0,150.0
Andrew Symonds,2009,Punjab Kings,2,85,59,1,85.0,144.07
Andrew Symonds,2009,Rajasthan Royals,1,30,19,0,30.0,157.89
Andrew Symonds,2009,Royal Challengers Bangalore,2,51,36,0,25.5,141.67
Andrew Symonds,2010,Chennai Super Kings,3,100,87,1,50.0,114.94
Andrew Symonds,2010,Delhi Capitals,2,89,54,0,44.5,164.81
Andrew Symonds,2010,Kolkata Knight Riders,2,50,46,0,25.0,108.7
Andrew Symonds,2010,Mumbai Indians,2,22,24,0,11.0,91.67
Andrew Symonds,2010,Punjab Kings,2,57,44,0,28.5,129.55
Andrew Symonds,2010,Rajasthan Royals,2,37,33,0,18.5,112.12
Andrew Symonds,2010,Royal Challengers Bangalore,3,74,52,1,37.0,142.31
Andrew Symonds,2011,Chennai Super Kings,1,31,26,1,31.0,119.23
Andrew Symonds,2011,Deccan Chargers,2,52,52,1,52.0,100.0
Andrew Symonds,2011,Delhi Capitals,1,4,4,1,4.0,100.0
Andrew Symonds,2011,Pune Warriors India,2,19,18,1,19.0,105.56
Andrew Symonds,2011,Punjab Kings,2,12,12,1,12.0,100.0
Andrew Symonds,2011,Rajasthan Royals,1,17,26,0,17.0,65.38
Andrew Tye,2017,Mumbai Indians,1,25,11,0,25.0,227.27
Andrew Tye,2017,Punjab Kings,1,22,12,0,22.0,183.33
Andrew Tye,2017,Royal Challengers Bangalore,1,6,6,1,6.0,100.0
Andrew Tye,2018,Chennai Super Kings,2,3,6,1,3.0,50.0
Andrew Tye,2018,Delhi Capitals,1,3,9,0,3.0,33.33
Andrew Tye,2018,Kolkata Knight Riders,1,14,10,0,14.0,140.0
Andrew Tye,2018,Rajasthan Royals,1,1,1,1,1.0,100.0
Andrew Tye,2018,Royal Challengers Bangalore,2,7,10,0,3.5,70.0
Andrew Tye,2018,Sunrisers Hyderabad,1,4,2,0,4.0,200.0
Andrew Tye,2019,Kolkata Knight Riders,1,0,2,1,0.0,0.0
Andrew Tye,2020,Delhi Capitals,1,6,6,0,6.0,100.0
Angelo Mathews,2009,Royal Challengers Bangalore,1,16,13,0,16.0,123.08
Angelo Mathews,2010,Chennai Super Kings,2,54,61,0,27.0,88.52
Angelo Mathews,2010,Deccan Chargers,2,69,49,1,69.0,140.82
Angelo Mathews,2010,Delhi Capitals,2,70,46,1,70.0,152.17
Angelo Mathews,2010,Mumbai Indians,1,3,3,1,3.0,100.0
Angelo Mathews,2010,Punjab Kings,2,36,22,1,36.0,163.64
Angelo Mathews,2010,Royal Challengers Bangalore,1,1,2,0,1.0,50.0
Angelo Mathews,2012,Chennai Super Kings,1,27,22,0,27.0,122.73
Angelo Mathews,2012,Delhi Capitals,1,6,2,1,6.0,300.0
Angelo Mathews,2012,Kolkata Knight Riders,1,35,27,0,35.0,129.63
Angelo Mathews,2012,Punjab Kings,1,11,9,0,11.0,122.22
Angelo Mathews,2012,Rajasthan Royals,2,34,31,0,17.0,109.68
Angelo Mathews,2012,Royal Challengers Bangalore,2,14,17,0,7.0,82.35
Angelo Mathews,2013,Delhi Capitals,1,30,22,1,30.0,136.36
Angelo Mathews,2013,Kolkata Knight Riders,1,40,28,0,40.0,142.86
Angelo Mathews,2013,Mumbai Indians,2,19,20,0,9.5,95.0
Angelo Mathews,2013,Punjab Kings,1,4,4,0,4.0,100.0
Angelo Mathews,2013,Rajasthan Royals,2,19,16,1,19.0,118.75
Angelo Mathews,2013,Royal Challengers Bangalore,1,32,19,0,32.0,168.42
Angelo Mathews,2013,Sunrisers Hyderabad,2,28,30,1,28.0,93.33
Angelo Mathews,2015,Kolkata Knight Riders,2,50,36,0,25.0,138.89
