batsman,season,Bowling Team,Innings,batsman_runs,valid_ball,not outs,Average,Strike Rate
Murali Vijay,2011,Pune Warriors India,2,62,60,0,31.0,103.33
Murali Vijay,2011,Punjab Kings,1,74,43,0,74.0,172.09
Murali Vijay,2011,Rajasthan Royals,2,58,46,0,29.0,126.09
Murali Vijay,2011,Royal Challengers Bangalore,4,137,87,0,34.25,157.47
Murali Vijay,2012,Deccan Chargers,2,16,16,0,8.0,100.0
Murali Vijay,2012,Delhi Capitals,2,161,98,1,161.0,164.29
Murali Vijay,2012,Kolkata Knight Riders,2,78,55,0,39.0,141.82
Murali Vijay,2012,Mumbai Indians,3,52,51,0,17.33,101.96
Murali Vijay,2012,Pune Warriors India,1,8,11,0,8.0,72.73
Murali Vijay,2012,Punjab Kings,1,10,14,0,10.0,71.43
Murali Vijay,2012,Rajasthan Royals,1,0,5,0,0.0,0.0
Murali Vijay,2012,Royal Challengers Bangalore,1,11,15,0,11.0,73.33
Murali Vijay,2013,Delhi Capitals,2,49,36,0,24.5,136.11
Murali Vijay,2013,Kolkata Knight Riders,1,2,5,0,2.0,40.0
Murali Vijay,2013,Mumbai Indians,4,48,52,0,12.0,92.31
Murali Vijay,2013,Pune Warriors India,1,24,22,0,24.0,109.09
Murali Vijay,2013,Punjab Kings,1,50,50,1,50.0,100.0
Murali Vijay,2013,Rajasthan Royals,2,58,55,0,29.0,105.45
Murali Vijay,2013,Royal Challengers Bangalore,2,34,24,0,17.0,141.67
Murali Vijay,2013,Sunrisers Hyderabad,2,47,42,0,23.5,111.9
Murali Vijay,2014,Chennai Super Kings,2,46,42,0,23.0,109.52
Murali Vijay,2014,Kolkata Knight Riders,2,24,22,0,12.0,109.09
Murali Vijay,2014,Mumbai Indians,2,48,46,0,24.0,104.35
Murali Vijay,2014,Punjab Kings,1,5,8,0,5.0,62.5
Murali Vijay,2014,Rajasthan Royals,1,13,11,0,13.0,118.18
Murali Vijay,2014,Royal Challengers Bangalore,2,19,23,0,9.5,82.61
Murali Vijay,2014,Sunrisers Hyderabad,1,52,40,0,52.0,130.0
Murali Vijay,2015,Chennai Super Kings,1,34,32,0,34.0,106.25
Murali Vijay,2015,Delhi Capitals,1,19,18,0,19.0,105.56
Murali Vijay,2015,Kolkata Knight Riders,2,28,25,0,14.0,112.0
Murali Vijay,2015,Mumbai Indians,2,74,63,0,37.0,117.46
Murali Vijay,2015,Rajasthan Royals,2,58,50,0,29.0,116.0
Murali Vijay,2015,Royal Challengers Bangalore,1,2,6,0,2.0,33.33
Murali Vijay,2015,Sunrisers Hyderabad,2,36,34,0,18.0,105.88
Murali Vijay,2016,Delhi Capitals,2,26,21,0,13.0,123.81
Murali Vijay,2016,Gujarat Lions,2,97,75,0,48.5,129.33
Murali Vijay,2016,Kolkata Knight Riders,2,32,33,0,16.0,96.97
Murali Vijay,2016,Mumbai Indians,2,73,65,1,73.0,112.31
Murali Vijay,2016,Rising Pune Supergiant,2,112,90,0,56.0,124.44
Murali Vijay,2016,Royal Challengers Bangalore,2,105,65,0,52.5,161.54
Murali Vijay,2016,Sunrisers Hyderabad,2,8,15,0,4.0,53.33
Murali Vijay,2018,Punjab Kings,1,12,10,0,12.0,120.0
Murali Vijay,2019,Mumbai Indians,2,64,61,0,32.0,104.92
Murali Vijay,2020,Delhi Capitals,1,10,15,0,10.0,66.67
Murali Vijay,2020,Mumbai Indians,1,1,7,0,1.0,14.29
Murali Vijay,2020,Rajasthan Royals,1,21,21,0,21.0,100.0
Murugan Ashwin,2016,Royal Challengers Bangalore,1,0,1,0,0.0,0.0
Murugan Ashwin,2018,Chennai Super Kings,1,1,2,0,1.0,50.0
Murugan Ashwin,2019,Delhi Capitals,1,1,2,0,1.0,50.0
Murugan Ashwin,2019,Royal Challengers Bangalore,1,1,2,1,1.0,50.0
Murugan Ashwin,2019,Sunrisers Hyderabad,1,1,1,1,1.0,100.0
Murugan Ashwin,2020,Sunrisers Hyderabad,1,4,4,0,4.0,100.0
Musavir Khote,2008,Chennai Super Kings,1,9,5,0,9.0,180.0
Musavir Khote,2008,Deccan Chargers,1,7,10,1,7.0,70.0
Musavir Khote,2008,Punjab Kings,1,8,7,0,8.0,114.29
Mustafizur Rahman,2018,Sunrisers Hyderabad,1,1,3,0,1.0,33.33
Muttiah Muralitharan,2008,Rajasthan Royals,1,0,3,0,0.0,0.0
Muttiah Muralitharan,2009,Delhi Capitals,2,3,5,1,3.0,60.0
Muttiah Muralitharan,2009,Punjab Kings,1,1,1,1,1.0,100.0
Muttiah Muralitharan,2009,Royal Challengers Bangalore,1,4,2,0,4.0,200.0
Muttiah Muralitharan,2010,Deccan Chargers,1,1,2,0,1.0,50.0
Muttiah Muralitharan,2011,Rajasthan Royals,1,5,7,1,5.0,71.43
Muttiah Muralitharan,2012,Deccan Chargers,1,0,1,0,0.0,0.0
Muttiah Muralitharan,2012,Rajasthan Royals,1,6,8,0,6.0,75.0
Naman Ojha,2009,Chennai Super Kings,1,0,2,0,0.0,0.0
Naman Ojha,2009,Deccan Chargers,2,16,20,0,8.0,80.0
Naman Ojha,2009,Delhi Capitals,1,9,17,0,9.0,52.94
Naman Ojha,2009,Kolkata Knight Riders,1,22,12,0,22.0,183.33
Naman Ojha,2009,Mumbai Indians,1,1,4,0,1.0,25.0
Naman Ojha,2009,Punjab Kings,1,68,51,0,68.0,133.33
Naman Ojha,2009,Royal Challengers Bangalore,1,52,38,1,52.0,136.84
Naman Ojha,2010,Chennai Super Kings,2,174,103,1,174.0,168.93
Naman Ojha,2010,Deccan Chargers,2,15,22,0,7.5,68.18
Naman Ojha,2010,Delhi Capitals,2,51,28,0,25.5,182.14
Naman Ojha,2010,Kolkata Knight Riders,2,45,40,0,22.5,112.5
Naman Ojha,2010,Mumbai Indians,2,12,17,0,6.0,70.59
Naman Ojha,2010,Punjab Kings,2,57,46,1,57.0,123.91
Naman Ojha,2010,Royal Challengers Bangalore,2,23,27,0,11.5,85.19
Naman Ojha,2011,Chennai Super Kings,1,25,14,0,25.0,178.57
Naman Ojha,2011,Deccan Chargers,2,9,14,0,4.5,64.29
Naman Ojha,2011,Kochi Tuskers Kerala,2,13,17,0,6.5,76.47
Naman Ojha,2011,Kolkata Knight Riders,1,1,2,0,1.0,50.0
Naman Ojha,2011,Mumbai Indians,2,30,37,0,15.0,81.08
Naman Ojha,2011,Pune Warriors India,2,19,28,0,9.5,67.86
Naman Ojha,2011,Punjab Kings,2,47,36,1,47.0,130.56
Naman Ojha,2011,Rajasthan Royals,1,0,2,0,0.0,0.0
Naman Ojha,2011,Royal Challengers Bangalore,1,16,11,0,16.0,145.45
Naman Ojha,2012,Chennai Super Kings,3,24,28,0,8.0,85.71
Naman Ojha,2012,Deccan Chargers,2,65,49,1,65.0,132.65
Naman Ojha,2012,Kolkata Knight Riders,2,30,34,0,15.0,88.24
Naman Ojha,2012,Mumbai Indians,2,18,19,1,18.0,94.74
Naman Ojha,2012,Pune Warriors India,1,11,6,1,11.0,183.33
Naman Ojha,2012,Punjab Kings,2,39,35,1,39.0,111.43
Naman Ojha,2012,Rajasthan Royals,2,22,14,1,22.0,157.14
Naman Ojha,2012,Royal Challengers Bangalore,2,46,38,0,23.0,121.05
Naman Ojha,2013,Kolkata Knight Riders,1,9,9,0,9.0,100.0
Naman Ojha,2013,Rajasthan Royals,1,0,1,1,0.0,0.0
Naman Ojha,2014,Chennai Super Kings,1,19,18,0,19.0,105.56
Naman Ojha,2014,Delhi Capitals,1,13,3,1,13.0,433.33
Naman Ojha,2014,Kolkata Knight Riders,2,48,47,0,24.0,102.13
Naman Ojha,2014,Mumbai Indians,2,17,7,2,17.0,242.86
Naman Ojha,2014,Punjab Kings,1,79,35,1,79.0,225.71
Naman Ojha,2014,Rajasthan Royals,1,17,19,0,17.0,89.47
Naman Ojha,2014,Royal Challengers Bangalore,2,39,31,0,19.5,125.81
Naman Ojha,2015,Chennai Super Kings,2,35,23,0,17.5,152.17
Naman Ojha,2015,Delhi Capitals,1,12,10,0,12.0,120.0
Naman Ojha,2015,Kolkata Knight Riders,2,18,11,0,9.0,163.64
Naman Ojha,2015,Mumbai Indians,2,9,10,0,4.5,90.0
Naman Ojha,2015,Punjab Kings,2,30,29,0,15.0,103.45
Naman Ojha,2015,Rajasthan Royals,2,33,37,1,33.0,89.19
Naman Ojha,2016,Delhi Capitals,2,23,23,1,23.0,100.0
Naman Ojha,2016,Gujarat Lions,2,19,14,1,19.0,135.71
Naman Ojha,2016,Kolkata Knight Riders,3,59,62,0,19.67,95.16
Naman Ojha,2016,Punjab Kings,1,2,2,1,2.0,100.0
Naman Ojha,2016,Rising Pune Supergiant,2,25,26,0,12.5,96.15
Naman Ojha,2016,Royal Challengers Bangalore,3,8,11,0,2.67,72.73
Naman Ojha,2017,Kolkata Knight Riders,2,27,27,1,27.0,100.0
Naman Ojha,2017,Mumbai Indians,1,9,9,0,9.0,100.0
Naman Ojha,2017,Punjab Kings,1,34,20,0,34.0,170.0
Naman Ojha,2017,Rising Pune Supergiant,1,9,9,0,9.0,100.0
Naman Ojha,2018,Sunrisers Hyderabad,1,1,4,0,1.0,25.0
Narayan Jagadeesan,2020,Mumbai Indians,1,0,1,0,0.0,0.0
Narayan Jagadeesan,2020,Royal Challengers Bangalore,1,33,28,0,33.0,117.86
Nathan Coulter-Nile,2013,Punjab Kings,1,9,6,0,9.0,150.0
Nathan Coulter-Nile,2015,Chennai Super Kings,1,5,4,0,5.0,125.0
Nathan Coulter-Nile,2015,Kolkata Knight Riders,1,2,2,0,2.0,100.0
Nathan Coulter-Nile,2015,Mumbai Indians,1,3,2,1,3.0,150.0
Nathan Coulter-Nile,2015,Rajasthan Royals,1,6,2,0,6.0,300.0
Nathan Coulter-Nile,2015,Royal Challengers Bangalore,1,4,8,0,4.0,50.0
Nathan Coulter-Nile,2016,Kolkata Knight Riders,1,7,11,1,7.0,63.64
Nathan Coulter-Nile,2016,Rising Pune Supergiant,1,2,3,1,2.0,66.67
Nathan Coulter-Nile,2017,Mumbai Indians,1,6,4,0,6.0,150.0
Nathan Coulter-Nile,2017,Rising Pune Supergiant,1,6,5,0,6.0,120.0
Nathan Coulter-Nile,2017,Royal Challengers Bangalore,1,2,3,0,2.0,66.67
Nathan Coulter-Nile,2020,Punjab Kings,1,24,12,1,24.0,200.0
Nathan Coulter-Nile,2020,Sunrisers Hyderabad,1,1,3,0,1.0,33.33
Nathan McCullum,2011,Chennai Super Kings,1,15,16,0,15.0,93.75
Nathan McCullum,2011,Rajasthan Royals,1,11,6,1,11.0,183.33
Nathan Rimmington,2011,Pune Warriors India,1,1,1,1,1.0,100.0
Navdeep Saini,2012,Chennai Super Kings,2,7,8,0,3.5,87.5
Navdeep Saini,2012,Deccan Chargers,2,5,14,0,2.5,35.71
Navdeep Saini,2012,Delhi Capitals,1,15,15,0,15.0,100.0
Navdeep Saini,2012,Mumbai Indians,2,47,46,0,23.5,102.17
Navdeep Saini,2012,Rajasthan Royals,1,2,9,0,2.0,22.22
Navdeep Saini,2012,Royal Challengers Bangalore,2,64,48,0,32.0,133.33
Navdeep Saini,2019,Chennai Super Kings,1,2,3,0,2.0,66.67
Navdeep Saini,2019,Rajasthan Royals,1,0,1,1,0.0,0.0
Navdeep Saini,2020,Delhi Capitals,1,12,12,1,12.0,100.0
Navdeep Saini,2020,Punjab Kings,1,6,7,0,6.0,85.71
Navdeep Saini,2020,Sunrisers Hyderabad,1,9,8,1,9.0,112.5
Nayan Doshi,2011,Kochi Tuskers Kerala,1,0,13,0,0.0,0.0
Nic Maddinson,2014,Delhi Capitals,1,4,6,0,4.0,66.67
Nic Maddinson,2014,Mumbai Indians,1,12,8,0,12.0,150.0
Nic Maddinson,2015,Chennai Super Kings,1,4,7,0,4.0,57.14
Nicholas Pooran,2019,Chennai Super Kings,1,36,22,0,36.0,163.64
Nicholas Pooran,2019,Kolkata Knight Riders,1,48,27,0,48.0,177.78
Nicholas Pooran,2019,Rajasthan Royals,2,17,20,0,8.5,85.0
Nicholas Pooran,2019,Royal Challengers Bangalore,1,46,28,0,46.0,164.29
Nicholas Pooran,2019,Sunrisers Hyderabad,1,21,10,0,21.0,210.0
Nicholas Pooran,2020,Chennai Super Kings,2,35,23,0,17.5,152.17
Nicholas Pooran,2020,Delhi Capitals,2,53,31,0,26.5,170.97
Nicholas Pooran,2020,Kolkata Knight Riders,2,18,13,1,18.0,138.46
Nicholas Pooran,2020,Mumbai Indians,2,68,39,0,34.0,174.36
Nicholas Pooran,2020,Rajasthan Royals,2,47,17,1,47.0,276.47
Nicholas Pooran,2020,Royal Challengers Bangalore,2,23,19,1,23.0,121.05
Nicholas Pooran,2020,Sunrisers Hyderabad,2,109,65,1,109.0,167.69
Nikhil Naik,2016,Mumbai Indians,1,1,3,0,1.0,33.33
Nikhil Naik,2016,Sunrisers Hyderabad,1,22,28,0,22.0,78.57
Nikhil Naik,2019,Delhi Capitals,1,7,16,0,7.0,43.75
Nikhil Naik,2020,Mumbai Indians,1,1,3,0,1.0,33.33
Niraj Patel,2008,Chennai Super Kings,1,2,11,0,2.0,18.18
Niraj Patel,2008,Delhi Capitals,1,4,2,1,4.0,200.0
Niraj Patel,2008,Mumbai Indians,1,40,29,1,40.0,137.93
Niraj Patel,2008,Punjab Kings,1,57,39,0,57.0,146.15
Niraj Patel,2009,Kolkata Knight Riders,1,14,22,0,14.0,63.64
Niraj Patel,2009,Royal Challengers Bangalore,1,4,16,0,4.0,25.0
Nitish Rana,2016,Gujarat Lions,1,70,35,0,70.0,200.0
Nitish Rana,2016,Punjab Kings,1,25,28,0,25.0,89.29
Nitish Rana,2016,Royal Challengers Bangalore,1,9,11,0,9.0,81.82
Nitish Rana,2017,Delhi Capitals,1,8,9,0,8.0,88.89
Nitish Rana,2017,Gujarat Lions,2,72,52,0,36.0,138.46
Nitish Rana,2017,Kolkata Knight Riders,1,50,29,0,50.0,172.41
Nitish Rana,2017,Punjab Kings,2,74,45,1,74.0,164.44
Nitish Rana,2017,Rising Pune Supergiant,2,37,37,0,18.5,100.0
Nitish Rana,2017,Royal Challengers Bangalore,2,38,44,0,19.0,86.36
Nitish Rana,2017,Sunrisers Hyderabad,2,54,47,0,27.0,114.89
Nitish Rana,2018,Chennai Super Kings,1,16,14,0,16.0,114.29
Nitish Rana,2018,Delhi Capitals,2,67,42,0,33.5,159.52
Nitish Rana,2018,Mumbai Indians,2,52,46,0,26.0,113.04
Nitish Rana,2018,Punjab Kings,2,14,9,0,7.0,155.56
Nitish Rana,2018,Rajasthan Royals,3,59,49,1,29.5,120.41
Nitish Rana,2018,Royal Challengers Bangalore,2,49,35,0,24.5,140.0
Nitish Rana,2018,Sunrisers Hyderabad,3,47,37,0,15.67,127.03
Nitish Rana,2019,Chennai Super Kings,2,21,21,0,10.5,100.0
Nitish Rana,2019,Delhi Capitals,2,12,14,0,6.0,85.71
Nitish Rana,2019,Mumbai Indians,1,26,13,0,26.0,200.0
Nitish Rana,2019,Punjab Kings,1,63,34,0,63.0,185.29
Nitish Rana,2019,Rajasthan Royals,1,21,26,0,21.0,80.77
Nitish Rana,2019,Royal Challengers Bangalore,2,122,69,1,122.0,176.81
Nitish Rana,2019,Sunrisers Hyderabad,2,79,58,0,39.5,136.21
Nitish Rana,2020,Chennai Super Kings,2,96,71,0,48.0,135.21
Nitish Rana,2020,Delhi Capitals,2,139,88,0,69.5,157.95
Nitish Rana,2020,Mumbai Indians,2,29,24,0,14.5,120.83
Nitish Rana,2020,Punjab Kings,2,2,5,0,1.0,40.0
Nitish Rana,2020,Rajasthan Royals,2,22,18,0,11.0,122.22
Nitish Rana,2020,Royal Challengers Bangalore,2,9,15,0,4.5,60.0
Nitish Rana,2020,Sunrisers Hyderabad,2,55,33,0,27.5,166.67
Nuwan Kulasekara,2012,Punjab Kings,1,5,3,1,5.0,166.67
Nuwan Zoysa,2008,Mumbai Indians,1,10,7,1,10.0,142.86
Nuwan Zoysa,2008,Punjab Kings,1,1,2,0,1.0,50.0
Owais Shah,2010,Chennai Super Kings,1,5,4,0,5.0,125.0
Owais Shah,2010,Deccan Chargers,1,58,46,1,58.0,126.09
Owais Shah,2010,Mumbai Indians,1,31,23,0,31.0,134.78
Owais Shah,2010,Rajasthan Royals,1,19,17,1,19.0,111.76
Owais Shah,2010,Royal Challengers Bangalore,1,2,5,1,2.0,40.0
Owais Shah,2011,Chennai Super Kings,1,3,3,0,3.0,100.0
Owais Shah,2011,Punjab Kings,1,23,12,0,23.0,191.67
Owais Shah,2012,Chennai Super Kings,1,52,43,0,52.0,120.93
Owais Shah,2012,Deccan Chargers,2,40,42,0,20.0,95.24
Owais Shah,2012,Delhi Capitals,2,2,4,0,1.0,50.0
Owais Shah,2012,Kolkata Knight Riders,2,54,44,1,54.0,122.73
Owais Shah,2012,Mumbai Indians,2,104,66,1,104.0,157.58
Owais Shah,2012,Pune Warriors India,1,4,7,1,4.0,57.14
Owais Shah,2012,Punjab Kings,1,14,8,1,14.0,175.0
Owais Shah,2012,Royal Challengers Bangalore,2,70,41,0,35.0,170.73
Owais Shah,2013,Kolkata Knight Riders,1,24,22,0,24.0,109.09
Owais Shah,2013,Royal Challengers Bangalore,1,1,1,0,1.0,100.0
Paidikalva Vijaykumar,2008,Delhi Capitals,1,1,1,1,1.0,100.0
Pankaj Singh,2008,Deccan Chargers,1,4,3,1,4.0,133.33
Pankaj Singh,2008,Punjab Kings,1,1,5,1,1.0,20.0
Pankaj Singh,2009,Delhi Capitals,1,1,1,1,1.0,100.0
Pankaj Singh,2009,Punjab Kings,1,0,1,0,0.0,0.0
Pankaj Singh,2010,Mumbai Indians,1,1,2,0,1.0,50.0
Paras Dogra,2010,Chennai Super Kings,1,5,3,0,5.0,166.67
Paras Dogra,2010,Delhi Capitals,2,49,51,0,24.5,96.08
Paras Dogra,2010,Kolkata Knight Riders,2,8,13,0,4.0,61.54
Paras Dogra,2010,Mumbai Indians,1,41,29,0,41.0,141.38
Paras Dogra,2010,Punjab Kings,1,1,1,0,1.0,100.0
Paras Dogra,2010,Royal Challengers Bangalore,1,3,9,0,3.0,33.33
Paras Dogra,2012,Kolkata Knight Riders,2,12,19,0,6.0,63.16
Paras Dogra,2012,Royal Challengers Bangalore,1,3,5,1,3.0,60.0
Paras Dogra,2013,Sunrisers Hyderabad,1,5,8,0,5.0,62.5
Pardeep Sahu,2016,Delhi Capitals,1,18,12,1,18.0,150.0
Pardeep Sahu,2016,Kolkata Knight Riders,1,1,1,0,1.0,100.0
Parthiv Patel,2008,Deccan Chargers,2,24,33,0,12.0,72.73
Parthiv Patel,2008,Delhi Capitals,1,21,20,0,21.0,105.0
Parthiv Patel,2008,Kolkata Knight Riders,2,40,55,1,40.0,72.73
Parthiv Patel,2008,Mumbai Indians,1,14,11,0,14.0,127.27
Parthiv Patel,2008,Punjab Kings,2,66,58,1,66.0,113.79
Parthiv Patel,2008,Rajasthan Royals,3,92,73,0,30.67,126.03
Parthiv Patel,2008,Royal Challengers Bangalore,2,45,45,0,22.5,100.0
Parthiv Patel,2009,Deccan Chargers,1,0,2,0,0.0,0.0
Parthiv Patel,2009,Delhi Capitals,1,16,15,0,16.0,106.67
Parthiv Patel,2009,Kolkata Knight Riders,1,25,19,0,25.0,131.58
Parthiv Patel,2009,Mumbai Indians,2,0,3,0,0.0,0.0
Parthiv Patel,2009,Punjab Kings,1,32,23,0,32.0,139.13
Parthiv Patel,2009,Rajasthan Royals,1,3,11,0,3.0,27.27
Parthiv Patel,2009,Royal Challengers Bangalore,2,66,53,0,33.0,124.53
Parthiv Patel,2010,Delhi Capitals,1,6,6,0,6.0,100.0
Parthiv Patel,2010,Mumbai Indians,1,8,12,0,8.0,66.67
Parthiv Patel,2010,Punjab Kings,1,57,58,0,57.0,98.28
Parthiv Patel,2010,Royal Challengers Bangalore,1,1,3,0,1.0,33.33
Parthiv Patel,2011,Chennai Super Kings,2,40,33,0,20.0,121.21
Parthiv Patel,2011,Deccan Chargers,1,0,3,0,0.0,0.0
Parthiv Patel,2011,Delhi Capitals,2,38,34,1,38.0,111.76
Parthiv Patel,2011,Kolkata Knight Riders,2,30,27,0,15.0,111.11
Parthiv Patel,2011,Pune Warriors India,1,21,19,0,21.0,110.53
Parthiv Patel,2011,Punjab Kings,1,0,1,0,0.0,0.0
Parthiv Patel,2011,Rajasthan Royals,2,53,48,1,53.0,110.42
Parthiv Patel,2011,Royal Challengers Bangalore,2,20,17,1,20.0,117.65
Parthiv Patel,2012,Chennai Super Kings,2,21,22,0,10.5,95.45
Parthiv Patel,2012,Delhi Capitals,1,45,26,0,45.0,173.08
Parthiv Patel,2012,Kolkata Knight Riders,1,23,19,0,23.0,121.05
Parthiv Patel,2012,Mumbai Indians,2,20,23,0,10.0,86.96
Parthiv Patel,2012,Pune Warriors India,2,24,19,0,12.0,126.32
Parthiv Patel,2012,Punjab Kings,2,35,29,0,17.5,120.69
Parthiv Patel,2012,Rajasthan Royals,1,10,5,1,10.0,200.0
Parthiv Patel,2012,Royal Challengers Bangalore,1,16,21,0,16.0,76.19
Parthiv Patel,2013,Chennai Super Kings,1,44,30,0,44.0,146.67
Parthiv Patel,2013,Delhi Capitals,2,33,37,0,16.5,89.19
Parthiv Patel,2013,Kolkata Knight Riders,2,74,68,0,37.0,108.82
Parthiv Patel,2013,Mumbai Indians,1,26,14,0,26.0,185.71
Parthiv Patel,2013,Pune Warriors India,2,31,27,0,15.5,114.81
Parthiv Patel,2013,Punjab Kings,1,61,47,0,61.0,129.79
Parthiv Patel,2013,Rajasthan Royals,2,3,9,0,1.5,33.33
Parthiv Patel,2013,Royal Challengers Bangalore,2,22,23,0,11.0,95.65
Parthiv Patel,2014,Chennai Super Kings,1,10,14,0,10.0,71.43
Parthiv Patel,2014,Delhi Capitals,2,66,56,0,33.0,117.86
Parthiv Patel,2014,Kolkata Knight Riders,1,21,19,0,21.0,110.53
Parthiv Patel,2014,Mumbai Indians,2,83,64,1,83.0,129.69
Parthiv Patel,2014,Punjab Kings,2,15,21,0,7.5,71.43
Parthiv Patel,2014,Rajasthan Royals,2,3,2,1,3.0,150.0
Parthiv Patel,2014,Sunrisers Hyderabad,2,7,9,0,3.5,77.78
Parthiv Patel,2015,Chennai Super Kings,4,80,61,0,20.0,131.15
Parthiv Patel,2015,Delhi Capitals,2,41,32,0,20.5,128.12
Parthiv Patel,2015,Kolkata Knight Riders,1,21,14,0,21.0,150.0
Parthiv Patel,2015,Punjab Kings,1,59,36,0,59.0,163.89
Parthiv Patel,2015,Rajasthan Royals,2,39,25,0,19.5,156.0
Parthiv Patel,2015,Royal Challengers Bangalore,2,31,24,0,15.5,129.17
Parthiv Patel,2015,Sunrisers Hyderabad,2,68,54,1,68.0,125.93
Parthiv Patel,2016,Delhi Capitals,1,1,4,0,1.0,25.0
Parthiv Patel,2016,Gujarat Lions,1,34,29,0,34.0,117.24
Parthiv Patel,2016,Kolkata Knight Riders,2,24,22,0,12.0,109.09
Parthiv Patel,2016,Punjab Kings,1,81,57,0,81.0,142.11
Parthiv Patel,2016,Rising Pune Supergiant,1,21,15,0,21.0,140.0
Parthiv Patel,2016,Royal Challengers Bangalore,2,6,8,0,3.0,75.0
Parthiv Patel,2016,Sunrisers Hyderabad,2,10,16,0,5.0,62.5
Parthiv Patel,2017,Delhi Capitals,2,33,33,0,16.5,100.0
Parthiv Patel,2017,Gujarat Lions,2,70,46,0,35.0,152.17
Parthiv Patel,2017,Kolkata Knight Riders,2,44,36,0,22.0,122.22
Parthiv Patel,2017,Punjab Kings,2,75,41,0,37.5,182.93
Parthiv Patel,2017,Rising Pune Supergiant,4,108,87,0,27.0,124.14
Parthiv Patel,2017,Royal Challengers Bangalore,2,3,9,0,1.5,33.33
Parthiv Patel,2017,Sunrisers Hyderabad,2,62,41,0,31.0,151.22
Parthiv Patel,2018,Chennai Super Kings,1,53,41,0,53.0,129.27
Parthiv Patel,2018,Delhi Capitals,1,6,8,0,6.0,75.0
Parthiv Patel,2018,Punjab Kings,1,40,22,1,40.0,181.82
Parthiv Patel,2018,Rajasthan Royals,1,33,21,0,33.0,157.14
Parthiv Patel,2018,Sunrisers Hyderabad,2,21,17,0,10.5,123.53
Parthiv Patel,2019,Chennai Super Kings,2,82,72,0,41.0,113.89
Parthiv Patel,2019,Delhi Capitals,2,48,29,0,24.0,165.52
Parthiv Patel,2019,Kolkata Knight Riders,2,36,35,0,18.0,102.86
Parthiv Patel,2019,Mumbai Indians,2,59,42,0,29.5,140.48
Parthiv Patel,2019,Punjab Kings,2,62,31,0,31.0,200.0
Parthiv Patel,2019,Rajasthan Royals,2,75,45,0,37.5,166.67
Parthiv Patel,2019,Sunrisers Hyderabad,2,11,11,0,5.5,100.0
Parvez Rasool,2013,Kolkata Knight Riders,1,1,4,0,1.0,25.0
Parvez Rasool,2013,Mumbai Indians,1,4,5,1,4.0,80.0
Parvez Rasool,2015,Chennai Super Kings,1,2,2,1,2.0,100.0
Parvez Rasool,2016,Sunrisers Hyderabad,1,10,9,0,10.0,111.11
Parvinder Awana,2012,Delhi Capitals,1,4,5,1,4.0,80.0
Parvinder Awana,2013,Chennai Super Kings,1,1,5,1,1.0,20.0
Parvinder Awana,2013,Mumbai Indians,1,0,2,1,0.0,0.0
Parvinder Awana,2013,Rajasthan Royals,1,0,1,0,0.0,0.0
Parvinder Awana,2013,Sunrisers Hyderabad,1,0,1,0,0.0,0.0
Pat Cummins,2015,Chennai Super Kings,1,0,2,0,0.0,0.0
Pat Cummins,2017,Gujarat Lions,1,24,13,0,24.0,184.62
Pat Cummins,2017,Kolkata Knight Riders,1,3,4,1,3.0,75.0
Pat Cummins,2017,Mumbai Indians,2,14,15,1,14.0,93.33
Pat Cummins,2017,Punjab Kings,1,12,6,1,12.0,200.0
Pat Cummins,2017,Rising Pune Supergiant,1,11,6,0,11.0,183.33
Pat Cummins,2017,Royal Challengers Bangalore,2,13,9,0,6.5,144.44
Pat Cummins,2020,Chennai Super Kings,1,17,9,1,17.0,188.89
Pat Cummins,2020,Delhi Capitals,1,5,4,0,5.0,125.0
Pat Cummins,2020,Mumbai Indians,2,86,48,1,86.0,179.17
Pat Cummins,2020,Punjab Kings,2,6,12,1,6.0,50.0
Pat Cummins,2020,Rajasthan Royals,2,27,21,0,13.5,128.57
Pat Cummins,2020,Royal Challengers Bangalore,2,5,20,0,2.5,25.0
Paul Collingwood,2010,Deccan Chargers,1,51,42,1,51.0,121.43
Paul Collingwood,2010,Kolkata Knight Riders,2,55,48,0,27.5,114.58
Paul Collingwood,2010,Mumbai Indians,1,2,5,0,2.0,40.0
Paul Collingwood,2010,Punjab Kings,1,4,7,0,4.0,57.14
Paul Collingwood,2010,Rajasthan Royals,1,16,8,0,16.0,200.0
Paul Collingwood,2010,Royal Challengers Bangalore,1,75,46,1,75.0,163.04
Paul Valthaty,2009,Delhi Capitals,1,1,5,0,1.0,20.0
Paul Valthaty,2009,Kolkata Knight Riders,1,5,7,0,5.0,71.43
Paul Valthaty,2011,Chennai Super Kings,1,120,63,1,120.0,190.48
Paul Valthaty,2011,Deccan Chargers,2,80,51,0,40.0,156.86
Paul Valthaty,2011,Delhi Capitals,2,76,60,0,38.0,126.67
Paul Valthaty,2011,Kochi Tuskers Kerala,1,17,10,0,17.0,170.0
Paul Valthaty,2011,Kolkata Knight Riders,1,7,8,0,7.0,87.5
Paul Valthaty,2011,Mumbai Indians,2,47,52,0,23.5,90.38
Paul Valthaty,2011,Pune Warriors India,2,29,28,0,14.5,103.57
Paul Valthaty,2011,Rajasthan Royals,1,46,29,0,46.0,158.62
Paul Valthaty,2011,Royal Challengers Bangalore,2,41,33,0,20.5,124.24
Paul Valthaty,2012,Delhi Capitals,1,2,10,0,2.0,20.0
